A128,A129,A130,A154,A347,A360,A361,A362,PMI,EVI_t0,EVI_5yr_diff,EVI.D.yr1,EVI.D.yr2,EVI.D.yr3,EVI.D.yr4,EVI.D.yr5,EVI.D.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,wave,rain_5yr_diff,rain_yr1_diff,rain_yr2_diff,rain_yr3_diff,rain_yr4_diff,rain_yr5_diff,distance,weights
16532,2329,2130,0,0,12,344.540314,20.701832,1,5275.728027,-398.354004,38.0576179999998,-420.626954,181.180176000001,157.993653,-354.958497,-38.1474610000005,860220,0.387498,13912,five,-0.168563,0.191806,0.429155,3.284855,-3.551514,-0.522865,0.135142592264263,1
10775,2974,1820,1,0,12,275.580688,2.144309,0,5155.429688,-231.822754,303.135252999999,-425.377928999999,337.467772999999,75.1401370000003,-522.187988,262.764160000001,860220,0.678122,11877,five,-0.258542,0.166042,0.446883,3.317781,-3.60413,-0.585118,0.102705705556888,0.521497919556172
9491,305,2294,1,0,12,250.846252,8.368021,0,5531.560059,-289.052735,259.234863,-819.365234,307.020019,-107.213379,71.2709960000002,139.737793,852428,0.629685,10369,five,-0.290033,0.160021,0.455481,3.349726,-3.655603,-0.599658,0.100039918710997,1.04299583911234
12985,2732,5248,1,1,6,1429.189209,12.403736,0,4110.005371,-1057.645264,-541.20874,-894.487793,202.869873,178.426758,-3.24536200000011,173.216797,817209,11.673382,8550,five,0.0569260000000003,0.298108,0.39227,3.265888,-3.833009,-0.0663309999999999,0.00900304895861538,0.521497919556172
18483,5125,825,1,1,6,811.314636,15.71678,0,4843.633789,-420.044922,263.242187999999,135.801757,-826.287109,34.4169920000004,-27.21875,153.121094,834413,0.629685,12884,five,0.0341969999999998,0.289377,0.393645,3.256829,-3.750915,-0.154739,0.111345192800814,0.521497919556172
20331,6163,174,1,1,6,812.199219,30.368822,0,5284.104492,-268.352539,-389.513672,-38.8095700000003,-259.754395,55.016114,364.708984,189.507323999999,834413,0.290624,14517,five,0.0252729999999999,0.282546,0.393758,3.255209,-3.72206,-0.18418,0.135579681601228,0.521497919556172
8651,865,1406,1,0,12,240.431992,0.985303,0,4917.932129,-64.8271489999997,693.331543,-1182.466309,636.061524000001,-249.180176000001,37.4262690000005,131.23291,860220,0.629685,9548,five,-0.294264,0.157472,0.455624,3.348388,-3.653048,-0.6027,0.126579379195472,0.521497919556172
8339,402,1565,1,0,12,252.960327,4.569767,0,5758.958008,-486.33252,-152.784667999999,-378.324707000001,536.919922,-234.759765999999,-257.383301000001,142.783692,835870,0.629685,9134,five,-0.315175,0.154344,0.461713,3.365326,-3.685618,-0.61094,0.0788795691891658,0.521497919556172
7003,3314,11271,0,1,6,1770.723145,19.82155,0,3811.460449,-249.474609,293.487305,-480.416992,-349.092774,64.810547,221.737305,263.656739,800004,29.207673,5641,five,0.0648749999999998,0.280037,0.382524,3.285669,-3.886417,0.0030619999999999,0.00484979959991868,0.521497919556172
19531,4851,1366,1,1,6,1090.42981,26.808285,0,4765.130371,-160.058105,-49.4223630000006,133.925781000001,-341.286133000001,259.903321,-163.178711,196.517579,851618,0.387498,13279,five,0.0283980000000001,0.286655,0.386628,3.257847,-3.728414,-0.174318,0.051685150413004,1.56449375866852
20450,5469,1036,1,1,6,912.864258,28.080355,0,4962.669434,-343.9375,-1.68359400000008,196.861328,-642.089356,470.878418,-367.904296,210.536621,843015,0.242186,14126,five,0.0236300000000003,0.282732,0.386842,3.257111,-3.714028,-0.189027,0.0967162908758759,0.521497919556172
21370,6109,713,1,1,6,737.685364,14.379406,1,5332.750488,-964.250488,-45.5615229999994,-139.28711,-851.25,386.449707,-314.601562,269.596191,860220,0.145312,14983,five,0.0186269999999999,0.27852,0.387074,3.256481,-3.699521,-0.203927,0.0948736135626802,1
14893,3097,4465,0,0,12,716.56427,10.38832,1,5711.427734,-929.551757,-737.872069999999,-276.980957000001,132.410645,727.243164,-774.352539,265.248047,860220,0.387498,15098,five,-0.173058,0.181463,0.421039,3.284892,-3.539916,-0.520536,0.0228544769127993,1
14722,2170,3553,0,0,12,521.31958,19.330841,1,5322.540527,-547.452148,-482.96289,692.737303999999,-677.116211,705.160157,-785.270508000001,128.334961,851618,0.435935,15739,five,-0.182199,0.178717,0.423266,3.286193,-3.541241,-0.529134,0.0939380660762931,1
14136,1247,2649,0,0,12,462.33252,32.490589,1,5369.322754,-521.536133,-278.750977,628.100098,-392.859863,-301.490723,-176.534668,92.3022460000002,834413,0.435935,15767,five,-0.191342,0.176088,0.42551,3.287145,-3.542727,-0.537358,0.184571514882526,1
13370,351,1766,0,0,12,309.083313,20.025814,1,5376.257812,-320.161621,-189.785156,59.9345709999998,-51.9985360000001,286.322754000001,-424.635254000001,73.6123039999993,851618,0.484373,14955,five,-0.200468,0.173585,0.427767,3.287698,-3.544331,-0.545187,0.213394153097633,1
12627,494,956,1,0,12,268.084686,9.979181,1,5485.279785,-398.246094,-301.216797,106.216309,-427.665527,194.60791,29.812011,117.664062,822561,0.581247,14157,five,-0.209562,0.171218,0.430028,3.287805,-3.546008,-0.552605,0.0974189145779891,1
9928,1637,120,1,0,12,259.231079,1.097814,0,5705.430176,-510.652832,-137.041504,-326.182129,496.53418,-375.767578,-168.195801,217.543944999999,860220,0.774996,11168,five,-0.257099,0.161207,0.442998,3.307147,-3.583505,-0.584946,0.074287536204124,0.521497919556172
17004,2546,3233,1,1,6,1202.766357,23.422176,0,4298.378418,-189.190430000001,-330.642822,-28.0263669999999,-569.670167,262.824708,476.324218,186.037598,843015,2.518738,10369,five,0.0428030000000001,0.301008,0.371518,3.266514,-3.765273,-0.130964,0.0340585583576794,0.521497919556172
17880,3045,2891,1,1,6,1128.979492,9.222898,0,4493.210449,-1038.93042,-637.446533,-382.112549,627.044922,325.030272999999,-971.446533,179.678711,843015,1.210932,11206,five,0.0345479999999996,0.295069,0.372432,3.26436,-3.739815,-0.157498,0.0249418555306608,2.08599167822469
18788,3542,2563,1,1,6,1133.601807,12.857607,0,4275.922852,-561.201172,-4.10009799999989,-36.314942,-536.33374,511.302002,-495.754394,160.633789,834413,0.484373,12057,five,0.0299809999999998,0.291322,0.372906,3.26345,-3.726324,-0.171373,0.0328079082645824,0.521497919556172
19698,4158,2233,1,1,6,1042.881348,21.50687,0,4162.138672,2.76806599999964,645.727539,-1021.157715,265.445801,381.20166,-268.449219,233.463377999999,843015,0.339061,12918,five,0.0251410000000001,0.287144,0.373401,3.262649,-3.712492,-0.185561,0.0716839523725969,0.521497919556172
20609,4794,1907,1,1,6,1170.88501,29.964254,0,5149.149902,-889.32666,-13.4746089999999,-271.913086,-768.961426,1054.669922,-889.647461,279.785645,843015,0.193749,13787,five,0.0200449999999996,0.282601,0.373924,3.261953,-3.698437,-0.199996,0.0297075560485866,0.521497919556172
21523,5502,1584,1,1,6,906.025818,20.895596,1,4781.287109,-623.838379,115.401368,-32.1328129999993,-308.160644000001,-343.674317,-55.2719729999999,351.370605,851618,0.145312,14664,five,0.0147080000000002,0.277757,0.374482,3.261363,-3.684287,-0.214607,0.08256111428432,1
21541,6267,1252,1,1,6,870.710999,36.791306,1,5270.120605,-459.99121,-8.95703099999992,-180.095215,-654.858886,443.133789,-59.2138670000004,325.335449,851618,0.048437,15211,five,0.00914400000000004,0.272679,0.375082,3.260876,-3.670163,-0.22933,0.129085312097414,1
21039,6486,926,1,1,6,691.786011,19.043205,1,5590.160645,-529.764649,-510.715333,356.09961,-344.127442,158.31543,-189.336914,329.697266,851618,0.048437,14664,five,0.00337100000000001,0.267431,0.375734,3.260489,-3.65619,-0.244093,0.118216932795831,1
13986,3291,4706,0,0,12,695.89624,27.501427,1,5014.842773,-134.075683,193.043457,-506.474609,59.9208989999997,439.728515,-320.293944999999,238.359375,834413,0.339061,15794,five,-0.181524,0.173116,0.417032,3.287757,-3.532619,-0.52681,0.0892519674313478,1
13804,2419,3841,0,0,12,495.827393,6.513689,1,5528.074707,-298.326172,-319.953125,-184.657227,38.016114,347.841308,-179.573242,141.704102,860220,0.339061,16197,five,-0.190679,0.170441,0.419565,3.28889,-3.534184,-0.535391,0.0684386850566173,1
13645,1537,3014,1,0,12,375.028992,21.371443,1,5912.481445,-918.63623,-735.125976,286.237304,15.3452149999994,-173.870605,-311.222167999999,99.6904300000006,860220,0.339061,15352,five,-0.199829,0.167907,0.422109,3.289674,-3.535909,-0.54361,0.0713257950426263,1
12850,690,2270,1,0,12,245.819473,7.325767,1,5785.030273,-647.955078,-365.904785000001,-153.235350999999,-154.079102000001,674.069336,-648.805176,53.0229490000002,860220,0.387498,14517,five,-0.208957,0.165521,0.424659,3.290065,-3.537751,-0.551451,0.0785343868534454,1
12074,394,1718,1,0,12,276.424622,5.429225,1,5779.03418,-546.564453,161.465332000001,-763.335938,336.297852,-175.83252,-105.159179,71.4726559999999,846584,0.53281,13694,five,-0.218043,0.163296,0.427208,3.290012,-3.539666,-0.558893,0.0665702721320219,1
11322,152,1494,1,0,12,209.067795,5.669047,1,5113.15332,-161.108398,135.030761999999,-212.786133,98.1328130000002,-38.3696290000007,-143.116211,87.1967770000001,852428,0.581247,12884,five,-0.227073,0.161239,0.42975,3.289468,-3.54161,-0.56592,0.13674661917773,1
10598,362,1336,1,0,12,204.854874,1.536396,0,5614.62793,-742.570801,-142.136719,58.8945310000008,-68.1860350000006,-168.928711,-422.213867,119.663086,847558,0.726559,12092,five,-0.245721,0.157612,0.435278,3.294091,-3.553478,-0.579224,0.0909701079674613,1.04299583911234
9908,660,1179,1,0,12,200,0,1,5509.51709,-335.382324,-120.003906,-275.683594,132.787109,255.121094,-327.603027,117.486817,854376,0.774996,11321,five,-0.255468,0.15602,0.438338,3.300241,-3.564466,-0.585601,0.0968130811330477,1
7001,540,3738,1,0,12,189,0,0,5723.045898,-464.898925,90.5810549999997,-478.971191,193.287109,154.772949,-424.568847,-94.2841799999997,860220,1.259369,4637,five,-0.400881,0.144985,0.483837,3.29915,-3.687893,-0.64096,0.0628791744515445,0.521497919556172
3293,295,5640,1,1,6,1386.572632,16.588974,0,4427.611328,-358.421387,574.042969,23.7143550000001,-871.915039,133.980469,-218.244141,445.842774,749029,30.224856,3824,five,0.0602860000000001,0.255154,0.360652,3.313718,-3.908126,0.038888,0.0100502542066741,0.521497919556172
11162,295,8828,1,1,6,1833.276855,22.917747,0,3271.491211,-142.905518,99.8071289999998,512.776855,-831.512695,280.01416,-203.990967,147.207276,661395,25.18738,4637,five,0.061585,0.301046,0.361649,3.283179,-3.833383,-0.0509059999999999,0.00170173469841244,0.521497919556172
12004,30,8001,1,1,6,1643.303955,13.642401,0,3508.875977,-427.917969,421.07373,-215.869141,-482.183349,-73.3884280000002,-77.5507809999999,210.833984,791402,21.45771,5246,five,0.060298,0.303211,0.361849,3.280956,-3.825146,-0.0605719999999996,0.00264392033940839,0.521497919556172
17246,1798,4077,1,1,6,1012.757507,10.865128,1,4916.229492,-1521.864013,-890.190430000001,185.135743,-196.524414,178.247558,-798.53247,223.158692,851618,1.017183,9989,five,0.0415510000000001,0.301966,0.364978,3.269428,-3.757182,-0.137639,0.0302619189508781,1
18111,2238,3760,1,1,6,1165.882568,24.901646,1,4442.310547,-301.554199,-432.178955,-43.8784180000002,-596.498047,885.807861,-114.80664,226.849121,834413,0.581247,10855,five,0.0330629999999998,0.295561,0.366119,3.267309,-3.731916,-0.16401,0.0373063289890019,1
19007,2843,3431,1,1,6,1038.305664,20.291483,1,4386.17627,-20.1845709999998,-70.6679690000001,-285.797119,-531.82959,723.08081,145.029297,198.681153,843015,0.435935,11731,five,0.0283679999999999,0.291559,0.366723,3.26642,-3.718552,-0.177782,0.0548423059128324,1
19907,3480,3103,1,1,6,937.14679,22.663055,1,4744.434082,-773.992187,11.623047,-726.333252,-258.183594,490.161377,-291.259765,248.090332000001,817209,0.339061,12615,five,0.023396,0.287116,0.367357,3.26564,-3.70486,-0.191857,0.0717104423777415,1
20809,4202,2779,1,1,6,1097.626099,25.224348,1,4500.561035,-578.307617,201.871094,-481.847168,139.174316000001,39.6821289999998,-477.187988,314.828613000001,817209,0.242186,13504,five,0.0181629999999999,0.282299,0.368028,3.264968,-3.690963,-0.206169,0.0487812983870917,1
21324,4990,2447,1,1,6,811.317871,14.81927,1,4670.834961,-236.736816,567.265625,-783.506836,-287.462402,708.51123,-441.544433,354.019043,851618,0.145312,14398,five,0.0126870000000001,0.277178,0.36874,3.264401,-3.676981,-0.220651,0.101552060481892,1
20775,5748,2123,1,1,6,858.104004,23.664774,1,5018.649414,-559.102051000001,132.070801,-314.441406,-722.561524000001,344.34961,1.48046799999975,294.807129,851618,0.096875,15296,five,0.0069840000000001,0.271819,0.369501,3.263936,-3.663035,-0.235237,0.108005541891635,1
20253,5597,1794,1,0,6,844.370544,25.88965,1,4898.663086,-575.06543,153.574219,-778.548339999999,125.284667999999,215.258789,-290.634766,293.979980999999,851618,0.096875,15436,five,0.00107100000000004,0.266292,0.370316,3.26357,-3.649245,-0.249862,0.0735430433105268,1
19761,5376,1465,1,0,6,709.841187,20.120077,1,5358.098145,-623.158204,53.7954099999997,-483.981933999999,-265.501465,380.965332,-308.435547,158.85791,843015,0.242186,14955,five,-0.01132,0.255004,0.372134,3.263126,-3.62262,-0.278964,0.0740676048909618,1
19273,5310,1138,1,0,6,553.635132,18.355139,1,5327.377441,-456.202636,501.743653,-696.692871,-193.261719,540.137695,-608.129394000001,9.49902300000031,860220,0.435935,14517,five,-0.0177610000000001,0.249382,0.373147,3.263042,-3.610025,-0.293307,0.127982137248719,1
13082,3604,5090,0,0,12,628.40387,12.975606,1,5158.778809,-184.046387,-30.2060550000006,442.179687,-556.3833,192.457519,-232.094238,310.645508000001,834413,0.290624,16513,five,-0.185381,0.169239,0.415112,3.289934,-3.528938,-0.530728,0.078215867869538,1
12887,2765,4303,1,0,12,458.811066,16.961197,1,5687.358887,-422.726563,-49.8203130000002,-12.9208980000003,-421.823241999999,-37.5683600000002,99.40625,221.463379,834413,0.339061,15848,five,-0.194543,0.166599,0.417771,3.290992,-3.530612,-0.539293,0.0615424624364525,1
12758,1998,3585,1,0,12,359.421295,20.023163,1,5634.111328,-750.462402,-298.346191,538.903319999999,-319.652344,-362.765625,-308.601562,155.20459,860220,0.290624,14983,five,-0.203696,0.164109,0.42044,3.291703,-3.532446,-0.547502,0.0964443929411591,1
12378,1437,2987,1,0,12,279.323822,25.632971,1,5560.859863,-203.720214999999,-124.501464999999,40.8320319999993,-81.6596679999993,-41.6787110000005,3.28759700000046,113.774414,860220,0.290624,14126,five,-0.212825,0.16178,0.423111,3.29202,-3.534397,-0.555339,0.157728717976705,1
11571,834,2592,1,0,12,282.983856,11.798765,1,5890.537598,-569.248536,-201.184082,22.5541990000002,-387.410156,320.717285,-323.925782,102.408692,858272,0.387498,13279,five,-0.221912,0.15962,0.425778,3.291897,-3.536423,-0.562784,0.0792395125503265,1
10783,174,2412,1,0,12,222.269638,4.692492,1,5564.586426,-84.09375,416.488281,-404.5,78.8554690000001,286.091797,-461.029297,99.0410160000001,856324,0.435935,12443,five,-0.23094,0.15764,0.428433,3.291287,-3.53848,-0.56982,0.0973022023153055,1
10020,361,2253,1,0,12,203.084839,4.404862,1,5046.327148,-170.999023,65.3100589999995,-5.97753899999952,56.7333979999994,143.680664,-430.745605,95.0708009999998,858272,0.484373,11621,five,-0.249581,0.154224,0.434183,3.295735,-3.550535,-0.583188,0.147457595256752,1
9287,247,2096,1,0,12,207.406525,1.632931,1,5367.578613,-244.290039,-110.631836,43.3271489999997,71.638183,-59.6782219999996,-188.945313,80.6694340000004,860220,0.581247,10816,five,-0.259321,0.152772,0.437348,3.301771,-3.561594,-0.589618,0.109579423584257,1
11602,1176,9271,1,1,6,1779.490479,15.761931,1,2881.609863,390.998047,301.04126,307.518066,-350.668212,-299.381348,432.488281,154.510254,774198,29.643609,3934,five,0.0606809999999998,0.302707,0.355175,3.286551,-3.825849,-0.057903,0.00157984266229647,1
12414,924,8487,1,1,6,1590.182007,3.456711,0,3475.028076,-2.4582519999999,445.692871,-122.968506,-318.831543,-440.400146,434.049072,177.296875,800004,25.429566,4637,five,0.0593570000000003,0.304794,0.355388,3.284314,-3.817504,-0.0676349999999997,0.0017332034481207,0.521497919556172
13242,810,7735,1,1,6,1477.049805,11.615411,0,3856.973633,-445.215821,-11.6442870000001,279.541748,-537.291504,556.405273,-732.227051,265.804688,834413,19.568657,5408,five,0.0557190000000003,0.307413,0.356032,3.280257,-3.8001,-0.0878829999999997,0.0038742827903282,0.521497919556172
14082,853,7026,1,1,6,1199.985718,0.047615,0,3637.023926,-2.45434599999999,187.818115,143.212891,-965.405762,665.661621,-33.741211,384.537353,825811,13.901496,6221,five,0.0533679999999999,0.307871,0.356482,3.27846,-3.791039,-0.0984059999999998,0.0126910911150816,0.521497919556172
17534,979,4947,1,1,6,996.367004,9.0861,0,5027.308594,-630.817383000001,-247.067383000001,-336.425292999999,-221.287109,265.763183,-91.8007810000008,360.685058999999,817209,0.53281,9683,five,0.0401759999999998,0.302642,0.358906,3.272777,-3.749399,-0.14475,0.0268457248359244,0.521497919556172
18385,1529,4631,1,1,6,1016.656006,7.349504,1,4822.862793,-508.765137,26.5131839999995,-329.08545,-835.187011,751.601562,-122.607422,359.66455,834413,0.53281,10574,five,0.0314920000000001,0.295822,0.360269,3.270694,-3.724313,-0.17098,0.0263934691340666,1
19269,2165,4301,1,1,6,991.00116,11.919947,1,4331.225098,101.73584,166.817382,-105.779296,-649.443848,960.124512,-269.98291,321.483886,834413,0.53281,11472,five,0.0266920000000002,0.291594,0.360998,3.269828,-3.711066,-0.184662,0.0478649806512502,1
20157,2917,3975,1,1,6,913.811279,12.58263,1,5045.551758,-88.9770509999998,-133.949218999999,-145.904297,-505.85498,81.6430659999996,615.088379,325.036133,843015,0.387498,12374,five,0.0216090000000002,0.286913,0.361767,3.269073,-3.697508,-0.198636,0.0418463387330843,1
20977,3721,3648,1,1,6,915.264709,32.486996,1,4760.853027,-611.058593,-402.074707,-101.021972,91.1782220000005,-134.347168,-64.7929679999997,332.168945,851618,0.339061,13279,five,0.0162620000000002,0.281852,0.362579,3.268427,-3.683759,-0.212837,0.103782701085626,1
20591,4446,3320,1,0,6,730.560608,11.717278,1,4767.383301,-366.570801,497.626953,-525.215332,-723.743164,1109.84082,-725.080078,345.075683,834413,0.242186,14187,five,0.0106700000000002,0.276482,0.363438,3.267887,-3.669936,-0.227201,0.0622251854297528,1
20022,4992,2991,1,0,6,749.95575,18.512506,1,4952.800293,-307.731934,309.60791,-183.014648,-738.824219,161.354492,143.144531,278.582032,843015,0.145312,15098,five,0.0048490000000001,0.270873,0.36435,3.267448,-3.656158,-0.241664,0.0764031094273514,1
19480,4724,2665,1,0,6,606.437744,9.52485,1,4709.577148,-380.020996,469.966797,-422.549316000001,-284.799317,309.64502,-452.28418,240.699218,843015,0.096875,16010,five,-0.00118099999999988,0.265096,0.36532,3.267107,-3.642541,-0.256163,0.130776221916363,1
18968,4459,2334,1,0,6,598.850159,1.954215,1,5077.341309,-723.969239,78.9331050000001,-524.326172,176.762696,247.038574,-702.377442,102.820312999999,860220,0.242186,15767,five,-0.0137999999999998,0.253322,0.367451,3.266708,-3.616274,-0.285007,0.0816234614514701,1
18483,4380,2011,1,0,6,496.989838,15.20068,1,5380.584961,-1208.671875,-57.8637699999999,-327.708006999999,-476.936524000001,801.86084,-1148.024414,-14.6303709999993,860220,0.435935,15352,five,-0.0203519999999999,0.247468,0.368621,3.266642,-3.603859,-0.299224,0.154707592248482,1
12182,4043,4667,1,0,12,489.554321,7.984144,1,5674.217773,-661.391113000001,-647.077148,-118.11377,102.478028,-180.516113,181.83789,297.907715,851618,0.193749,16434,five,-0.188902,0.165631,0.413246,3.292701,-3.525244,-0.535236,0.0488692817083272,1
11973,3311,4900,1,0,12,393.760101,28.868662,1,5373.253418,-119.592285000001,58.1723629999997,80.5356449999999,-449.544922,-69.5551759999998,260.799805,248.455567,834413,0.242186,15547,five,-0.198068,0.163025,0.416012,3.293691,-3.527019,-0.543777,0.162795400994062,1
11833,2704,4284,1,0,12,356.285034,18.392612,1,5526.922363,-853.118652,170.484375,-392.852539,102.492188,127.778319999999,-861.020996,201.27832,860220,0.193749,14664,five,-0.207226,0.160578,0.418785,3.294335,-3.528954,-0.55197,0.111249828346414,1
11766,2145,3797,1,0,12,478.798615,12.508883,1,5394.79248,-69.173828,523.03418,-570.061035,120.083008,203.244629000001,-345.47461,193.060058,851618,0.242186,13787,five,-0.216358,0.158302,0.421556,3.294589,-3.531009,-0.559796,0.0553249904252788,1
11122,1485,3494,1,0,12,319.16745,1.839339,1,5576.26123,-265.805175,149.652344,-373.384765,-46.1552740000006,174.903809,-170.821289,184.345215,860220,0.290624,12918,five,-0.225448,0.156204,0.424321,3.294404,-3.53314,-0.567237,0.0628559806466533,1
10300,751,3330,1,0,12,295.749542,4.984272,1,5467.851562,-210.408203,334.9917,-324.313477000001,-141.319824,289.717285000001,-369.483887,182.262694999999,860220,0.290624,12057,five,-0.234479,0.154294,0.427071,3.293736,-3.535304,-0.574276,0.0834136265156076,1
9498,300,3171,1,0,12,264.243408,2.996601,1,5932.789551,-256.252442,-27.9501959999998,-312.565917,138.138671,-9.93017499999951,-43.9448250000005,156.34082,829216,0.339061,11206,five,-0.253129,0.151074,0.432999,3.298034,-3.547551,-0.587685,0.0652655974450757,1
7978,256,2855,1,0,12,210.564209,2.82042,0,5167.975098,-823.61377,-184.463379,-331.75586,240.654786,-93.0620120000003,-454.987305,47.1220699999994,856324,0.581247,9548,five,-0.272834,0.148601,0.439644,3.311705,-3.572348,-0.600436,0.132092697236328,1.04299583911234
7300,1135,2702,1,0,12,258.492645,2.435026,0,5032.388184,-306.361329,273.698241999999,-509.399414,345.722656,-492.606934,76.2241210000002,1.08447299999989,860220,0.581247,8749,five,-0.28296,0.147617,0.443153,3.320681,-3.58792,-0.606491,0.122260245119833,1.04299583911234
6654,2054,2545,1,0,12,258.15625,1.663205,0,5008.795898,-120.527343000001,67.8120119999994,-298.692383,-91.2158200000003,165.394043,36.1748049999997,-65.7534180000002,860220,0.726559,7978,five,-0.293205,0.146784,0.446743,3.330352,-3.60479,-0.612294,0.123744438037344,1.56449375866852
6003,2388,2388,1,0,12,224.080811,2.3922,0,5492.075684,-533.479981,-11.2084960000002,-851.01709,549.4458,-65.0727530000004,-155.627442,-49.1000979999999,860220,0.871871,7243,five,-0.303519,0.146092,0.450382,3.340165,-3.622342,-0.617816,0.109945117697352,1.04299583911234
5394,1470,2229,1,0,12,212.021942,0.319615,1,5009.021973,252.155761,644.709472,-419.532226,394.89209,-404.360352000001,36.4467770000001,-33.7377930000002,838792,1.017183,6558,five,-0.313853,0.145531,0.454035,3.349575,-3.639965,-0.623029,0.142846690289983,1
4515,201,1918,1,0,12,190,0,0,5323.298828,203.733887,392.257813,-297.372559,174.919434,-248.229004,182.158203,-36.0390629999993,838956,1.017183,5408,five,-0.344494,0.144513,0.464751,3.369878,-3.687119,-0.636517,0.12302503174019,1.56449375866852
4942,859,2190,1,0,12,190,0,0,5325.505859,-277.427246,174.250489,33.4956050000001,9.90771500000028,-445.881348,-49.1997070000007,-111.292969,860220,1.06562,4147,five,-0.39976,0.144457,0.482133,3.325357,-3.700498,-0.651209,0.104444289385371,1.04299583911234
5221,1559,3053,1,0,12,190,0,0,5472.274414,-187.828613000001,67.9223629999997,261.603028,-403.743164,-211.708985,98.0981449999999,-98.9750980000008,850480,1.259369,3344,five,-0.407623,0.144571,0.484121,3.300491,-3.68508,-0.651726,0.0863437217050236,0.521497919556172
12098,2058,9782,1,1,6,1567.133179,16.659866,1,3775.824707,-613.872803,-481.704346,83.0302740000002,-118.871582,-355.427002,259.099853,240.67456,807632,31.629537,3344,five,0.0595649999999996,0.303945,0.349176,3.290412,-3.818694,-0.0652740000000001,0.00185000515326841,1
12879,1841,9042,1,1,6,1479.343994,23.538092,1,4013.549072,-856.500488,-551.330322,173.148682,-680.295166,323.218017,-121.241699,197.5,774198,28.093616,4147,five,0.0582090000000002,0.305962,0.349416,3.288154,-3.810241,-0.0750819999999996,0.00338017654681088,1
13678,1726,8341,1,1,6,1591.897095,15.158119,1,3651.971191,-673.27417,-142.289062,-476.009522,168.205567,-393.886719,170.705566,261.278808,774198,21.942083,4994,five,0.0545019999999998,0.308418,0.350135,3.284069,-3.792678,-0.0954420000000002,0.00258597782632073,1
14493,1753,7686,1,1,6,1463.054199,23.653925,0,4116.699707,-276.234375,257.229492,-644.980713,-307.362304,-276.263916,695.143066,342.016113,791402,15.693675,5865,five,0.0521089999999997,0.308781,0.350635,3.282261,-3.783568,-0.106,0.00609238916428701,0.521497919556172
17866,241,5818,1,1,6,799.936157,0.299798,0,5311.237305,-861.921386999999,-435.089844,64.9995120000003,-84.3554690000001,-294.561524,-112.914062,345.425781,851618,0.53281,9458,five,0.0386929999999999,0.303029,0.353359,3.276593,-3.741973,-0.152315,0.0326977353875544,1.04299583911234
19571,1647,5172,1,1,6,932.840942,18.680244,1,5210.076172,-1019.127442,-1035.467774,204.626464999999,-424.567627,642.096436,-405.814942,354.78125,825811,0.629685,11283,five,0.024975,0.291425,0.355788,3.273709,-3.703912,-0.192035,0.0396760988642059,1
20321,2448,4846,1,1,6,857.231262,13.356842,1,5352.758301,-794.747071,-563.420899,61.549317,-387.205078,446.892578,-352.562989,356.129395,843015,0.53281,12199,five,0.019806,0.286539,0.356684,3.272983,-3.690479,-0.205921,0.0414993652429962,1
20074,3150,4518,1,0,6,764.333923,8.93536,1,5168.553711,-1061.461426,-451.502441,-505.997071,3.87402399999974,82.3618160000005,-190.197754000001,352.47705,860220,0.435935,13116,five,0.0143720000000003,0.281268,0.357628,3.272367,-3.676866,-0.220025,0.0337157030845646,1
19847,3694,4189,1,0,6,671.92926,6.455924,1,4959.646973,-545.226563,-71.9277350000002,-422.764647999999,-8.29052800000045,280.208008000001,-322.451660000001,333.534668,851618,0.387498,14035,five,0.00868899999999995,0.275683,0.358624,3.271859,-3.663192,-0.234285,0.0595360350434352,1
19284,4167,3862,1,0,6,587.400024,22.062246,1,4854.933105,-415.20996,226.64502,-186.177734,-630.725098,533.264647999999,-358.216796,275.283691000001,860220,0.242186,14955,five,0.00277800000000017,0.269858,0.359677,3.271452,-3.649569,-0.24864,0.176606739756251,1
18721,3877,3532,1,0,6,492.05365,17.27035,1,5039.407715,-877.393067,-29.9853520000006,-267.240722,-633.990235,793.237305,-739.414062999999,222.44336,860220,0.145312,15875,five,-0.00334400000000024,0.263865,0.36079,3.271142,-3.636116,-0.263025,0.215440091097309,1
18188,3550,3206,1,0,6,545.828003,12.28826,1,5315.706055,-960.922364,-5.20068399999946,-413.869141,-295.200195,219.163574,-465.815918,87.2749030000004,856324,0.242186,16591,five,-0.0161409999999997,0.251671,0.36321,3.270799,-3.610183,-0.291638,0.13866509817937,1
17688,3450,2880,1,0,6,429.63031,2.838331,1,5834.632324,-1196.133301,-31.9233400000003,-275.020019,-398.546387,174.501465,-665.14502,-36.5024410000005,847722,0.387498,16197,five,-0.0227779999999997,0.245617,0.364524,3.270757,-3.597935,-0.305741,0.112530792608624,1
17200,3501,2552,1,0,6,464.843414,6.445987,1,6166.781738,-941.055664,-589.150879,264.150879,-673.121582,710.087891,-653.021973,-53.3837899999999,860220,0.53281,15848,five,-0.0295500000000004,0.239688,0.365912,3.270796,-3.586322,-0.319624,0.0922281103206518,1
16300,3580,1797,1,0,6,427.388275,15.095431,0,5571.850586,-168.923339999999,85.4418940000005,8.76074299999982,-380.517578,608.433593,-491.041991999999,-36.9067379999997,830353,0.774996,15296,five,-0.0434219999999996,0.228501,0.368925,3.271098,-3.565461,-0.346485,0.215909560582784,1.56449375866852
