A128,A129,A130,A154,A347,A360,A361,A362,PMI,EVI_t0,EVI_5yr_diff,EVI.D.yr1,EVI.D.yr2,EVI.D.yr3,EVI.D.yr4,EVI.D.yr5,EVI.D.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,wave,rain_5yr_diff,rain_yr1_diff,rain_yr2_diff,rain_yr3_diff,rain_yr4_diff,rain_yr5_diff,distance,weights
17702,1404,5102,1,1,6,880.269836,10.915863,1,4538.601562,104.903321,363.535157,-203.814453,253.891113,132.479004,-441.1875,-932.526855,834413,0.371998,9321,three,-0.755602000000001,3.665761,-8.268218,0.096784,0.605734,3.144337,0.128781255792623,1
18632,531,4628,1,1,6,711.217346,13.403189,1,4334.796387,211.478027,676.963866999999,548.398926,-218.592774,-516.759277,-278.532714999999,-600.804687000001,834413,0.371998,9989,three,-0.828923,3.574416,-8.247024,0.0975039999999998,0.605012,3.141169,0.210187818998717,1
19562,313,4228,1,1,6,505.3125,6.778946,1,4883.351074,371.444336,110.092774,389.443847,375.542480999999,-247.574219,-256.060547,-234.733398,843015,0.371998,9683,three,-0.903483,3.480018,-8.224099,0.0981209999999999,0.60406,3.138417,0.230757124526949,1
20492,1186,3930,1,1,6,653.565735,8.534823,1,5364.191895,564.427734,171.458984,365.840332,76.2495120000003,-527.864258,478.743164,114.791992,860220,0.371998,9458,three,-0.979061,3.382914,-8.199546,0.0986320000000003,0.602884,3.136055,0.178006545287888,1
21422,2058,3840,1,1,6,800.411011,10.132758,1,4933.674805,1005.91748,917.454101,55.4189459999998,-407.103516,-459.681640999999,899.829589999999,430.619629,834413,0.371998,9321,three,-1.055436,3.283454,-8.173466,0.09903,0.601495,3.134051,0.239258188282564,1
22352,2931,3937,1,1,6,864.264404,12.737378,1,5018.412109,688.523926,124.480957,294.041016,-349.22998,-144.042480999999,763.274414,577.171875,825811,0.371998,9274,three,-1.209685,3.078876,-8.117147,0.0994670000000002,0.598124,3.130995,0.231739737073286,1
23281,3816,4154,1,1,6,954.060547,5.266269,1,4677.656738,610.159668,243.261719,31.0747070000007,-188.904297,-191.802734000001,716.530273,626.135741999999,843015,0.371998,9321,three,-1.287118,2.974456,-8.087112,0.0994929999999998,0.596163,3.129882,0.268638845596525,1
24211,4108,4417,1,1,6,985.398743,14.506446,1,4468.244629,515.46582,387.472656,467.079102000001,-521.480957000001,127.096191000001,55.298828,602.287598000001,817209,0.371998,9458,three,-1.364459,2.869083,-8.055966,0.099386,0.594031,3.129007,0.273227279725993,1
25111,4441,4811,0,1,6,982.352905,19.570938,1,4708.591797,547.080566,456.906738,175.758789,-514.469238000001,-188.836426,617.720703,439.749023,843015,0.371998,9683,three,-1.441487,2.763108,-8.023812,0.0991389999999996,0.591739,3.128339,0.141062547204306,1
26041,4917,5336,0,1,6,1049.321533,16.033369,1,4290.239746,-11.6240230000003,369.827636999999,172.019043,-535.087891,-206.412597,188.029785,189.759276999999,843015,0.371998,9989,three,-1.517981,2.65688,-7.990751,0.0987460000000002,0.589296,3.127848,0.140070679186544,1
26971,5451,5960,0,1,6,1074.720581,8.545257,0,4202.063965,-260.312012,10.734375,-194.45874,-361.029053,157.056152,127.385254,-37.8471679999993,834413,0.371998,10202,three,-1.593718,2.550751,-7.95689,0.0982020000000001,0.586717,3.127502,0.118589933738573,0.567264573991031
30691,7461,8421,0,1,6,599.998901,0.005148,0,4840.378906,-234.533203,119.205567,-171.103516,154.457031,-446.299316,109.207031,-516.254395,843015,0.371998,10855,three,-1.953292,2.03385,-7.779176,0.0930279999999999,0.572095,3.126911,0.0906672015031082,2.83632286995516
14910,4329,6586,0,1,6,1230.51355,15.977511,0,4445.113281,261.934082,143.309571,-228.518555,38.970703,539.519531,-231.347168,-915.941406,843015,0.371998,6752,three,-0.557291999999999,3.88779,-8.317457,0.104885,0.6016,3.16589,0.0713250020636187,0.567264573991031
15840,3455,5800,0,1,6,1399.922607,0.643784,0,4276.793945,254.390136999999,835.814453,-488.826660000001,-68.4907219999996,114.646972,-138.753906,-1110.992187,800004,0.371998,7648,three,-0.705430000000001,3.713041,-8.283881,0.107413,0.601451,3.156546,0.0521743107126958,0.567264573991031
16770,2584,5063,1,1,6,1005.798767,9.421942,1,4711.239258,-480.511718999999,604.351562000001,-497.380859000001,113.280762,32.2880860000005,-733.05127,-1194.715332,817209,0.371998,8550,three,-0.777953,3.62438,-8.264568,0.108389,0.601007,3.152839,0.0965791185873309,1
17700,1710,4397,1,1,6,798.786499,11.331647,1,4726.956543,-347.203613000001,-99.4711910000005,636.295898,-592.376953,8.55761700000039,-300.208984000001,-1093.671875,851618,0.356498,9458,three,-0.851963,3.5322,-8.243374,0.10927,0.600314,3.149627,0.134196402454607,1
18630,844,3838,1,1,6,598.572021,10.479403,1,4449.275879,-27.8774409999996,622.370605,-177.737304,-2.16455099999985,63.7338870000003,-534.080078,-746.683594,860220,0.340998,10369,three,-0.927227999999999,3.436872,-8.220411,0.110051,0.599382,3.146878,0.24949210472093,1
20490,888,3057,1,1,6,635.231445,7.427257,1,5305.102539,-163.488769000001,-61.6523440000001,490.644042999999,271.653809,-806.990723,-57.1435540000002,113.746582,860220,0.340998,10369,three,-1.080611,3.238229,-8.169611,0.111285,0.59685,3.142636,0.21570542007524,1
21420,1808,2940,1,1,6,768.305847,10.094526,1,5251.25293,470.197754000001,320.087402,218.852051,156.219726,-1069.896484,844.935059,484.521485,843015,0.340998,10244,three,-1.158274,3.135644,-8.141992,0.111728,0.595271,3.141075,0.24007347715057,1
22350,2735,3063,1,1,6,900.047668,0.294222,1,5042.859375,109.739258,302.212891,229.138183,-464.844726,-75.9731449999999,119.206055,679.016602,851618,0.356498,10202,three,-1.314394,2.92578,-8.082859,0.112229,0.591547,3.138909,0.262061881663458,1
23280,2960,3281,1,1,6,918.205688,4.273752,1,4481.069336,986.408203000001,654.278809,-322.272461,-220.125977000001,215.550293,658.977539,726.064942,851618,0.371998,10244,three,-1.392393,2.819233,-8.051563,0.112276,0.589423,3.138238,0.338729172320807,1
24210,3263,3595,1,1,6,829.0495,14.326585,1,4495.24707,427.613281999999,512.136719,-28.7456050000001,-568.169434,18.59375,493.797852,668.875488,851618,0.371998,10369,three,-1.47005,2.712095,-8.01926,0.11218,0.58714,3.137795,0.344348283476062,1
25110,3653,4056,0,1,6,844.083557,14.975463,1,4632.382812,-93.2421869999998,535.620118,-454.871094,-55.2167969999991,-231.165039,112.390625,501.484863,860220,0.371998,10574,three,-1.547133,2.604732,-7.986057,0.111934,0.584709,3.137549,0.19497234428331,1
26040,4182,4666,0,1,6,941.68457,14.036498,1,4463.427246,413.745605999999,296.114258,-218.206055,125.116699,-70.9946280000004,281.715332,273.143554,860220,0.371998,10855,three,-1.623414,2.497512,-7.952065,0.111531,0.582142,3.137466,0.157277593683123,1
15863,3687,5326,1,1,6,1228.062744,24.870726,0,4640.397461,-334.515625,276.318848000001,-369.445313,629.144531,401.851075,-1272.384766,-1039.80957,817209,0.371998,7924,three,-0.796379,3.590184,-8.263393,0.119462,0.596377,3.160991,0.0897953656527726,0.567264573991031
16792,2764,4512,1,1,6,1185.783081,27.299524,1,4563.84082,-355.190918,-248.229004000001,366.905762,-133.807617,172.399414,-512.459473,-1210.730469,834413,0.371998,8798,three,-0.871102,3.497248,-8.242235,0.1205,0.595722,3.157663,0.0860987696121912,1
17721,1836,3752,1,1,6,807.128357,14.30435,1,4778.317383,-261.616698999999,340.952148,236.535645,-604.092285,401.310547,-636.322754,-1167.697754,843015,0.340998,9683,three,-0.947111,3.401036,-8.219256,0.121439,0.594821,3.154849,0.136855826719255,1
18650,912,3084,1,1,6,615.228699,11.888959,1,4495.256836,-46.6362309999995,400.630371,135.086914,-175.963379,-483.375,76.9848629999997,-828.179687,860220,0.325498,10574,three,-1.024174,3.301926,-8.194572,0.122274,0.593688,3.15251,0.252288581380404,1
20508,912,2178,1,1,6,573.709351,9.519386,1,5202.529297,124.960937,150.608398,239.552245999999,-281.821289,-146.96582,163.587402,25.734375,860220,0.325498,11283,three,-1.180519,3.096537,-8.140545,0.123601,0.590773,3.149115,0.27390616444949,1
21437,1698,2010,1,1,6,709.78656,11.705095,1,4969.946289,543.061035,310.63916,391.330078,-495.450683,-184.789551,521.332031,446.814453,860220,0.325498,11168,three,-1.259333,2.991018,-8.111431,0.124079,0.589015,3.147986,0.337985657440599,1
22366,1830,2160,1,1,6,796.590637,12.226135,1,5749.536621,201.502441,-539.277832,100.467772999999,-248.609863,-65.9018550000001,954.824218,680.525390999999,851618,0.340998,11129,three,-1.417068,2.776225,-8.049569,0.124634,0.584957,3.146685,0.198372253457497,1
23296,2077,2382,1,1,6,899.474365,1.219676,1,5260.869141,135.622558,-569.494141,-54.4287109999996,128.663086,-83.8452150000003,714.727539,727.046387,860220,0.356498,11168,three,-1.49552,2.667713,-8.017051,0.124695,0.582683,3.14644,0.228832660917079,1
24225,2401,2779,1,1,6,800.004089,-0.053671,1,5076.515625,140.847656,-242.354004,-229.203125,-618.760254,624.668457,606.496582,685.285644,851618,0.356498,11283,three,-1.573383,2.558963,-7.983626,0.124604,0.58026,3.146416,0.271114473796777,1
25125,2887,3351,0,1,6,800,0,1,4611.749023,308.917480999999,195.391602,-414.580078,177.693848,217.241699,133.17041,524.916015000001,851618,0.356498,11472,three,-1.65042,2.450356,-7.949411,0.124355,0.577701,3.146579,0.224443728544978,1
26054,3421,3988,0,1,6,804.0354,9.280589,1,4683.855469,51.8701169999995,34.4492190000001,-178.245118,41.9541019999997,-61.9780270000001,215.689941,339.238281,860220,0.356498,11731,three,-1.7264,2.342269,-7.914516,0.123939,0.575018,3.14689,0.179342318037056,1
26984,3976,4624,0,1,6,886.898193,11.530122,0,4027.687744,242.656983,438.596924,52.7182619999994,-148.264649,320.512696,-420.90625,131.841308,860220,0.371998,12057,three,-1.801085,2.235085,-7.879058,0.12335,0.572224,3.147314,0.203781852609712,0.567264573991031
15018,4560,5872,0,1,6,913.014709,6.86068,0,4451.827148,671.630859999999,935.525391,-94.7065430000002,198.95752,-296.312012,-71.8334960000002,-785.439942,817209,0.371998,7477,three,-0.726445999999999,3.665582,-8.285851,0.12829,0.592362,3.173171,0.149719537094569,0.567264573991031
15941,3630,4980,1,1,6,1045.537354,31.533157,0,4460.511719,79.9409180000002,371.918457,438.833496,-1063.404785,736.535156,-403.941406,-971.691406,834413,0.371998,8295,three,-0.885775,3.470214,-8.243705,0.131099,0.591267,3.16535,0.147477849494691,0.567264573991031
17791,1770,3246,1,1,6,891.078247,12.577885,1,4808.292969,-350.452149,-372.424805,1068.956543,-459.764647999999,-334.612793,-252.606446,-1123.656738,834413,0.325498,9989,three,-1.040345,3.273273,-8.196071,0.133177,0.589318,3.159958,0.130721082965549,1
18716,840,2448,1,1,6,575.765503,9.462379,1,4499.369629,279.601562,115.537598,297.716796000001,-72.5986320000002,-9.48925800000052,-51.564942,-870.818359,860220,0.294499,10855,three,-1.11903,3.170634,-8.169731,0.134056,0.587998,3.158013,0.284272008657583,1
19642,90,1776,1,1,6,500,0,1,5184.772949,74.6962889999995,356.356446,17.0297849999997,58.763672,-584.267578999999,226.813964999999,-486.068359999999,851618,0.294499,11731,three,-1.19833,3.065738,-8.141868,0.134818,0.586463,3.156519,0.246901552030878,1
20568,436,1341,1,1,6,500,0,1,5674.083008,-218.203125,-236.704589999999,216.677734,-314.08789,-337.968262,453.879883,-81.125489,806331,0.309999,12199,three,-1.278004,2.958981,-8.112603,0.135457,0.584727,3.155434,0.233876872193667,1
21495,840,1080,1,1,6,531.58551,8.393108,1,5334.525391,49.4067379999997,-31.783203,1.52197199999955,-160.306152,-385.442383,625.416504,353.892578,860220,0.294499,12092,three,-1.357812,2.850753,-8.082052,0.135965,0.582803,3.154719,0.345935942204169,1
22422,912,1252,1,1,6,656.900146,10.954157,1,5509.845703,530.042481,-94.6958009999998,227.582032,-349.525879000001,2.69824200000039,743.983887,563.203125,851618,0.309999,12057,three,-1.516874,2.631457,-8.017574,0.136556,0.578441,3.154246,0.275179997015303,1
23349,1197,1516,1,1,6,806.436584,12.446546,1,5146.515137,567.080078,516.742675,-680.63623,130.04834,86.3037109999996,514.621582000001,605.010742,851618,0.340998,12092,three,-1.595646,2.521175,-7.983885,0.136625,0.576029,3.15441,0.266182026399602,1
24276,1608,2057,1,1,6,775.748962,16.71735,1,4263.163086,973.116699,719.865723000001,-389.77002,-96.8662110000005,223.415039,516.472167999999,557.129395,851618,0.356498,12199,three,-1.673596,2.41099,-7.949387,0.136534,0.573479,3.154788,0.406604128233847,1
25174,2124,2672,0,1,6,798.190796,5.478705,1,4403.240234,1001.262696,188.256348,-177.743164,-129.499023,419.172851,701.075683999999,435.080567,860220,0.356498,12374,three,-1.750481,2.301299,-7.914201,0.136276,0.570805,3.15534,0.245980169027015,1
26102,2665,3309,0,1,6,824.119507,6.763781,0,4240.588379,656.116211,289.825195,325.078125,-343.358887,229.850098,154.721680000001,273.015625,860220,0.356498,12615,three,-1.826061,2.192492,-7.878443,0.135841,0.56802,3.156029,0.228186656571367,3.40358744394619
27958,4100,4583,0,1,6,800,0,0,4304.917969,199.372558,772.805664,303.576172,-1077.938477,650.807129,-449.87793,-105.370605,851618,0.371998,13017,three,-2.042583,1.875306,-7.768943,0.133412,0.559122,3.15852,0.16949021716408,0.567264573991031
16990,2810,3847,1,1,6,1399.336304,2.057209,1,4626.984375,-9.40234400000008,705.228027,-186.772949,-652.97168,417.662598,-292.54834,-932.634277,825811,0.340998,9548,three,-1.051514,3.253385,-8.200361,0.143339,0.585143,3.16698,0.0829810585710058,1
17909,1934,2939,1,1,6,889.637207,19.362103,1,4483.702637,-230.446289,568.33789,104.229980999999,-455.884765999999,723.834961,-1170.964355,-891.735352000001,851618,0.294499,10369,three,-1.130959,3.149918,-8.174025,0.144366,0.583871,3.164911,0.204005675179747,1
18828,1146,2040,1,1,6,620.251282,15.104032,1,4749.037598,-32.4248049999997,-84.5234380000002,256.268555000001,-105.793457000001,146.993164,-245.369629,-648.357422,851618,0.247999,11206,three,-1.211065,3.044046,-8.146111,0.145279,0.582379,3.163342,0.290399870570343,1
19749,540,1167,1,1,6,500,0,1,5005.441406,51.1181640000004,134.65918,76.3120120000003,6.07177700000011,-377.593262,211.668457000001,-327.596191,846748,0.216999,12057,three,-1.291588,2.936171,-8.116739,0.146071,0.580679,3.16223,0.352981170285122,1
20671,335,496,1,1,6,522.639709,15.640856,1,5040.263184,304.278808,32.185058,-214.968262,7.19042999999965,112.821289,367.050293,-61.1064450000003,860220,0.232499,12918,three,-1.372283,2.8267,-8.086037,0.146734,0.578787,3.161533,0.377382537610118,1
21593,84,150,1,1,6,626.152344,30.483974,1,4698.117188,591.086914,647.269042,-357.872558,153.467285,-65.7714839999999,213.994629,326.766113,860220,0.232499,13017,three,-1.452908,2.716032,-8.054124,0.14726,0.576713,3.161211,0.445997823937218,1
22516,30,351,1,1,6,541.454224,16.829744,1,5016.055176,81.5576170000004,99.9619140000004,57.825683,-309.506835,-202.093262,435.370117,493.180664,860220,0.247999,12984,three,-1.612971,2.492726,-7.987169,0.147871,0.57208,3.161521,0.421443947913493,1
23439,323,742,1,1,6,503.289307,8.217718,1,5184.160156,-208.833984,320.044434,-432.309082000001,-171.901366999999,135.315918,-59.9838870000003,505.482422,858272,0.309999,13017,three,-1.691922,2.380893,-7.952371,0.14794,0.569546,3.16207,0.37325604119612,1
24363,849,1379,1,1,6,647.265991,21.317717,1,5290.731445,-80.5083000000004,-107.878906,228.59375,-273.699707000001,-296.226562,368.703125,461.981933999999,843015,0.340998,13116,three,-1.769826,2.269481,-7.91686,0.147841,0.566886,3.162826,0.26343995782502,1
25257,1364,1994,0,1,6,796.137756,15.597682,1,4959.898438,38.2001949999994,-195.79004,89.8510749999996,72.2416990000002,-281.233887,353.131348,415.555664,860220,0.340998,13279,three,-1.846442,2.158889,-7.880757,0.147567,0.564113,3.163746,0.172585077778516,1
26182,2030,2631,0,1,6,896.797241,8.521847,0,3882.910889,661.812256,416.625732,285.803223,-613.966309,128.603027,444.746583,284.051269,860220,0.356498,13504,three,-1.921525,2.049522,-7.844186,0.147109,0.56124,3.16479,0.26566934944233,0.567264573991031
32664,5667,6194,0,1,6,473.825195,8.356056,0,4893.61084,-66.5522460000002,-288.643555000001,1145.817871,-674.719726,-97.2778319999998,-151.729004,-468.318848,850644,0.371998,14983,three,-2.437754,1.267117,-7.549596,0.135893,0.53627,3.172562,0.116690588892195,0.567264573991031
34518,4207,7141,0,1,6,393.964386,1.045403,0,6009.798828,-195.354492,-593.573242,613.746094,-244.719727,-512.474609,541.666991999999,-355.221191000001,834413,0.371998,15767,three,-2.569968,1.028486,-7.435811,0.12632,0.526189,3.184848,0.04036582975046,0.567264573991031
3316,900,5119,1,1,6,1163.387939,11.167791,0,5067.449219,-101.037598,255.974121,421.398926,-481.219239,-149.160644000001,-148.030761999999,272.124024,725006,0.836996,2623,three,0.759441,5.331353,-8.526852,0.0914229999999998,0.568367,3.29515,0.142941866214253,1.13452914798206
15352,4870,5473,1,1,6,854.45813,10.328423,0,4311.787598,127.133789,503.861328,-140.696289,522.251464999999,-1399.662842,641.380127,-603.377442,643217,0.371998,8550,three,-0.888835,3.455687,-8.257393,0.149686,0.583083,3.180102,0.306356988307022,1.13452914798206
17164,3195,3654,1,1,6,1284.530273,40.50909,1,4434.250488,177.308106,843.316407,81.6103510000003,-834.75,642.243652,-555.112304,-695.560547,825811,0.294499,10032,three,-1.137432,3.13857,-8.181205,0.153838,0.579974,3.171391,0.143657804543656,1
18074,2461,2747,1,1,6,978.986023,24.878204,1,3968.952881,987.659423999999,606.488525,378.584473,-320.072266,-99.9409179999993,422.599609999999,-646.871094,834413,0.247999,10816,three,-1.218252,3.031979,-8.153329,0.15489,0.578544,3.169664,0.317166266369035,1
18986,1836,1835,1,1,6,637.407837,19.69236,1,4721.85498,182.798829,12.09375,311.932618,-96.2119139999995,-606.732422,561.716797,-411.104004,843015,0.201499,11621,three,-1.299548,2.923218,-8.123935,0.155825,0.576899,3.168445,0.366695790782906,1
19899,1412,924,1,1,6,503.976257,5.265699,1,4936.793945,356.632812999999,251.195312999999,-41.3422849999997,14.5297849999997,-453.080078,585.330078,-183.430176,823863,0.139499,12443,three,-1.381073,2.812697,-8.09315,0.156635,0.575055,3.16769,0.450256257272312,1
20814,1127,30,1,1,6,583.065369,7.258307,1,4825.039062,431.109376,565.212891,-154.055664,25.5830079999996,-115.109863,109.479004,-8.45703099999992,851618,0.154999,13279,three,-1.462578,2.700832,-8.061101,0.15731,0.573025,3.167356,0.47508047395026,1
21730,991,711,0,1,6,843.393616,13.774711,1,5038.63623,387.659668,352.591309,-80.7099610000005,-230.291992,-338.282714999999,684.353027,262.734863,851618,0.170499,13943,three,-1.54382,2.58803,-8.027916,0.157845,0.570822,3.167399,0.234494456295432,1
22647,835,523,1,1,6,836.648865,12.083482,1,4803.427734,-276.375488,232.821289,127.5625,-554.832519000001,-31.7465819999998,-50.1801759999998,394.795898,843015,0.170499,13912,three,-1.704523,2.361277,-7.958648,0.158456,0.565956,3.168436,0.375820389985836,1
23565,416,67,1,1,6,582.995789,17.332531,1,4508.286621,344.467285,890.349121,-138.208984000001,-128.430176,-246.257324,-32.9853519999997,391.77539,860220,0.232499,13943,three,-1.783493,2.248149,-7.92282,0.158516,0.563321,3.169341,0.507703461046307,1
24485,94,700,0,1,6,500,0,1,5035.827637,-5.21044900000015,-239.511231,53.2314459999998,-231.661622,114.748536,297.982422,364.443848,851618,0.278999,14035,three,-1.861213,2.135735,-7.886365,0.158401,0.560569,3.170447,0.278094177071291,1
26295,1622,1955,0,1,6,824.798828,12.897799,0,4883.088867,95.7460939999992,-377.713379000001,358.487305000001,-634.099121,-163.834229,912.905518,250.837402,843015,0.340998,14398,three,-2.011915,1.914702,-7.812083,0.157615,0.554771,3.17308,0.160941824514362,2.26905829596413
27217,2339,2552,0,1,6,924.053894,11.203264,0,4435.244629,-345.6875,-431.009522,628.941163,-835.474854,105.925781,185.929932,124.017578,851618,0.356498,14664,three,-2.084405,1.80691,-7.774514,0.156929,0.551752,3.174518,0.167724533601225,0.567264573991031
34604,4422,6348,0,1,6,382.394989,2.71141,0,5280.179199,180.72168,-108.498535,529.977539,100.577149,-708.477051,367.142578,-293.38086,860220,0.371998,16591,three,-2.637146,0.914604000000001,-7.403325,0.1359,0.519866,3.195809,0.0883431350297372,0.567264573991031
13804,6913,7071,0,1,6,1293.579468,22.367495,0,4220.710938,108.911132,239.034667,-439.800293,373.066895,163.678711,-227.068848,-808.376953,825811,0.371998,7978,three,-0.847187,3.508053,-8.289517,0.164091,0.576328,3.193858,0.124260222095931,0.567264573991031
15570,5269,5282,0,1,6,899.671997,1.38562,0,4126.967773,1147.012207,612.416993,545.444824,-116.915039,-359.120605999999,465.186035,-609.675781,817209,0.371998,9181,three,-1.039956,3.264395,-8.233182,0.168194,0.574178,3.186459,0.2525260418886,0.567264573991031
16473,4488,4371,1,1,6,866.86853,23.820341,1,4370.98291,1033.854981,998.064942,205.728515000001,-241.523437000001,-306.537598,378.122559,-520.73291,834413,0.340998,9859,three,-1.214963,3.037397,-8.176475,0.171243,0.571646,3.181226,0.321596252915082,1
17379,3776,3463,1,1,6,1017.75,16.157927,1,4071.250977,742.085937,869.076171,449.521484999999,-613.356933999999,-70.7036130000006,107.548828000001,-509.796387,817209,0.294499,10574,three,-1.297322,2.927966,-8.147413,0.17242,0.570183,3.179522,0.327940596827163,1
18285,3146,2554,1,1,6,928.294617,8.51502,1,4399.454102,274.325683,192.545898,625.614258,-391.368653,-213.877441,61.4116209999993,-452.796875,817209,0.247999,11321,three,-1.380061,2.816377,-8.116815,0.173481,0.568506,3.17839,0.32612225375509,1
19187,2617,1642,1,1,6,741.650024,13.912783,1,4516.419434,416.950683,105.636718,867.713868,-500.742676,-472.633789,416.976562000001,-207.433105,860220,0.185999,12092,three,-1.462935,2.703053,-8.084815,0.174418,0.566629,3.17778,0.440082946283061,1
20091,2329,735,1,1,6,581,4.857533,1,5044.629395,95.8710929999997,-248.905274,592.67041,181.101563,-846.792481,417.796875,13.1162110000005,796918,0.139499,12884,three,-1.545693,2.588419,-8.051546,0.175221,0.564567,3.177646,0.47163005274122,1
20997,2008,150,1,1,6,622.604492,13.049074,1,5364.027832,-53.2446289999998,206.74707,-19.1884760000003,-121.22461,-589.696776999999,470.118164,75.7910160000001,847722,0.108499,13694,three,-1.628091,2.472896,-8.017142,0.175883,0.562334,3.177938,0.405420526643317,1
21906,1920,1055,0,1,6,926.304016,26.867645,1,5311.287109,-137.211914,274.665528,67.435547,-115.945313,-353.363769000001,-10.0039069999993,258.76416,843015,0.108499,14517,three,-1.70988,2.356907,-7.981735,0.176395,0.559944,3.178609,0.198252679623479,1
22816,1705,1210,0,1,6,1085.973511,17.23489,1,4933.384277,-75.5908200000003,134.585938,338.658203,-387.681152,5.03466800000024,-166.188477000001,364.850097,851618,0.123999,14839,three,-1.870642,2.125225,-7.908447,0.176933,0.554755,3.180892,0.195648120337743,1
23728,1173,573,0,1,6,864.580566,35.173531,1,4878.51416,483.222168,271.469727000001,191.492187,-508.453125,-16.3642580000005,545.077637,302.681641,817209,0.170499,14868,three,-1.94912,2.010377,-7.870832,0.176943,0.551984,3.182408,0.23772306772104,1
24641,402,42,0,1,6,582.726257,26.009256,1,4887.509277,610.643067,-169.821289,690.677735,-657.650879,-79.3779299999997,826.81543,220.855468999999,834413,0.216999,14955,three,-2.026,1.896754,-7.832748,0.176769,0.549114,3.184111,0.293235673459826,1
26441,1032,1276,0,1,6,817.271973,9.088967,0,4723.079102,-23.9663089999995,73.0117180000007,531.827636999999,-459.757324,-201.40625,32.3579100000006,78.9262689999996,860220,0.309999,15296,three,-2.173976,1.674881,-7.755706,0.175834,0.543139,3.187876,0.175207691490377,0.567264573991031
13220,8144,7789,0,1,6,1397.436768,4.967042,0,3704.17334,445.287109,657.004394,-349.815429,252.905273,32.814453,-147.621582,-883.921875,834413,0.371998,8295,three,-0.810804,3.558388,-8.312614,0.169617,0.573516,3.200289,0.169381880130898,0.567264573991031
15825,5791,5089,0,1,6,867.666443,15.850001,0,4507.743652,399.853516,390.88916,166.570313,-84.2124020000001,-490.52295,417.129395,-603.447754000001,860220,0.371998,9859,three,-1.109882,3.177694,-8.223013,0.17609,0.569993,3.189354,0.2246962045057,0.567264573991031
16715,5091,4178,1,1,6,800,0,1,4144.598145,1253.048828,1091.298339,335.861328,-262.63623,-404.460937,492.986328,-427.559082,843015,0.340998,10493,three,-1.28695,2.9455,-8.163424,0.179113,0.567237,3.184624,0.448326920483099,1
17608,4459,3271,1,1,6,820.546143,18.368446,1,4318.055176,959.442871,626.151855,342.111817,7.0258789999998,-592.435058999999,576.588379,-346.573242,851618,0.294499,11168,three,-1.369947,2.834094,-8.13316,0.180273,0.565685,3.183161,0.422210914558153,1
18505,3893,2359,1,1,6,807.779846,9.049911,1,4867.289062,128.067383000001,560.615235,-76.703125,-287.861817,5.52050799999961,-73.5034179999993,-301.956055,843015,0.263499,11877,three,-1.453171,2.720727,-8.101413,0.181315,0.563926,3.182274,0.341960717166449,1
19405,3465,1448,1,1,6,671.392761,24.864054,1,5196.040039,-43.8178710000002,-335.624512,575.213379,-411.668457,-705.495605,833.757324,-13.9580080000005,843015,0.185999,12615,three,-1.536375,2.605826,-8.068318,0.182228,0.561974,3.181915,0.40437240319688,1
20308,3206,543,1,1,6,600,0,1,5700.245117,-341.485351,-542.187988000001,240.580566000001,105.762696,-957.791016,812.150391,219.264648,818993,0.108499,13376,three,-1.619316,2.489811,-8.034011,0.183005,0.559845,3.182034,0.419030659984216,1
21213,2919,342,1,1,6,602.479309,6.825861,1,5390.294434,158.581053999999,319.687011,85.219239,-812.703614,210.32666,356.051758,238.975586,848696,0.0775,14157,three,-1.701748,2.373108,-7.998625,0.183636,0.557553,3.18258,0.477637720440225,1
22119,2850,1247,1,1,6,999.955322,2.180212,1,5272.612305,455.22705,215.666504000001,-81.3422860000001,-204.594238000001,221.490723,304.006347,329.629881999999,843015,0.062,14955,three,-1.783424,2.256143,-7.962298,0.184115,0.555112,3.183504,0.313386069351162,1
23021,2471,1888,1,1,6,1118.018066,6.228037,1,4779.349121,382.125488,340.660645,-125.683594,-227.303711,287.354004000001,107.098144,381.824707,834413,0.0775,15767,three,-1.943532,2.023117,-7.887357,0.184578,0.549842,3.186288,0.318647149269553,1
23925,1623,1251,0,1,6,937.479492,16.07769,1,4806.817871,28.2514649999994,607.113281,-305.070312,-581.048828,-76.1826170000004,383.439941,255.278808,860220,0.108499,15794,three,-2.021472,1.907905,-7.849013,0.184545,0.547043,3.188048,0.238114528785563,1
24831,870,615,0,1,6,806.965088,11.365324,1,4912.100586,46.2514650000003,-2.88232399999924,620.988769,-749.206054,-158.391602,335.742676,118.173828,860220,0.170499,15875,three,-2.097678,1.794124,-7.810265,0.184325,0.544153,3.189985,0.218739723594906,1
26618,361,483,0,1,6,500.000214,0.000735,0,4793.411621,381.140136999999,405.575683999999,189.984375,-468.391114,-17.5917959999997,271.562988,-67.7724609999996,843015,0.263499,16197,three,-2.243897,1.572561,-7.732107,0.183288,0.538163,3.194198,0.261792244506358,0.567264573991031
16130,6406,4895,1,1,6,800,0,0,4291.800293,342.57666,506.483397999999,494.53711,-439.512696,-330.488281,111.557129,-567.825684,860220,0.371998,10574,three,-1.177589,3.095094,-8.213939,0.183313,0.565833,3.19211,0.423174792569914,1.70179372197309
17003,5773,3987,1,1,6,918.072754,12.02868,1,4109.488281,803.625,572.143067,493.043945,-250.744629,-465.532715,454.715332,-386.274902,860220,0.340998,11168,three,-1.356025,2.858697,-8.151732,0.186275,0.562899,3.187836,0.440528248776328,1
