A128,A129,A130,A154,A347,A360,A361,A362,PML,EVI_t0,EVI_5yr_diff,EVI.D.yr1,EVI.D.yr2,EVI.D.yr3,EVI.D.yr4,EVI.D.yr5,EVI.D.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,rain_5yr_diff,rain_yr1_diff,rain_yr2_diff,rain_yr3_diff,rain_yr4_diff,rain_yr5_diff,distance,weights
9071,189,16656,1,0,12,1102.973145,22.626245,0,5016.625977,-930.419678,-1146.595948,793.525147,159.122558,-136.015625,-600.45581,275.90625,817209,7.314028,9134,0.458077,3.425812,4.878669,-8.072312,0.0223990000000001,0.203509,0.628587844666142,1.31985731272295
9255,823,16504,1,0,12,1312.225586,18.706549,0,4435.817383,-548.807373,-157.306640999999,483.794922,454.742187999999,-51.9785160000001,-1278.059326,345.892578999999,817209,5.812472,8798,0.457425,3.426327,4.874281,-8.068118,0.020095,0.20484,0.568692837719358,0.219976218787158
11266,228,17675,1,0,12,1465.539551,28.13348,0,5457.589844,-1005.698242,-1330.602539,801.086914,-185.388184,772.310059,-1063.104492,440.826172,817209,3.971856,10369,0.464755,3.426101,4.825598,-8.024647,0.027002,0.210701,0.688407481633205,0.219976218787158
11566,1092,17503,1,0,12,1816.979736,33.747799,0,4991.993652,-629.087402,-1346.017822,-101.074707,1042.137939,115.314942,-339.447754,547.559326,817209,3.099985,10244,0.463517,3.426439,4.820819,-8.020139,0.0249030000000001,0.211495,0.74452872613373,0.219976218787158
10730,1482,17284,1,0,12,1491.247803,23.070419,0,3593.200195,680.901367,503.412598,438.789551,76.2836909999996,352.197266,-689.781739,508.626953,808606,3.342172,9321,0.459045,3.426953,4.848803,-8.044855,0.0193970000000001,0.208747,0.722280060566165,0.439952437574316
11122,2294,17285,1,0,12,1819.848022,27.990704,0,3791.11792,-331.841553,-504.201172,290.634766,165.356689,174.073975,-457.705811,554.860596,800004,3.19686,9274,0.458314,3.427341,4.84388,-8.040298,0.0173899999999998,0.210001,0.75616642969529,0.439952437574316
11576,3153,17335,1,0,12,1945.4375,14.154033,0,4613.87207,-832.63916,-1487.579345,568.882324,46.4147950000001,-109.890625,149.533691,608.405273,791402,3.778107,9321,0.457636,3.427699,4.838766,-8.035606,0.0154930000000002,0.211284,0.386107647047385,0.219976218787158
10791,3550,16408,1,0,12,1626.661133,25.270922,0,4252.262207,-208.41748,-794.108887,639.79834,-402.013183,723.820312,-375.914062,544.228516,800004,4.553103,8398,0.455265,3.428105,4.854971,-8.050232,0.011863,0.210558,0.618223951698346,0.219976218787158
10032,4100,15481,1,0,12,1348.723999,12.721349,0,3760.684326,235.861084,-474.891846,584.34668,159.316162,222.292237000001,-255.202149,474.106933999999,817209,5.376537,7477,0.452478,3.428572,4.872849,-8.066539,0.00757699999999994,0.210019,0.415431099412169,0.219976218787158
12067,3994,17429,1,0,12,1682.537842,22.126047,0,3356.251709,75.344482,-35.1049800000001,259.687011,1208.794678,-493.286133000001,-864.746094,612.406006,808606,4.359354,9458,0.457017,3.428025,4.833459,-8.03077,0.0137139999999998,0.212589,0.721618131801318,1.53983353151011
10594,4809,15587,1,0,12,1443.747314,16.503481,0,4494.870605,-502.265625,-924.960449,568.553711,-91.1955560000006,-259.640625,204.977294,452.044433,817209,5.667161,7648,0.452255,3.428974,4.867531,-8.061742,0.00581200000000015,0.21168,0.461895156705014,0.439952437574316
9907,4794,14668,1,0,12,1274.932617,6.640042,0,3983.220703,991.927246,-78.0446779999997,153.508301,46.0812989999999,647.983398,222.398926,413.518553999999,713982,6.539031,6752,0.449213,3.429551,4.887234,-8.079904,0.000823000000000018,0.211509,0.269375817878581,0.439952437574316
9078,4140,13750,1,0,12,1263.559448,2.686068,0,5227.116211,-1217.641357,-1195.850586,522.666992,-230.325195,-342.472168,28.3396000000002,409.217773,843015,7.410902,5865,0.445702,3.43021,4.908925,-8.100053,-0.00493200000000016,0.211552,0.0772059254842409,0.219976218787158
10207,4159,14841,0,0,12,1280,0,0,4003.260742,423.055664,197.614258,423.853027,-402.579589,483.521972,-279.354004,343.109374,825811,6.878092,7063,0.449242,3.430292,4.875896,-8.069796,-0.00226199999999999,0.215112,0.000168503363497712,0.219976218787158
9022,1103,18055,1,0,12,1493.787354,5.74051,0,4443.243164,513.979980999999,227.144042999999,222.217285000001,-31.4526370000003,-42.0068350000001,138.078125,310.870605,817209,5.279662,7648,0.455211,3.428361,4.74084,-7.948714,0.00460599999999989,0.230118,0.455457583635577,0.879904875148633
8094,1698,17180,1,0,12,1508.29187,3.216562,0,4283.921875,606.838379,647.963867,-290.468262,9.12402399999974,272.452637,-32.2338870000003,315.302246,825811,4.407792,6752,0.454664,3.428809,4.75621,-7.962796,0.00147399999999998,0.230967,0.355616533408692,0.219976218787158
8213,2397,16888,1,0,12,1507.889648,5.249809,0,3735.872803,278.734375,674.347412,146.553223,125.199707,-251.196778,-416.169189,380.223633000001,817209,4.746852,6558,0.45503,3.428526,4.747214,-7.955039,0.00184600000000001,0.232483,0.383033305572559,0.219976218787158
4639,6449,12463,1,0,12,1363.155029,3.141695,0,4318.085449,336.910645,124.17627,260.496582,577.968261,3.20117200000004,-628.93164,394.806640999999,817209,4.698415,3934,0.451322,3.42845,4.777192,-7.988213,-0.0110429999999999,0.244936,0.0999647346999031,0.219976218787158
8080,4126,16115,1,0,12,1512.770264,25.479076,0,5026.171387,228.410644,-574.007813,-236.707519000001,625.922363000001,-197.758789,610.962402,510.278321,817209,6.296845,7477,0.458094,3.426569,4.69225,-7.908167,0.00507799999999969,0.242364,0.496900158577497,0.219976218787158
9024,4199,16081,1,0,12,1522.631714,8.214612,0,3997.228027,690.132813,203.779785,95.6728520000006,321.373535,-111.383301,180.689942,579.286622,791402,4.843727,9274,0.459405,3.42581,4.660188,-7.88005,0.00857100000000033,0.244886,0.30268530153673,0.219976218787158
7178,5862,14904,1,0,12,1533.024414,20.029268,0,4321.724609,468.443848,214.248047,79.3481449999999,253.742676,237.639160000001,-316.534180000001,490.198241999999,774198,4.892164,7869,0.458877,3.426122,4.690279,-7.908013,0.00327699999999975,0.247212,0.489825203163962,0.659928656361474
9173,4615,15402,1,0,12,1627.886841,8.74614,0,4703.206543,669.911621,-124.365723,71.2739259999998,167.302734,30.0322269999997,525.668457000001,587.69873,781826,4.359354,9859,0.460709,3.42535,4.64338,-7.866021,0.00922200000000029,0.248778,0.225032824603515,0.219976218787158
8266,5138,14768,1,0,12,1621.136963,30.512688,0,4891.268555,-469.370605999999,189.870605,-741.756348,53.8471680000002,663.252442,-634.584473,532.553711,817209,4.165605,9181,0.460817,3.425414,4.657409,-7.878947,0.00692499999999985,0.250016,0.598682809255948,1.09988109393579
5590,5804,13080,1,0,12,1493.684082,2.953102,0,4410.76709,230.512694999999,368.320312,10.9599609999996,296.964844,-227.630859,-218.101563,321.145507,808606,4.407792,7063,0.457903,3.425797,4.709403,-7.928476,-0.00230099999999966,0.25348,0.189065471624548,0.219976218787158
9411,4171,14748,1,0,12,1541.273804,29.041786,0,3701.662598,1089.631347,153.045654,434.856201,465.608399,-171.611328999999,207.732422,556.3125,817209,4.310917,10493,0.461395,3.425164,4.635346,-7.85936,0.00941700000000001,0.250828,0.684352185492834,0.439952437574316
7659,4365,13456,1,0,12,1631.135254,5.678205,0,4337.822266,392.660156,-242.552735,31.0415039999998,619.976563,281.8833,-297.688476,419.290528,833439,4.359354,9134,0.461219,3.425247,4.664737,-7.886704,0.00461,0.253329,0.191092978184426,0.219976218787158
4428,5752,11290,1,0,12,1404.067017,25.42416,0,4818.967773,84.2739259999998,-270.353027,-195.254394000001,890.194824,-281.663086,-58.6503910000001,211.836426,834413,4.601541,5938,0.450484,3.426029,4.770313,-7.989881,-0.0145710000000001,0.258594,0.450353864901551,0.879904875148633
4137,2508,3861,1,0,12,884.422607,14.733142,0,5373.407227,-433.458008,-158.225098,307.179199,-328.411621,195.928223,-449.928711,389.149414,860220,0,11129,0.154214,3.415343,5.761481,-8.980035,-0.291595,0.24902,0.0176465981255325,0.219976218787158
5985,4100,11556,1,0,12,1552.580933,11.075498,0,4590.791504,-702.623291,-424.564453,99.2338870000003,298.115234,215.124023,-890.531982,188.14502,825811,4.79529,7978,0.459802,3.425093,4.692568,-7.914521,-0.00111799999999995,0.25778,0.255953737683006,0.439952437574316
5343,4494,11016,1,0,12,1459.640015,24.470194,0,5062.977051,-933.027832,-901.192383,-13.783203,464.456542999999,-307.669433999999,-174.839355,194.551757,774198,4.698415,7243,0.457754,3.425194,4.713395,-7.934885,-0.00479000000000029,0.25884,0.388434595620369,0.219976218787158
4795,4960,10508,1,0,12,1287.986206,6.787443,0,5082.491211,-775.679198999999,-613.00293,-194.850097,787.21289,-345.120605,-409.918457,195.676269000001,800004,4.649978,6558,0.451641,3.425507,4.761517,-7.98262,-0.0134880000000002,0.260725,0.117780753510679,0.219976218787158
4378,5284,10002,1,0,12,1217.875732,17.638212,0,4481.59668,131.3208,-113.202636999999,-204.662598,712.642578,-284.847656,21.3911129999997,179.437011999999,817209,4.698415,5938,0.447503,3.425726,4.789097,-8.010294,-0.018564,0.261538,0.268607665642182,0.219976218787158
6174,2872,11457,1,0,12,1632.972046,4.637374,0,4277.132812,24.6206060000004,-215.273193,317.779053,164.415039,220.952148,-463.252441,170.333008,817209,5.085913,9274,0.462169,3.42468,4.665594,-7.889649,0.00280000000000014,0.258744,0.18739328482676,0.219976218787158
4671,3679,10254,1,0,12,1478.062378,32.749916,0,4987.04834,-758.929688,-1248.515137,775.928711,359.507323999999,-527.163086,-118.6875,172.858398,817209,4.79529,7869,0.45881,3.424761,4.704968,-7.927993,-0.00385599999999986,0.26093,0.494758173243194,0.439952437574316
4033,4172,9726,1,0,12,1448.736328,5.408705,0,5068.20166,-928.79248,-1183.544189,807.821045,471.937011,-412.588379,-612.417968000001,195.821778,834413,4.698415,7243,0.452815,3.424966,4.75272,-7.975441,-0.0122040000000001,0.262774,0.0766498508943469,0.219976218787158
7651,94,7446,1,0,12,805.864624,17.528702,0,5412.404785,-720.358886999999,-227.662597,-249.245118,73.9028319999998,-17.4091790000002,-299.944825,469.22998,851618,0.387498,12918,0.147732,3.391663,5.584428,-8.784761,-0.281402,0.237804,0.0464755036100312,0.219976218787158
8600,1435,8704,1,0,12,881.183044,21.903774,0,5857.418457,-817.263183999999,-908.90918,699.430664,-284.515625,-505.208984,181.939941000001,559.275879,817209,0.290624,13694,0.143978,3.384295,5.510426,-8.698537,-0.285689,0.233483,0.0756275415436231,0.219976218787158
8406,1415,13006,1,0,12,1565.389526,20.578495,0,4540.092285,570.89502,32.5664059999999,25.7250980000008,-245.226562000001,720.433593000001,37.3964849999993,365.242187999999,814287,5.037476,9548,0.463742,3.424454,4.612145,-7.840374,0.0105459999999997,0.256971,0.324270876874898,0.219976218787158
5767,2052,10825,1,0,12,1569.586426,26.05612,0,4102.530273,678.6167,-173.652587,574.227783,-437.074707,387.040527000001,328.075683999999,150.762695,817209,5.3281,9859,0.463151,3.424305,4.657552,-7.883119,0.00360799999999983,0.260805,0.523422490623338,0.439952437574316
4924,2441,10163,1,0,12,1538.531372,9.910765,0,5285.714355,-84.5917959999997,-1364.787109,1132.778809,-768.052245999999,348.646972,566.821778,142.558593,834413,5.134351,9181,0.461833,3.424292,4.676099,-7.901101,0.000609999999999999,0.261933,0.125199493834139,0.439952437574316
4118,2917,9545,1,0,12,1551.581177,15.534803,0,5091.324707,-559.050292999999,-1213.463623,958.314697,-130.225586,1.60742200000004,-175.283203,184.629395,787506,4.892164,8550,0.459894,3.424303,4.696584,-7.921198,-0.0027680000000001,0.262973,0.142045246580475,0.439952437574316
11094,2250,7918,1,0,12,1170.749634,7.997157,0,6020.837402,-992.211914,-1277.286132,118.65039,389.489258000001,-669.309082000001,446.243652,571.996093000001,834413,0,14487,0.160337,3.376996,5.219321,-8.398175,-0.264503,0.226698,0.022964012927868,0.439952437574316
6378,825,10951,1,0,12,1435.073853,28.603971,0,3435.914551,1460.115234,380.167724,427.493897,-193.873047,717.038086,129.288574,231.344727000001,817209,5.715598,10855,0.464858,3.423973,4.632985,-7.860796,0.00705,0.261646,0.563750590830519,0.219976218787158
12409,2601,6696,1,0,12,1184.107788,6.475071,0,5663.80127,-1002.919434,-570.709961,-614.544434,14.3945309999999,51.7563479999999,116.184082,593.310059,843015,0,14398,0.169189,3.37598,5.118211,-8.300962,-0.248907,0.224867,0.0158266160737508,0.439952437574316
4413,67,8362,1,0,12,1513.803955,11.774492,0,4770.160156,282.954102,-260.330078,418.381836,-272.803223000001,620.607911,-222.902344,196.572754,774198,5.521849,9859,0.466298,3.42246,4.643849,-7.875359,0.00522199999999984,0.270126,0.0611802682052469,0.219976218787158
4620,737,7890,1,0,12,1496.031616,6.590847,0,4963.061523,30.3139649999994,15.5830079999996,161.483399,300.464355,-97.5971679999993,-349.619629000001,250.338866999999,774198,5.715598,9181,0.467499,3.421988,4.63592,-7.8691,0.00643500000000019,0.272256,0.0268597074016563,0.219976218787158
4777,4133,10860,1,0,12,1542.457764,12.566386,0,4292.039062,-212.574462,-27.7412100000001,90.7324210000006,168.493165,-331.406739,-112.652099,416.18457,834413,5.424974,8398,0.470818,3.422198,4.560615,-7.799424,0.0154570000000001,0.271972,0.118405797462599,0.219976218787158
7705,4117,15579,1,0,12,1261.493896,24.976841,0,4770.717773,-62.0615230000003,709.838379,15.1206059999995,-489.146973,-50.8671869999998,-247.006348,152.233887,817209,15.209303,4729,0.546696,3.037921,5.854569,-8.748476,-0.0770969999999997,0.479779,0.605949187705913,9.4589774078478
4773,4471,9801,1,0,12,1460.624023,19.214891,0,5145.002441,-270.049316,-266.453125,-335.719238,353.948242,-5.93945299999996,-15.8857420000004,193.993652,843015,5.618723,6558,0.603805,3.160003,5.286398,-8.278303,-0.0773109999999999,0.513018,0.184486594887139,0.439952437574316
5930,3677,11002,1,0,12,1312.972534,18.883366,0,4853.307129,-321.413574,142.502441000001,-210.541504000001,335.800782,261.626464,-850.801757,125.775879,843015,6.248408,5865,0.616764,3.139564,5.364587,-8.334055,-0.077979,0.524647,0.29355211347569,0.219976218787158
6813,2786,11868,1,0,12,1493.890991,26.281063,0,4704.795898,-601.962402,-304.876464,408.91748,32.3847659999992,724.502441000001,-1462.890625,103.668457000001,825811,5.3281,4994,0.625724,3.095147,5.519512,-8.443608,-0.0791589999999998,0.533832,0.49039524085888,1.09988109393579
7319,1877,12742,1,0,12,1290.708984,17.231571,0,4944.24707,-215.921386,-108.900879000001,164.657715,-83.4487300000001,-38.0375979999999,-150.191894,118.845704,824837,5.085913,4147,0.629844,3.076981,5.589086,-8.494616,-0.0797050000000001,0.538098,0.31006203568463,0.219976218787158
7815,971,13623,1,0,12,1186.625732,1.396631,0,5109.636719,174.690918,365.930176,551.867675,-676.775390000001,103.830078,-170.161620999999,84.4848629999997,817209,5.812472,3344,0.633675,3.062257,5.651683,-8.542148,-0.0802149999999999,0.542098,0.125291855858969,0.439952437574316
4722,4522,9593,1,0,12,1595.555664,23.697382,0,4890.723633,-176.493653,-533.216797,77.3701170000004,188.874512,17.4643550000001,73.0141599999997,66.5073250000005,834413,7.653089,7648,0.614857,3.196297,5.192829,-8.21893,-0.0766089999999999,0.52127,0.354160356121113,0.219976218787158
5485,3879,10460,1,0,12,1392.072021,20.586348,0,5160.146484,-519.113769,-71.5302730000003,-747.215332,591.901855,-10.483886,-281.786133,40.2954099999997,843015,7.168716,7063,0.620146,3.170489,5.27635,-8.275885,-0.0772059999999999,0.526398,0.345146581109226,0.219976218787158
6293,3170,11325,1,0,12,1322.687744,9.989162,0,4940.499512,-421.847657,-70.9545900000003,59.9770509999998,-42.6889650000003,-42,-326.181153,14.0986329999996,843015,6.878092,6221,0.625291,3.145912,5.35801,-8.332255,-0.0777779999999999,0.531402,0.244530409986038,1.53983353151011
7130,2400,12194,1,0,12,1277.620605,9.606441,0,5421.646484,-834.191406,-759.408203,194.508789,-133.144043,-12.155761,-123.992188,0.768066999999974,817209,5.909347,5408,0.634986,3.102696,5.510617,-8.440372,-0.078846,0.540891,0.240325206331298,0.879904875148633
7988,1623,13061,1,0,12,1198.007324,0.461736,0,5380.996094,-457.844239,-79.2285160000001,304.027344,293.75293,-643.769531999999,-332.626465,22.734864,817209,5.037476,4637,0.639456,3.085185,5.578999,-8.490692,-0.0793379999999999,0.545302,0.146531642688192,0.219976218787158
6030,3208,10796,1,0,12,1430.75,11.911614,0,4704.587891,-200.067383000001,108.969238,-513.374024,64.1284180000002,-205.270019000001,345.479004,-27.3217770000001,817209,8.379648,7477,0.628249,3.177446,5.269964,-8.275102,-0.0768610000000001,0.532802,0.297264159452024,1.09988109393579
6773,2574,11664,1,0,12,1418.97937,7.058462,0,5554.166016,-766.8667,-537.379883000001,-160.3125,92.2158200000003,110.774414,-272.164551000001,-81.7983399999994,843015,7.604651,6688,0.633753,3.153534,5.350323,-8.330679,-0.0773779999999999,0.537953,0.224733080990636,0.659928656361474
7558,1880,12529,1,0,12,1390.020996,8.115644,0,5622.008301,-506.223145,-447.644531,-588.963868,86.7485360000001,475.556152,-31.9194340000004,-89.3315430000002,817209,6.587469,5938,0.64415,3.111737,5.500265,-8.437243,-0.0783369999999999,0.547728,0.276622750704772,0.439952437574316
6049,3539,10179,1,0,12,1813.820557,33.742676,0,4274.121094,85.390625,87.3066399999998,-63.5419919999995,42.7148439999992,-110.03125,128.942383000001,128.248046,843015,11.770256,8295,0.63031,3.210031,5.181795,-8.219292,-0.075812,0.533588,0.506841737675148,0.219976218787158
7340,1897,11976,1,0,12,1444.5,15.886372,0,5344.54248,-402.060058,-552.826171,-43.3310550000006,-194.695801,189.116211,199.676758,-91.763672,843015,9.92964,7243,0.642149,3.162498,5.341452,-8.329333,-0.0767539999999998,0.544286,0.377502337223682,0.219976218787158
11090,7467,17721,0,0,13,2158.665527,31.673025,0,4250.052246,-264.811279,-193.457275,-326.537598,43.7075199999999,1406.646728,-1195.170654,360.013184,774198,0.968745,9683,0.432892,3.425319,4.447764,-7.7593,-0.050807,0.369916,0.00303777621887719,0.219976218787158
7704,7189,8484,1,0,12,1457.327759,27.28651,0,4198.662598,890.337402,763.819336,21.2436519999992,987.51123,-686.178711,-196.058105,209.032227,817209,4.020293,7924,0.687299,3.41993,4.854297,-8.104382,-0.045585,0.563039,0.470015802135078,0.219976218787158
49138,3625,4436,1,0,12,320,0,0,5375.449219,768.944824,-159.317871,-207.888183999999,442.886718999999,339.96582,353.29834,-400.079102000001,860220,4.698415,8550,0.556369,7.312986,-0.496167,-6.684049,0.0326589999999998,0.39094,0.291618058927714,0.219976218787158
47203,4671,7363,1,0,12,307.589417,9.130813,1,5701.122559,-465.346192,-741.421875,103.121582,753.549804,-40.6220700000003,-539.973633,-251.823242,860220,5.86091,10369,0.572671,7.269715,-0.447797,-6.681205,0.0242559999999998,0.407702,0.579067206048848,1
47550,4904,6462,1,0,12,320,-0.020493,0,4868.228027,415.347657,350.185058999999,-172.309569999999,1010.070312,-513.063965,-259.534178999999,-350.584961,860220,6.19997,10244,0.566816,7.280378,-0.462300000000001,-6.679272,0.0297179999999999,0.398292,0.522862446347443,0.219976218787158
46338,3770,7628,1,0,12,283.356476,4.436197,1,5713.962402,-627.937011,-575.268554,60.90625,643.177246,-422.896485,-333.855468,-183.756347,860220,5.764035,11206,0.577408,7.243241,-0.422936,-6.675813,0.0278079999999998,0.405108,0.424610782195313,1
46692,4012,6754,1,0,12,320,0,1,5490.505371,-149.075195,-95.4423830000005,42.8002930000002,550.094239,-174.348145,-472.179199,-279.661621,843015,5.86091,11129,0.571628,7.253118,-0.436449,-6.673821,0.0329170000000003,0.395863,0.394730087293382,1
47061,4394,5874,1,0,12,298.039062,1.386718,1,4841.827637,587.847656,662.964843,-16.499511,78.486328,-148.236328,11.1323240000002,-345.007813,860220,5.86091,10202,0.568832,7.257256,-0.442252,-6.672909,0.0355250000000003,0.391212,0.480300984415158,1
47445,3618,4999,1,0,12,318.491364,1.931884,1,5405.519531,417.678223,98.2456060000004,-228.087403,-120.730957,428.603516,239.647461,-335.092773,860220,6.054659,9274,0.566139,7.25993,-0.445460000000001,-6.673124,0.038265,0.386528,0.292467551091866,1
45132,2678,8814,1,0,12,299.781006,7.933536,0,5650.590332,-483.771484,-471.724121,-233.358399,833.002442,-582.56543,-29.1259760000003,-121.696777,860220,4.940601,11731,0.589794,7.180082,-0.361239999999999,-6.666336,0.0330600000000003,0.404228,0.515048618739809,0.439952437574316
45476,2874,7940,1,0,12,279.225189,7.297749,1,5013.48877,380.91748,26.6835929999997,119.746582000001,441.955567,-91.857422,-115.61084,-152.90332,860220,5.231225,12057,0.586866,7.185149,-0.368349,-6.664898,0.0351679999999996,0.399796,0.550444482354041,1
45836,3143,7061,1,0,12,291.157684,3.237212,1,5237.617676,-291.657715,-19.7651369999994,260.67627,338.147948999999,79.0874020000001,-949.804199,-232.370117,860220,5.085913,11168,0.581252,7.193428,-0.379861,-6.662786,0.0395820000000002,0.390889,0.440406185670821,1
46212,3618,6185,1,0,12,289.896912,8.400058,1,5071.080566,-64.8330069999993,512.023438,50.1040039999998,426.214355,-731.608397999999,-321.566406,-273.046875,860220,5.182788,10244,0.578547,7.196832,-0.384715999999999,-6.661839,0.0418609999999999,0.386409,0.521196211814377,1
46604,3814,5309,1,0,12,287.814697,7.078778,0,5222.954102,-411.295899,660.868164,-464.779786,276.07129,-569.265625,-314.189942,-277.683593999999,860220,5.570286,9321,0.575934,7.19899,-0.387241000000001,-6.661979,0.044279,0.381885,0.385640499833603,0.439952437574316
44294,1782,9116,1,0,12,311.302917,11.160774,0,5095.063477,313.115234,402.919433,-609.314941,912.433593,-209.405761,-183.51709,-111.36084,860220,4.649978,12615,0.594467,7.150357,-0.33352,-6.660902,0.0369730000000001,0.401559,0.643860260925522,2.19976218787158
44644,2001,8237,1,0,12,298.390411,3.245653,1,5573.70166,-238.751953,35.0083009999998,-277.307616999999,448.765625,-343.959473,-101.258789,-147.240723,860220,5.376537,12199,0.59158,7.154965,-0.340068,-6.659431,0.0389049999999997,0.397209,0.38636807765206,1
45011,2346,7361,1,0,12,302.351624,4.0028,1,5470.061035,-266.391113,-297.54248,430.739257,170.183594,-620.387695,50.6162110000005,-213.674317,860220,5.376537,11283,0.586055,7.162454,-0.350598999999999,-6.657255,0.0429839999999997,0.388471,0.395695489793645,1
45394,2952,6485,1,0,12,272.936096,12.529709,0,5035.704102,-44.8061529999995,-114.264161,539.330079,100.192871,-374.041993,-196.022949,-237.21582,860220,5.279662,10369,0.583399,7.165496,-0.354986999999999,-6.65629,0.0451029999999997,0.384077,0.565643675041106,0.439952437574316
43788,1100,8547,1,0,12,268.281586,6.830387,1,5143.26123,218.611817,207.97168,-15.5122069999998,438.652832,-428.373535,15.873047,-86.1142579999996,860220,4.79529,12374,0.596281,7.124977,-0.312092999999999,-6.653995,0.0426349999999998,0.394757,0.444475023282994,1
44162,1640,7672,1,0,12,299.268341,14.46905,1,5041.822754,311.083984,33.6625979999999,167.103027,390.573242,-687.47998,407.225097,-140.121093,860220,5.037476,11472,0.590847,7.131694,-0.321667999999999,-6.651754,0.0463900000000002,0.386185,0.578499713517331,1
44552,2359,6792,1,0,12,273.782898,5.36139,0,5372.776367,-198.786133000001,-429.552246,595.848633,157.80957,-365.149414,-157.742676,-156.763671999999,860220,4.843727,10574,0.588241,7.134386,-0.325607,-6.650768,0.0483539999999998,0.381876,0.321143293332052,0.439952437574316
42934,351,8485,1,0,12,260.832306,0.960574,1,4995.594238,138.064942,253.437989,-202.650879,609.361816000001,-515.9375,-6.14648400000078,-30.451172,860220,3.245297,12615,0.600964,7.095902,-0.285145,-6.64862,0.0463209999999998,0.392506,0.29571199979298,1
43315,1050,7787,1,0,12,295.190186,0.912447,0,5139.596191,611.08252,305.706543,-40.8364249999995,533.991698999999,-675.981933999999,488.202636999999,-56.2504880000006,860220,3.439046,11731,0.595624,7.101878,-0.293807000000001,-6.646308,0.049766,0.384095,0.254489421885803,0.439952437574316
41021,67,10359,1,0,12,302.332123,15.43186,0,5340.675293,-127.811035000001,-3.33251999999993,-391.501953,199.768067,-93.2065430000002,160.461914,-55.9702150000003,859246,0.968745,14955,0.614178,7.056967,-0.242113,-6.649398,0.0459140000000002,0.402808,0.767802722116747,2.41973840665874
41358,30,9527,1,0,12,299.024872,6.023065,0,5001.418945,325.90625,98.7983399999994,-235.526366999999,393.729004,-58.4047849999997,127.310058,-55.8286129999997,860220,1.501555,14664,0.611228,7.061327,-0.249067999999999,-6.646895,0.0471400000000002,0.398724,0.564238379324776,0.219976218787158
42084,30,7929,1,0,12,279.994537,0.125511,0,5420.594727,46.5698240000002,-647.289062999999,223.454589999999,687.273926,-956.8042,739.934571,-11.7446289999998,857298,2.421863,12918,0.605628,7.06846,-0.259949000000001,-6.643334,0.0499299999999998,0.390521,0.200793713046833,0.219976218787158
42473,540,7177,1,0,12,269.14447,3.365869,1,4915.472168,3.62011699999948,-193.429688,339.61084,471.125977,-649.237793,35.5507809999999,-13.8657229999999,860220,2.615613,12057,0.600382,7.073733,-0.267752,-6.640947,0.0530819999999999,0.382266,0.23893525676307,1
42878,523,6472,1,0,12,262.88797,2.940626,1,5292.482422,352.655762,-322.822754,266.874022999999,235.282227000001,-763.690430000001,937.012696000001,30.935547,860220,2.470301,11206,0.597876,7.075768,-0.270858,-6.639911,0.0547580000000001,0.378119,0.132954981460284,1
43738,993,5228,1,0,12,280.166748,1.222465,0,5390.890137,-30.9702150000003,105.133301,-116.984376,26.4057620000003,221.691406,-267.216308,7.05322299999989,860220,2.082803,9548,0.593054,7.076931,-0.270352000000001,-6.641756,0.0586739999999999,0.369557,0.0789357175460442,0.219976218787158
41237,134,7448,1,0,12,280.907806,1.326666,1,5296.719727,158.569335,-137.854004,168.990722,614.750489,-858.215332000001,370.89746,76.998047,854376,2.13124,12918,0.610268,7.043365,-0.237228999999999,-6.638163,0.0534250000000003,0.38887,0.148924643833556,1
41634,174,6643,1,0,12,282.75943,6.841008,1,5341.22168,-418.504883,-224.811035,-61.5239259999998,503.047851,-870.111328,234.893555,84.3901369999994,860220,2.228114,12057,0.605115,7.047985,-0.244239,-6.635696,0.0563020000000001,0.380763,0.150991149723885,1
42048,364,5874,1,0,12,295.08667,3.0238,1,5908.327148,-830.326171000001,-581.339843000001,106.215332000001,304.486328,-1019.44336,359.755372,126.297363000001,860220,1.889054,11206,0.602659,7.049724,-0.246973000000001,-6.634631,0.057849,0.37669,0.0591759255595699,1
42478,182,5158,1,0,12,341.84964,11.375422,1,5367.304688,-552.931641,174.587402,-430.104492,554.418945,-1089.991699,238.158203,134.663575,860220,1.453118,10369,0.60026,7.050719,-0.247991000000001,-6.634561,0.0595559999999997,0.372537,0.0971211132710527,1
42924,335,4513,1,0,12,295.592621,4.972439,0,5485.641602,-189.930176,199.634277,-269.540039,331.304687,-292.803222,-158.525879,91.8247069999998,860220,0.920308,9548,0.597911,7.050642,-0.246158000000001,-6.636339,0.0615129999999997,0.368253,0.0549353852991527,0.439952437574316
43385,1140,3917,1,0,12,299.720764,0.953688,0,5889.834473,-792.280274,148.850586,66.3085929999997,-122.242675,-310.228516,-574.968261999999,47.4111320000002,834413,0.387498,8749,0.595622,7.04959,-0.241766999999999,-6.639761,0.063701,0.363859,0.0360492067488672,0.219976218787158
38651,1021,11483,1,0,12,308.673737,7.828549,0,6064.255859,-775.785644,-951.228515,203.13916,603.427734,-618.612792999999,-12.5112300000001,-13.7333980000003,860220,1.404681,16694,0.633531,6.988068,-0.174922,-6.641711,0.05593,0.406166,0.675336632523203,0.219976218787158
