x,y,A128,A129,A130,A347,A361,A362,PMI,fl.5yr.postPML,fl.yr1,fl.yr2,fl.yr3,fl.yr4,fl.yr5,fl.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,id,distance,weights
860552,9679478,3984,3094,3207,0,278.5928955,1.663589,1,0,0,0,0,0,0,16558.0001068,860220,0.290623615951529,8550,five21111,0.0119909538404826,1
861480,9679478,3674,2629,3180,0,237.8561707,1.1729497,1,0,0,0,0,0,0,10713.9996643,852428,0.484372693252548,7648,five21112,0.0110296510707844,1
862407,9679478,3520,2333,3210,0,214.2325897,0.8666563,1,18506,3896,1948,0,10714,1948,11687.9996643,806650,0.726559039878822,6752,five21113,0.00748556129694367,1
863335,9679478,3121,1749,3240,0,209.0040894,0.0361664,1,0,0,0,0,0,0,13635.9995652,860220,1.01718265583035,5865,five21114,0.00658114678818022,1
864262,9679478,2219,975,2732,0,205,-0.0129773,1,0,0,0,0,0,0,34089.9982605,860220,1.06561992515561,4994,five21115,0.00375057514973629,1
865190,9679478,1310,543,1850,0,201.9941254,0.1364751,0,35064,0,0,0,35064,0,41882,858272,1.11405719448086,4147,five21116,0.00325537546356867,1.21493902439024
822525,9678551,15481,5961,10712,1,1206.9876709,3.3575151,1,0,0,0,0,0,0,0,825811,0.484372693252548,5938,five21198,0.0118954469637723,1
823453,9678551,16409,6872,10564,1,1060.0588379,13.3099136,1,0,0,0,0,0,0,0,860220,0.532809962577803,6558,five21199,0.0278177620846645,1
824380,9678551,17331,6584,10416,1,952.9544067,14.6702671,1,0,0,0,0,0,0,0,860220,0.532809962577803,7243,five21200,0.0351818338405585,1
825308,9678551,17127,5919,10313,1,901.9405518,30.7390366,1,0,0,0,0,0,0,0,843015,0.532809962577803,7978,five21201,0.0626106016884404,1
826235,9678551,16548,5316,10291,1,907.1608276,14.1871481,1,0,0,0,0,0,0,0,843015,0.532809962577803,8749,five21202,0.0370150493105234,1
827163,9678551,16002,4770,10349,1,969.0724487,12.510335,1,0,0,0,0,0,0,974,843015,0.484372693252548,9548,five21203,0.0333997986936928,1
828090,9678551,15493,4159,10490,1,877.664856,24.2703114,1,0,0,0,0,0,0,974,825811,0.435935423927293,10369,five21204,0.0525533150550621,1
829018,9678551,15038,3542,10701,1,607.7189331,9.322401,1,2922,0,0,0,2922,0,2922,834413,0.387498154602038,11206,five21205,0.0415961407153286,1
829945,9678551,14611,3045,10993,1,600.00177,0.008091,1,31168,0,0,14610,1948,14610,6818,834413,0.484372693252548,12057,five21206,0.0272962056207176,1
830873,9678551,14229,2692,10829,1,788.4402466,14.6939888,1,0,0,0,0,0,0,7792.0002136,851618,0.435935423927293,12918,five21207,0.0435424402555879,1
831800,9678551,13879,2250,9996,1,617.7351074,3.4548364,1,0,0,0,0,0,0,10713.9997559,856324,0.387498154602038,13787,five21208,0.0440088953279257,1
832728,9678551,13580,1755,9179,1,618.463501,1.2228762,1,2922,0,0,0,974,1948,9739.9997559,859246,0.339060885276784,14664,five21209,0.0539235118867667,1
833655,9678551,13338,1561,8387,1,620.7098999,16.9224663,1,0,0,0,0,0,0,6818.0000534,860220,0.193749077301019,15547,five21210,0.127286565261186,1
834583,9678551,13158,1597,7613,1,736.2925415,27.516531,1,0,0,0,0,0,0,2922,843015,0.048437269325255,16434,five21211,0.212519748526074,1
842930,9678551,8863,1331,483,0,609.0908203,27.881115,1,0,0,0,0,0,0,26298,851618,0.435935423927293,21332,five21220,0.119889677129956,1
843858,9678551,8528,474,84,0,321.4518433,8.4083757,1,0,0,0,0,0,0,26297.9991455,851618,0.339060885276784,21352,five21221,0.0855930863408613,1
863335,9678551,2281,1060,2340,0,204.8651428,0.7435873,0,0,0,0,0,0,0,12661.9998779,860220,1.01718265583035,6221,five21242,0.00828569834624872,0.607469512195122
864262,9678551,1842,600,2297,0,200.5623779,1.0730028,0,0,0,0,0,0,0,33116.0002136,860220,1.06561992515561,5408,five21243,0.00449079199055288,0.607469512195122
822525,9677623,15306,5831,9794,1,1200,0.200118,0,0,0,0,0,0,0,0,817209,0.339060885276784,6688,five21323,0.0144290201772849,0.607469512195122
823453,9677623,16215,6759,9646,1,1000.0587769,1.0389189,1,0,0,0,0,0,0,0,817209,0.387498154602038,7243,five21324,0.0228174795592773,1
824380,9677623,16998,7234,9499,1,944.9784546,11.3872423,1,0,0,0,0,0,0,0,843015,0.387498154602038,7869,five21325,0.0448589016209172,1
825308,9677623,16416,6620,9385,1,800.0335693,0.8276303,1,0,0,0,0,0,0,0,860220,0.435935423927293,8550,five21326,0.0402866996382442,1
826235,9677623,15818,6068,9361,1,804.6768188,8.0615187,1,0,0,0,0,0,0,0,851618,0.339060885276784,9274,five21327,0.0526751548989119,1
827163,9677623,15246,5474,9425,1,999.5852051,0.9734977,1,0,0,0,0,0,0,974,825811,0.339060885276784,10032,five21328,0.0307128602979874,1
828090,9677623,14710,4832,9579,1,678.6518555,22.6278439,1,974,974,0,0,0,0,973.9999924,856324,0.290623615951529,10816,five21329,0.098806524738641,1
829018,9677623,14231,4306,9810,1,599.8433838,0.9313989,1,0,0,0,0,0,0,973.9999924,842041,0.290623615951529,11621,five21330,0.0496713912586909,1
829945,9677623,13779,3880,10128,1,791.5732422,12.9311438,1,0,0,0,0,0,0,4870.0000534,851618,0.339060885276784,12443,five21331,0.0570613364444739,1
830873,9677623,13375,3564,10518,1,669.7901001,19.5008698,1,0,0,0,0,0,0,5844.0002136,860220,0.339060885276784,13279,five21332,0.0804924705221267,1
831800,9677623,13013,2999,10455,1,602.4529419,2.6961081,1,0,0,0,0,0,0,4869.9997559,860220,0.290623615951529,14126,five21333,0.0539183966247678,1
832728,9677623,12693,2618,9676,1,617.1047974,5.9396496,1,0,0,0,0,0,0,4869.9997559,851618,0.242186346626274,14983,five21334,0.0736590176179872,1
833655,9677623,12434,2490,8903,1,654.6341553,16.7852325,1,0,0,0,0,0,0,4870.0000534,851618,0.145311807975764,15848,five21335,0.132428787749104,1
834583,9677623,12241,2524,8011,1,811.1080933,20.370327,1,0,0,0,0,0,0,974,843015,0.048437269325255,16720,five21336,0.180882500518022,1
835510,9677623,12033,2620,7109,1,1195.7307129,21.5385036,0,0,0,0,0,0,0,0,834413,0,17597,five21337,0.176365121769805,1.82240853658537
843858,9677623,7651,551,94,0,321.9638367,11.5834579,1,0,0,0,0,0,0,13636,833439,0.387498154602038,22278,five21346,0.131282777917174,1
848495,9677623,6112,646,4414,1,280,0,0,15584,0,0,2922,3896,8766,16558.0003052,848696,0.290623615951529,20739,five21351,0.317548984514778,0.607469512195122
819743,9676696,12384,3083,9321,1,1324.6951904,22.2886314,0,0,0,0,0,0,0,1948,825811,3.0031106981658,6558,five21442,0.01339868382993,0.607469512195122
822525,9676696,15131,5847,8877,1,1200,0,0,0,0,0,0,0,0,0,817209,0.242186346626274,7477,five21445,0.0201858136979478,0.607469512195122
823453,9676696,16050,6774,8729,1,1161.6834717,15.034462,1,0,0,0,0,0,0,0,843015,0.242186346626274,7978,five21446,0.0477444221585121,1
824380,9676696,16233,7701,8581,1,1080.0731201,14.6784935,1,0,0,0,0,0,0,0,825811,0.242186346626274,8550,five21447,0.0607428447894931,1
825308,9676696,15703,7365,8458,1,946.557373,23.3225765,1,0,0,0,0,0,0,0,860220,0.242186346626274,9181,five21448,0.111468952400568,1
826235,9676696,15104,6789,8431,1,800,0,1,0,0,0,0,0,0,0,860220,0.193749077301019,9859,five21449,0.0628847522520519,1
827163,9676696,14510,6143,8502,1,944.9147949,8.9960785,1,0,0,0,0,0,0,974,851618,0.193749077301019,10574,five21450,0.0699202341095489,1
828090,9676696,13946,5574,8673,1,680.0622559,17.9191494,1,0,0,0,0,0,0,973.9999924,850644,0.145311807975764,11321,five21451,0.1217784198203,1
829018,9676696,13439,5125,8927,1,682.4822998,18.1321297,1,0,0,0,0,0,0,1947.9999924,842041,0.09687453865051,12092,five21452,0.117316935238251,1
829945,9676696,12960,4744,9275,1,800.0429077,0.2806038,1,0,0,0,0,0,0,4870.0000534,843015,0.145311807975764,12884,five21453,0.0538545328382757,1
830873,9676696,12531,4286,9697,1,600,0,1,0,0,0,0,0,0,5844,860220,0.145311807975764,13694,five21454,0.0657963235272404,1
831800,9676696,12155,3828,10176,1,600,0.0001017,1,0,0,0,0,0,0,4870,860220,0.145311807975764,14517,five21455,0.0640456436113781,1
832728,9676696,11813,3514,9745,1,671.7904053,8.2197828,1,0,0,0,0,0,0,4870,851618,0.09687453865051,15352,five21456,0.0903477615682342,1
833655,9676696,11535,3420,8874,1,702.8430176,24.9191303,1,0,0,0,0,0,0,4870,851618,0.048437269325255,16197,five21457,0.193800872620624,1
834583,9676696,11326,3453,8017,1,932.5108032,23.427454,1,0,0,0,0,0,0,974,834413,0,17051,five21458,0.202898584533403,1
835510,9676696,11191,3524,7177,1,1266.7042236,14.0934238,1,0,0,0,0,0,0,0,825811,0,17912,five21459,0.148389877165436,1
836438,9676696,10752,3816,6345,1,1241.1320801,14.1094723,0,0,0,0,0,0,0,0,825811,0.048437269325255,18780,five21460,0.203975936366244,0.607469512195122
820671,9675768,13162,4234,8256,1,1055.2414551,29.9542809,0,0,0,0,0,0,0,0,834413,0.581247231903058,7648,five21562,0.0645735886602433,0.607469512195122
822525,9675768,15012,6010,7960,1,1161.7359619,17.2411976,0,0,0,0,0,0,0,0,834413,0.09687453865051,8295,five21564,0.0582579294535677,0.607469512195122
823453,9675768,15937,6914,7812,1,1200,0.0008751,1,0,0,0,0,0,0,0,843015,0.09687453865051,8749,five21565,0.0391957145185754,1
824380,9675768,15487,7825,7664,1,1001.5944214,11.6068096,1,0,0,0,0,0,0,0,834413,0.09687453865051,9274,five21566,0.0865399953346783,1
825308,9675768,14937,8104,7531,1,870.5576172,5.0870829,1,0,0,0,0,0,0,0,860220,0.09687453865051,9859,five21567,0.100930882444462,1
826235,9675768,14400,7456,7502,1,800,0,1,3896,0,0,0,3896,0,0,843015,0.09687453865051,10493,five21568,0.0881659008035759,1
827163,9675768,13793,6870,7581,1,800,0,1,974,0,0,974,0,0,974,839119,0.048437269325255,11168,five21569,0.0865694003846324,1
828090,9675768,13203,6366,7772,1,725,21.856781,1,3896,974,0,974,0,1948,973.9999924,848696,0.048437269325255,11877,five21570,0.187939348600567,1
829018,9675768,12666,5959,8055,1,681.2922363,20.2733784,1,1948,0,0,0,974,974,973.9999924,856324,0,12615,five21571,0.191171606557098,1
829945,9675768,12157,5586,8439,1,765.0314941,18.6344395,1,0,0,0,0,0,0,973.9999924,851618,0,13376,five21572,0.163320431887057,1
830873,9675768,11700,5075,8897,1,600,-0.0404915,1,0,0,0,0,0,0,974,859246,0,14157,five21573,0.104685279630019,1
831800,9675768,11297,4685,9384,1,613.0546875,11.6930017,1,0,0,0,0,0,0,0,851618,0,14955,five21574,0.142386247548983,1
832728,9675768,10941,4424,9457,1,697.2142334,12.5986433,1,0,0,0,0,0,0,0,860220,0,15767,five21575,0.147361222910285,1
833655,9675768,10640,4350,8567,1,747.7919922,20.19277,1,0,0,0,0,0,0,0,851618,0,16591,five21576,0.222241213495074,1
834583,9675768,10413,4382,7684,1,1031.1477051,36.9110756,1,0,0,0,0,0,0,0,817209,0,17425,five21577,0.317928530825589,1
849422,9675768,4111,1897,4313,1,313.6027832,5.4853864,0,0,0,0,0,0,0,6818,860220,0.339060885276784,20256,five21593,0.452538230340256,0.607469512195122
855915,9675768,1608,6665,1453,0,433.3179932,25.5044994,0,0,0,0,0,0,0,8766,851618,0.290623615951529,14126,five21600,0.1356907396066,0.607469512195122
823453,9674841,15363,7174,6895,1,1175.871582,26.0778942,1,0,0,0,0,0,0,0,825811,0.048437269325255,9548,five21681,0.127197033459799,1
824380,9674841,14761,8055,6746,1,928.3930054,8.4844694,1,0,0,0,0,0,0,0,860220,0.048437269325255,10032,five21682,0.128179905529706,1
825308,9674841,14184,8770,6606,1,818.4753418,8.6769896,1,0,0,0,0,0,0,0,860220,0.048437269325255,10574,five21683,0.172121723219377,1
826235,9674841,13645,8172,6572,1,800,0,1,0,0,0,0,0,0,1948,860220,0.048437269325255,11168,five21684,0.131991900515595,1
827163,9674841,13097,7641,6663,1,800,0,1,9740,0,0,0,4870,4870,2922,853402,0,11804,five21685,0.128304284767549,1
828090,9674841,12483,7191,6879,1,800,-0.0671399,1,2922,0,0,0,2922,0,2922,850644,0,12477,five21686,0.126284256220818,1
829018,9674841,11916,6813,7197,1,755.5159302,15.8002262,1,7792,0,0,3896,2922,974,2922,860220,0,13181,five21687,0.213922111698853,1
829945,9674841,11374,6350,7620,1,793.9542847,7.9769926,1,0,0,0,0,0,0,2922,843015,0,13912,five21688,0.150072800823875,1
830873,9674841,10884,5906,8103,1,612.5280762,10.1549263,1,0,0,0,0,0,0,974,843015,0,14664,five21689,0.18683441872181,1
831800,9674841,10452,5559,8592,1,844.6275024,16.5531006,1,0,0,0,0,0,0,0,825811,0,15436,five21690,0.170225830012173,1
832728,9674841,10080,5341,9076,1,899.5233154,36.4973946,1,0,0,0,0,0,0,0,843015,0,16224,five21691,0.289938252753009,1
833655,9674841,9752,5280,8295,1,1004.7449951,42.2707481,1,974,0,0,974,0,0,0,834413,0,17026,five21692,0.367234625480135,1
843858,9674841,5120,1281,1100,0,284.3105164,8.5221357,0,0,0,0,0,0,0,3895.9999695,860220,0.678121770553567,25059,five21703,0.200502824728209,0.607469512195122
844785,9674841,4712,969,1932,0,280,0,0,1948,1948,0,0,0,0,3895.9999695,856324,0.532809962577803,24973,five21704,0.128761858575105,0.607469512195122
854987,9674841,1425,6852,1731,0,622.4422607,23.3082333,0,0,0,0,0,0,0,3896.0000534,834413,0.484372693252548,15352,five21715,0.120607914616626,0.607469512195122
823453,9673913,14642,7540,5973,1,1077.2958984,21.8230858,0,0,0,0,0,0,0,0,817209,0.145311807975764,10369,five21796,0.164833809709262,1.21493902439024
824380,9673913,14058,8179,5825,1,904.8105469,10.1327467,1,0,0,0,0,0,0,0,860220,0.09687453865051,10816,five21797,0.184621015277131,1
825308,9673913,13452,8102,5682,1,800,0,1,0,0,0,0,0,0,0,834413,0.09687453865051,11321,five21798,0.151877826075238,1
826235,9673913,12883,8122,5642,1,800,0,1,5844,0,0,2922,1948,974,1948,851618,0.09687453865051,11877,five21799,0.168061957537432,1
827163,9673913,12358,8243,5748,1,800,0,1,24350,0,6818,8766,2922,5844,2922.0001068,837171,0.048437269325255,12477,five21800,0.170911429156388,1
828090,9673913,11783,8025,5997,1,930.5136108,16.4110012,1,7792,0,7792,0,0,0,2922.0001068,848532,0.048437269325255,13116,five21801,0.25271881027382,1
829018,9673913,11193,7638,6359,1,800.230957,1.8230246,1,4870,0,0,0,1948,2922,2922.0001068,860220,0.048437269325255,13787,five21802,0.19024027961823,1
829945,9673913,10614,7154,6827,1,817.0723267,16.8248081,1,0,0,0,0,0,0,2922,860220,0,14487,five21803,0.27081848993667,1
830873,9673913,10087,6759,7311,1,770.9036865,31.5482349,1,0,0,0,0,0,0,974,860220,0,15211,five21804,0.39494638114518,1
831800,9673913,9621,6449,7797,1,949.019165,23.090744,1,0,0,0,0,0,0,0,851618,0,15956,five21805,0.273927375793411,1
832728,9673913,9221,6262,8283,1,1206.1514893,4.5410204,1,0,0,0,0,0,0,0,834413,0,16720,five21806,0.118761850287269,1
833655,9673913,8873,6210,8023,1,1247.4311523,31.893549,1,0,0,0,0,0,0,0,817209,0.048437269325255,17499,five21807,0.273314280845484,1
842930,9673913,4817,2446,670,0,314.2817383,6.5985661,0,0,0,0,0,0,0,3896,860220,0.871870847854587,25836,five21817,0.241901338049089,0.607469512195122
824380,9672986,13332,7260,4907,1,824.9474487,9.459096,0,0,0,0,0,0,0,0,851618,0.387498154602038,11621,five21909,0.215828247043951,1.82240853658537
825308,9672986,12746,7173,4760,1,800,0,1,0,0,0,0,0,0,0,860220,0.435935423927293,12092,five21910,0.185953952416178,1
826235,9672986,12144,7195,4713,1,800,0,1,5844,0,0,974,4870,0,1948,843015,0.339060885276784,12615,five21911,0.187337683710504,1
827163,9672986,11585,7331,4839,1,800,-0.0686146,1,0,0,0,0,0,0,2922.0001068,851618,0.290623615951529,13181,five21912,0.202343977586286,1
828090,9672986,11053,7580,5132,1,961.7677612,9.1635752,1,7792,0,0,7792,0,0,4869.9999085,823535,0.193749077301019,13787,five21913,0.21592262517734,1
829018,9672986,10489,7918,5546,1,1000.0011597,0.0261991,1,0,0,0,0,0,0,2921.9999085,851618,0.09687453865051,14428,five21914,0.191425361324447,1
829945,9672986,9883,7985,6033,1,935.7489014,14.2994223,1,13636,0,0,1948,11688,0,2922.0000534,780852,0.048437269325255,15098,five21915,0.247531687465082,1
830873,9672986,9314,7622,6519,1,898.9041138,33.5702095,1,0,0,0,0,0,0,974,851618,0,15794,five21916,0.468311176690504,1
831800,9672986,8808,7348,7002,1,1142.5148926,23.8250179,1,0,0,0,0,0,0,0,851618,0,16513,five21917,0.318909628425084,1
832728,9672986,8373,7185,7491,1,1259.0786133,3.9228253,1,0,0,0,0,0,0,0,817209,0.048437269325255,17252,five21918,0.147571633245164,1
833655,9672986,8005,7140,7751,1,1322.6766357,15.8703241,1,0,0,0,0,0,0,0,782800,0.145311807975764,18008,five21919,0.183156262418981,1
843858,9672986,3535,1760,1918,0,281.0812683,2.4887252,0,0,0,0,0,0,0,1948.0000534,860220,0.823433578529332,26396,five21930,0.185086298573837,0.607469512195122
826235,9672058,11432,6268,3784,1,800,0,1,0,0,0,0,0,0,2922,843015,0.774996309204077,13376,five22019,0.204635095627637,1
827163,9672058,10837,6424,3939,1,799.7636108,1.4767193,1,0,0,0,0,0,0,3896.0001068,851618,0.629684501228313,13912,five22020,0.232011644756518,1
828090,9672058,10292,6707,4293,1,851.5383301,12.8414602,1,974,0,0,974,0,0,3895.9999085,826130,0.484372693252548,14487,five22021,0.29538724327589,1
829018,9672058,9768,7085,4754,1,995.7020264,5.5001516,1,2922,2922,0,0,0,0,3895.9999085,842852,0.290623615951529,15098,five22022,0.240082011812427,1
829945,9672058,9175,7563,5242,1,949.9768677,0.9320542,1,0,0,0,0,0,0,2922.0000534,851618,0.145311807975764,15739,five22023,0.244117180452398,1
830873,9672058,8574,7900,5726,1,999.9899902,0.0592476,1,0,0,0,0,0,0,974,860220,0.048437269325255,16408,five22024,0.252789699057562,1
831800,9672058,8021,8255,6210,1,1154.0397949,9.2606802,1,0,0,0,0,0,0,0,860220,0.048437269325255,17101,five22025,0.297471327630007,1
832728,9672058,7542,8110,6698,1,1201.5812988,10.7992144,1,0,0,0,0,0,0,0,843015,0.145311807975764,17816,five22026,0.276696956029862,1
833655,9672058,7147,8061,7182,1,1199.8916016,2.9597428,1,0,0,0,0,0,0,0,834413,0.290623615951529,18549,five22027,0.213551949895723,1
834583,9672058,6811,7876,6593,1,1285.9659424,20.4989643,0,0,0,0,0,0,0,0,748391,0.435935423927293,19299,five22028,0.290691284239237,1.21493902439024
835510,9672058,6584,7598,5701,1,1006.3689575,10.4423094,0,0,0,0,0,0,0,0,834413,0.532809962577803,20064,five22029,0.410841135751671,0.607469512195122
839220,9672058,5330,5769,2144,1,535.144043,23.270916,0,0,0,0,0,0,0,2922,860220,0.823433578529332,23242,five22033,0.837993203325502,1.82240853658537
845713,9672058,1784,1101,1802,0,279.0854187,1.7203672,0,0,0,0,0,0,0,974,860220,0.532809962577803,24973,five22040,0.158529715299211,0.607469512195122
829945,9671131,8467,6716,4445,0,915.8745117,10.7962189,1,0,0,0,0,0,0,2922.0000534,851618,0.435935423927293,16408,five22129,0.0360578610480465,1
830873,9671131,7862,7039,4934,1,1051.9000244,11.9055748,1,0,0,0,0,0,0,974,843015,0.242186346626274,17051,five22130,0.343602284914621,1
831800,9671131,7267,7460,5418,1,1192.2009277,3.6284103,1,0,0,0,0,0,0,0,851618,0.242186346626274,17719,five22131,0.270585742317497,1
832728,9671131,6735,7459,5902,1,1156.7219238,8.3037424,1,0,0,0,0,0,0,0,843015,0.290623615951529,18409,five22132,0.303273357434717,1
833655,9671131,6294,7162,6311,1,1091.7519531,15.923337,0,0,0,0,0,0,0,0,817209,0.484372693252548,19120,five22133,0.343943767533836,0.607469512195122
837365,9671131,5422,5741,3652,1,909.4729614,16.341917,0,0,0,0,0,0,0,2922,851618,0.920308117179841,22123,five22137,0.603346437913425,1.21493902439024
838293,9671131,5044,5273,2761,1,649.6921387,27.2697105,0,0,0,0,0,0,0,2922,843015,0.920308117179841,22907,five22138,0.789864306391268,2.42987804878049
830873,9670203,7172,6198,4141,1,925.3783569,19.1035824,1,0,0,0,0,0,0,974,851618,0.532809962577803,17719,five22234,0.476031548343598,1
831800,9670203,6550,6673,4625,1,1054.354248,19.3698978,1,0,0,0,0,0,0,0,843015,0.435935423927293,18363,five22235,0.458755789391309,1
838293,9670203,4212,4461,2489,1,497.5061646,14.5403824,0,0,0,0,0,0,0,2921.9999085,860220,1.01718265583035,23408,five22242,0.754405307049328,1.21493902439024
811396,9669276,3143,2724,2117,1,1096.8239746,23.2565804,0,0,0,0,0,0,0,5844,817209,1.35624354110713,14035,five22315,0.272535663250603,0.607469512195122
817888,9668348,9365,5158,2610,1,1200.0446777,0.2916633,0,0,0,0,0,0,0,0,817209,1.06561992515561,14868,five22421,0.18261739679996,1.21493902439024
816961,9667421,8479,4123,1666,1,989.0183105,10.5345726,0,0,0,0,0,0,0,0,842041,0.823433578529332,15875,five22518,0.37027618730299,0.607469512195122
846640,9667421,2022,150,2478,0,248.1144714,0.9637601,1,12662,5844,0,0,6818,0,16558.0003052,812011,0,26249,five22550,0.0990675735467368,1
827163,9666493,6873,1471,900,0,325.3109131,4.9319797,1,2922,2922,0,0,0,0,18506.0001221,847722,2.71248708221427,18665,five22626,0.0405124584748592,1
828090,9666493,6114,1755,416,0,391.5337219,17.6370945,1,0,0,0,0,0,0,20454.0002441,851454,3.77810700736987,19097,five22627,0.058448610300649,1
834583,9666493,1952,2479,1888,0,450.7487488,12.8146448,0,54544,29220,18506,6818,0,0,6818.0001068,851618,1.11405719448086,22963,five22634,0.1358133381258,1.21493902439024
844785,9666493,882,339,1633,0,240,0,1,26298,0,22402,0,1948,1948,34089.9997559,850644,0,28314,five22645,0.124534649112097,1
845713,9666493,1597,882,2347,0,243.6107178,1.805187,1,7792,4870,2922,0,0,0,34090.001709,843015,0,27529,five22646,0.105839469988265,1
846640,9666493,2441,968,3056,0,239.8887787,0.6832279,1,0,0,0,0,0,0,12661.9997559,860220,0,26752,five22647,0.130011897098941,1
847567,9666493,3274,865,2263,0,240,0,1,4870,4870,0,0,0,0,8765.9997559,847722,0,25986,five22648,0.137484904033884,1
848495,9666493,3988,917,1555,0,229.9338837,0.4034572,1,2922,0,1948,974,0,0,6818.0001526,856324,0,25230,five22649,0.156649746806273,1
826235,9665566,7260,192,2176,0,280.0054321,0.0707998,1,3896,0,0,1948,0,1948,13636.0002441,839930,1.74374169570917,19120,five22722,0.0307956188223291,1
828090,9665566,5592,873,1206,0,330.2821655,4.5053239,1,13636,0,2922,0,9740,974,21427.9993896,853402,4.64997785522446,19913,five22724,0.0284741241375904,1
829018,9665566,4837,1290,737,0,331.8126526,1.2389004,1,17532,0,0,15584,1948,0,37012.0004273,848696,6.82965497486093,20362,five22725,0.0153288913625489,1
830873,9665566,3498,2521,702,0,358.9747009,4.5362339,0,0,0,0,0,0,0,51622.0009766,860220,8.0405867079923,21352,five22727,0.0142468883367887,1.82240853658537
834583,9665566,1332,1647,1209,0,457.8418274,17.7580776,0,9740,7792,974,974,0,0,13635.9997559,860220,1.16249446380611,23646,five22731,0.159507357154726,0.607469512195122
837365,9665566,192,1836,90,0,327.0318909,9.3994541,1,43830,974,7792,11688,22402,974,28246.0008545,841878,1.30780627178188,25585,five22734,0.160323772054802,1
838293,9665566,606,1381,371,0,343.3495483,10.0795889,1,70128,17532,22402,13636,13636,2922,50648,823208,1.25936900245663,26265,five22735,0.0949295832683555,1
839220,9665566,90,536,647,0,341.3574524,1.6558497,1,41882,18506,0,0,23376,0,43829.998291,822725,1.21093173313137,26960,five22736,0.0784217206764658,1
843858,9665566,1534,349,2083,0,379.0252991,23.8744431,1,974,0,0,0,974,0,26298.0004273,834249,0,29592,five22741,0.255254810456154,1
844785,9665566,1690,997,2377,0,288.3469849,9.4986925,1,0,0,0,0,0,0,26298.0004273,860220,0,28811,five22742,0.185408462309316,1
845713,9665566,2190,1654,2948,0,240.9249878,1.8385926,1,0,0,0,0,0,0,27271.9995652,834413,0,28039,five22743,0.121464462933382,1
816033,9664638,8245,1394,1243,0,608.9304199,24.4794292,0,1948,0,0,0,1948,0,0,855350,0.339060885276784,18757,five22807,0.117848835539773,0.607469512195122
816961,9664638,9102,1360,982,0,565.3095093,24.9754009,0,8766,0,0,0,8766,0,0,851618,0.484372693252548,18642,five22808,0.123217699832741,0.607469512195122
819743,9664638,11712,2252,1368,0,927.0377197,10.7601299,1,0,0,0,0,0,0,0,834413,1.74374169570917,18572,five22811,0.0400272096421767,1
820671,9664638,12403,1774,1973,0,568.8521118,24.5569744,1,8766,0,0,974,7792,0,0,833439,2.0343653116607,18642,five22812,0.0719783762805236,1
821598,9664638,11487,1641,2577,0,649.7073975,11.9143858,1,0,0,0,0,0,0,0,832465,2.13123985031121,18757,five22813,0.0375817595658742,1
829018,9664638,4360,534,1337,0,280,0.0010372,1,8766,0,0,1948,6818,0,37012,712034,6.44215682025889,21170,five22821,0.00898424325990158,1
829945,9664638,3545,1248,474,0,329.5098267,4.6269217,1,53570,21428,3896,17532,7792,2922,57465.998291,779869,8.0405867079923,21632,five22822,0.00890630125041927,1
832728,9664638,1591,2313,1636,0,321.4237976,5.3872795,1,0,0,0,0,0,0,52595.998291,860220,5.37653689510328,23187,five22825,0.025015233420799,1
833655,9664638,1154,1664,1166,0,438.480011,30.9243488,1,0,0,0,0,0,0,42856.0012818,834413,3.19685977546682,23755,five22826,0.094485385814232,1
834583,9664638,492,934,530,0,323.6324463,15.8488626,1,0,0,0,0,0,0,20454,854376,1.11405719448086,24345,five22827,0.171540771763989,1
835510,9664638,67,424,84,0,278.8776245,0.9315151,1,12662,974,974,0,10714,0,18506,735893,1.11405719448086,24955,five22828,0.0895112316317588,1
836438,9664638,636,540,692,0,297.1830139,3.6762035,1,18506,0,0,0,6818,11688,31167.9993286,860220,1.16249446380611,25585,five22829,0.106585672719957,1
837365,9664638,408,1158,977,0,280,0.0003994,1,14610,0,0,8766,5844,0,29220.0002441,855350,1.21093173313137,26233,five22830,0.108582671578919,1
838293,9664638,300,993,1252,0,341.9848328,7.4197907,1,37986,24350,0,2922,10714,0,41882.001709,840904,1.25936900245663,26896,five22831,0.0955061015798582,1
839220,9664638,483,152,1537,0,267.2854919,3.3208766,1,9740,0,0,2922,6818,0,39934.001709,833275,1.21093173313137,27575,five22832,0.0850255192642008,1
842930,9664638,2674,1259,2970,0,473.4819336,21.184515,1,974,0,0,0,974,0,7792.0002136,851618,0,30423,five22836,0.316262247358434,1
843858,9664638,2462,1243,3009,0,409.0431519,17.584446,1,3896,3896,0,0,0,0,7792.0002136,851618,0,30096,five22837,0.292704698680237,1
844785,9664638,2563,1656,3220,0,283.9200134,2.8527417,1,2922,0,0,974,0,1948,7792.0002136,860220,0,29329,five22838,0.207459388111546,1
845713,9664638,2948,2312,3661,0,240,0,1,1948,0,0,0,0,1948,8766,860220,0,28571,five22839,0.176157932971583,1
818816,9663711,11148,1647,1623,0,753.6102295,13.1739473,1,1948,0,0,1948,0,0,0,834413,0.968745386505096,19477,five22904,0.0591833828007481,1
819743,9663711,12012,1621,2076,0,830.7686768,15.7769785,1,1948,0,0,974,0,974,974,860220,1.21093173313137,19499,five22905,0.0546757490626124,1
