x,y,A128,A129,A130,A347,A361,A362,PMI,fl.5yr.postPML,fl.yr1,fl.yr2,fl.yr3,fl.yr4,fl.yr5,fl.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,id,distance,weights
819743,9672986,11753,5252,5659,1,1485.2702637,14.6550436,1,974,0,0,0,0,974,0,834413,0.836996013940403,2932,three21904,0.0256254236806264,1
820671,9672986,12661,5838,5499,1,1183.0192871,23.7236176,1,0,0,0,0,0,0,0,851618,0.635496973547343,3824,three21905,0.0657184612800577,1
821598,9672986,13573,6505,5351,1,957.6372681,6.6691442,1,0,0,0,0,0,0,0,860220,0.619997047363262,4729,three21906,0.0606956116582937,1
822525,9672986,14487,7230,5203,1,904.1500244,5.8942695,1,0,0,0,0,0,0,0,851618,0.588997194995098,5641,three21907,0.0768638069563148,1
824380,9672986,13332,7260,4907,1,824.9474487,9.459096,0,0,0,0,0,0,0,0,851618,0.557997342626935,7477,three21909,0.128859921945169,0.607469512195122
843858,9672986,3535,1760,1918,0,281.0812683,2.4887252,0,0,0,0,0,0,0,31168,860220,0.557997342626935,25869,three21930,0.102398045877635,0.607469512195122
844785,9672986,3046,926,2750,0,279.9774475,1.2971801,0,0,0,0,0,0,0,17532.0002136,860220,0.464997785522446,25518,three21931,0.0964512607317511,0.607469512195122
845713,9672986,2646,308,2694,0,280.0023193,0.3059134,0,4870,0,0,4870,0,0,31168.0006104,856324,0.387498154602038,24643,three21932,0.0588964579311344,0.607469512195122
848495,9672986,1930,1012,1842,0,250.7084351,1.2609535,1,0,0,0,0,0,0,28245.9995118,860220,0.294498597497549,22045,three21935,0.0647678558375473,1
849422,9672986,1387,1923,1566,0,280.0331726,1.3765087,1,0,0,0,0,0,0,19479.9991302,860220,0.309998523681631,21190,three21936,0.0812863150247544,1
850350,9672986,1321,2813,1557,0,365.5419006,11.9196243,1,0,0,0,0,0,0,8766,834413,0.325498449865712,20341,three21937,0.119795309287621,1
851277,9672986,1502,3175,1945,0,641.2133789,25.1559658,1,0,0,0,0,0,0,974,825811,0.340998376049794,19499,three21938,0.136011186972809,1
852205,9672986,2082,3630,2130,0,790.0604858,17.5840702,1,0,0,0,0,0,0,974,843015,0.325498449865712,18665,three21939,0.0890303695579879,1
853132,9672986,2737,4221,2348,0,660.8158569,20.5165844,1,0,0,0,0,0,0,0,851618,0.309998523681631,17840,three21940,0.107081489185906,1
854060,9672986,2184,4901,2244,0,449.3387451,17.8865108,1,0,0,0,0,0,0,2922,843015,0.294498597497549,17026,three21941,0.112562983919133,1
854987,9672986,1320,5649,1328,0,608.8473511,25.0479717,1,0,0,0,0,0,0,9739.9996643,851618,0.247998818945305,16224,three21942,0.132113636780029,1
820671,9672058,12503,6552,4582,1,1259.0750732,28.5733261,1,0,0,0,0,0,0,0,825811,0.821496087756322,4147,three22013,0.0884495856080551,1
821598,9672058,13425,7152,4434,1,980.4822388,6.7847443,1,0,0,0,0,0,0,0,834413,0.80599616157224,4994,three22014,0.0727563864716578,1
822525,9672058,13959,6858,4285,1,867.6904297,7.8235097,1,0,0,0,0,0,0,0,843015,0.774996309204077,5865,three22015,0.0963970031468812,1
823453,9672058,13280,6552,4137,1,800,8.23e-05,1,0,0,0,0,0,0,0,851618,0.759496383019995,6752,three22016,0.0930744427881588,1
824380,9672058,12632,6343,3990,1,787.2231445,10.3005371,1,0,0,0,0,0,0,0,851618,0.774996309204077,7648,three22017,0.147497886656423,1
825308,9672058,12023,6243,3842,1,800,0,1,0,0,0,0,0,0,0,851618,0.774996309204077,8550,three22018,0.121861564129744,1
835510,9672058,6584,7598,5701,1,1006.3689575,10.4423094,0,0,0,0,0,0,0,974,834413,0.464997785522446,18269,three22029,0.348375019984445,0.607469512195122
836438,9672058,6484,7031,4810,1,981.7642212,28.9683285,0,0,0,0,0,0,0,974,851618,0.557997342626935,19120,three22030,0.588830632067187,0.607469512195122
837365,9672058,6278,6538,3923,1,951.5740356,22.307642,0,0,0,0,0,0,0,974,834413,0.60449712117918,19978,three22031,0.586252667095194,0.607469512195122
838293,9672058,5865,6105,3035,1,752.6306152,6.6682463,0,0,0,0,0,0,0,2922,851618,0.666496825915506,20842,three22032,0.573684739492618,0.607469512195122
839220,9672058,5330,5769,2144,1,535.144043,23.270916,0,0,0,0,0,0,0,1948,860220,0.712996604467751,21711,three22033,0.812594622723459,0.607469512195122
840148,9672058,4916,5416,1281,1,542.7913818,34.9930649,0,0,0,0,0,0,0,26298,860220,0.743996456835914,22585,three22034,0.832519056219077,1.82240853658537
845713,9672058,1784,1101,1802,0,279.0854187,1.7203672,0,0,0,0,0,0,0,36038.0008545,860220,0.356498302233875,24973,three22040,0.0808538577217384,3.03734756097561
846640,9672058,1590,426,1527,0,257.0480042,0.9548413,0,0,0,0,0,0,0,44804,851618,0.294498597497549,24114,three22041,0.0572944307841701,1.21493902439024
847567,9672058,1590,308,1243,0,240.9680481,0.7729745,1,0,0,0,0,0,0,53569.9987793,846748,0.247998818945305,23261,three22042,0.0444120914920036,1
848495,9672058,1298,900,958,0,240.7552795,1.2745861,1,974,0,0,974,0,0,45778,850644,0.263498745129386,22413,three22043,0.0556933372061125,1
849422,9672058,615,1611,674,0,257.9077148,0.8838001,1,0,0,0,0,0,0,36038.0008545,851618,0.263498745129386,21572,three22044,0.0702350880122111,1
850350,9672058,394,2028,697,0,363.4781799,12.0981789,1,0,0,0,0,0,0,12662,860220,0.278998671313468,20739,three22045,0.141188604241591,1
851277,9672058,774,2340,1113,0,492.3903503,26.4257946,1,0,0,0,0,0,0,3896,843015,0.278998671313468,19913,three22046,0.185281178539805,1
852205,9672058,1594,2906,1201,0,613.3566895,22.4579983,1,0,0,0,0,0,0,0,860220,0.263498745129386,19097,three22047,0.157839386386564,1
853132,9672058,1826,3594,1555,0,441.8776855,22.125536,1,0,0,0,0,0,0,0,834413,0.247998818945305,18292,three22048,0.154994678008628,1
854060,9672058,2073,4368,1950,0,352.8927612,14.4836388,1,0,0,0,0,0,0,2922,860220,0,17499,three22049,0.130165817497327,1
854987,9672058,1516,5194,1176,0,557.8356323,24.6288681,1,0,0,0,0,0,0,9739.9995652,860220,0,16720,three22050,0.151184827738682,1
820671,9671131,12412,6972,3665,1,1188.8765869,28.4314327,1,0,0,0,0,0,0,0,791402,0.914495644860811,4637,three22119,0.112993591192433,1
821598,9671131,13341,6458,3517,1,957.7780762,3.2356672,1,0,0,0,0,0,0,0,825811,0.883495792492648,5408,three22120,0.0749290498564206,1
822525,9671131,13357,6010,3368,1,966.1519775,9.1665926,1,0,0,0,0,0,0,0,825811,0.852495940124485,6221,three22121,0.0981908381703765,1
823453,9671131,12646,5663,3220,1,852.5437622,8.464982,1,0,0,0,0,0,0,0,834413,0.852495940124485,7063,three22122,0.122756799064349,1
824380,9671131,11964,5430,3072,1,780.6953125,15.8091593,1,0,0,0,0,0,0,0,825811,0.883495792492648,7924,three22123,0.178540719932706,1
825308,9671131,11319,5314,2924,1,711.2716675,2.7265425,1,0,0,0,0,0,0,0,843015,0.945495497228974,8798,three22124,0.153334727652385,1
826235,9671131,10715,5343,2855,1,721.2705078,3.5973775,1,0,0,0,0,0,0,41882,851618,0.960995423413055,9683,three22125,0.0794170747901962,1
827163,9671131,10120,5526,3058,1,790.9281616,10.0511684,1,0,0,0,0,0,0,42856,851618,0.929995571044892,10574,three22126,0.099884780536913,1
828090,9671131,9534,5852,3494,0,885.0324707,7.8982763,1,0,0,0,0,0,0,42855.9995118,859246,0.852495940124485,11472,three22127,0.00721576299442911,1
829018,9671131,9021,6277,3962,0,966.6675415,12.674015,1,0,0,0,0,0,0,42855.9995118,860220,0.743996456835914,12374,three22128,0.00871315987140419,1
836438,9671131,5555,6288,4541,1,757.6868286,10.6634121,0,0,0,0,0,0,0,973.9999924,860220,0.619997047363262,19499,three22136,0.501452268896381,1.21493902439024
837365,9671131,5422,5741,3652,1,909.4729614,16.341917,0,0,0,0,0,0,0,973.9999924,851618,0.650996899731425,20341,three22137,0.564056201173059,0.607469512195122
838293,9671131,5044,5273,2761,1,649.6921387,27.2697105,0,0,0,0,0,0,0,2922,843015,0.681996752099588,21190,three22138,0.754357409096242,1.82240853658537
839220,9671131,4560,4887,1870,1,569.1295166,17.7666969,0,0,0,0,0,0,0,1947.9999847,860220,0.697496678283669,22045,three22139,0.775547136039399,1.82240853658537
846640,9671131,660,975,635,0,254.0188141,3.6609011,1,0,0,0,0,0,0,49673.998291,851618,0.309998523681631,24486,three22147,0.0786463087736126,1
847567,9671131,660,381,351,0,247.0782013,0.581449,1,0,0,0,0,0,0,56491.9987793,831491,0.247998818945305,23646,three22148,0.0514009410766196,1
848495,9671131,517,390,84,0,240,0,1,14610,974,0,0,3896,9740,49674.0012208,837171,0.232498892761223,22813,three22149,0.05715794244036,1
849422,9671131,30,976,182,0,231.5122986,5.2640824,1,2922,0,2922,0,0,0,39933.9986573,774198,0.247998818945305,21987,three22150,0.0646720174279796,1
850350,9671131,335,1113,108,0,283.959259,16.3382263,1,1948,0,1948,0,0,0,14610.0002136,860220,0.216998966577142,21170,three22151,0.178509504367049,1
851277,9671131,335,1592,295,0,366.174408,16.6163769,1,0,0,0,0,0,0,3896,834413,0,20362,three22152,0.180409109618798,1
852205,9671131,713,2296,276,0,368.3891602,13.2584686,1,0,0,0,0,0,0,0,860220,0,19565,three22153,0.186754493917341,1
853132,9671131,930,3116,870,0,285.8385315,9.8639183,1,0,0,0,0,0,0,0,851618,0,18780,three22154,0.157919460798525,1
854060,9671131,1194,3984,1020,0,425.4463501,10.9961758,1,0,0,0,0,0,0,974,834413,0,18008,three22155,0.129832694178724,1
854987,9671131,960,4875,708,0,481.7582397,18.8184662,1,0,0,0,0,0,0,7792,843015,0,17252,three22156,0.152286342019734,1
817888,9670203,9600,6979,4018,1,1383.848877,10.3036861,0,0,0,0,0,0,0,0,825811,1.58099247077632,3824,three22220,0.044779798502739,0.607469512195122
821598,9670203,13262,5675,2600,1,1000,0,1,0,0,0,0,0,0,0,825811,0.914495644860811,5938,three22224,0.0760123868951053,1
822525,9670203,12795,5183,2452,1,1041.1419678,10.9862051,1,0,0,0,0,0,0,0,834413,0.883495792492648,6688,three22225,0.115747379532432,1
823453,9670203,12050,4785,2303,1,940.977356,12.100297,1,0,0,0,0,0,0,0,817209,0.883495792492648,7477,three22226,0.136904805555924,1
824380,9670203,11333,4524,2155,1,784.519165,7.7119455,1,0,0,0,0,0,0,0,843015,0.929995571044892,8295,three22227,0.166473658139905,1
825308,9670203,10649,4385,2007,0,694.7765503,4.4086299,1,0,0,0,0,0,0,0,851618,1.02299512814938,9134,three22228,0.0157255460332226,1
826235,9670203,10005,4420,1928,0,702.2709961,5.7014828,1,974,974,0,0,0,0,26298,843015,1.11599468525387,9989,three22229,0.0100959008955675,1
827163,9670203,9409,4639,2214,0,797.8375854,2.0460289,1,0,0,0,0,0,0,32141.9995652,851618,1.11599468525387,10855,three22230,0.00797170418467943,1
828090,9670203,8808,5020,2696,0,800,0,1,0,0,0,0,0,0,33115.9995652,842041,1.03849505433346,11731,three22231,0.0076391418995223,1
829018,9670203,8251,5508,3170,0,800.5689697,3.1537426,1,0,0,0,0,0,0,32141.9995652,843015,0.929995571044892,12615,three22232,0.00977944051357055,1
829945,9670203,7732,5834,3653,0,719.1261597,19.318531,1,0,0,0,0,0,0,32142,851618,0.759496383019995,13504,three22233,0.0214025727602699,1
833655,9670203,5463,6271,5461,1,915.5,9.0044184,0,0,0,0,0,0,0,0,825811,0.542497416442854,17101,three22237,0.294336298830343,1.21493902439024
837365,9670203,4592,4980,3379,1,636.7161255,18.6175728,0,2922,0,0,0,0,2922,973.9999924,860220,0.666496825915506,20739,three22241,0.667703564226357,0.607469512195122
838293,9670203,4212,4461,2489,1,497.5061646,14.5403824,0,0,0,0,0,0,0,7792,860220,0.650996899731425,21572,three22242,0.693354908599178,1.21493902439024
846640,9670203,247,1660,218,0,260,-0.0073831,1,0,0,0,0,0,0,71102.0009766,850644,0.387498154602038,24886,three22251,0.0549850431239643,1
847567,9670203,270,807,361,0,252.0501251,0.8611007,1,12662,0,974,6818,0,4870,59413.9990234,821751,0.294498597497549,24060,three22252,0.0522140955572582,1
849422,9670203,566,127,1063,0,238.9134979,1.0052933,1,6818,0,0,0,974,5844,42856.001709,529440,0,22432,three22254,0.0176161025232025,1
851277,9670203,361,1043,600,0,249.4242249,14.7884035,1,8766,0,0,8766,0,0,3896,851618,0,20842,three22256,0.187604144612869,1
852205,9670203,134,1948,424,0,310.3385315,9.4321251,1,15584,15584,0,0,0,0,0,524734,0,20064,three22257,0.0585340539218017,1
853132,9670203,212,2869,90,0,332.1106262,13.7762566,1,974,0,974,0,0,0,0,843015,0,19299,three22258,0.200553433300367,1
854060,9670203,420,3794,90,0,330.3618774,11.3672495,1,1948,0,0,0,1948,0,0,851618,0,18549,three22259,0.194975514942364,1
854987,9670203,201,4721,90,0,369.3903198,10.54778,1,0,0,0,0,0,0,5844,860220,0,17816,three22260,0.173150685516254,1
821598,9669276,13075,4936,1682,1,1198.708252,2.552896,1,0,0,0,0,0,0,0,834413,0.960995423413055,6558,three22326,0.083267734886034,1
822525,9669276,12277,4388,1535,1,1017.552002,15.536768,1,0,0,0,0,0,0,0,851618,0.945495497228974,7243,three22327,0.167844961863351,1
823453,9669276,11500,3931,1388,1,891.2706299,6.3090768,1,0,0,0,0,0,0,0,808606,0.945495497228974,7978,three22328,0.13485991750844,1
824380,9669276,10746,3616,1239,0,792.4320068,12.9250631,1,0,0,0,0,0,0,1948,843015,0.960995423413055,8749,three22329,0.0181746601300523,1
825308,9669276,10022,3456,1090,0,645.9024658,7.1359062,1,0,0,0,0,0,0,3896,851618,1.05399498051755,9548,three22330,0.0193833900630749,1
826235,9669276,9334,3501,1006,0,641.8005981,9.406538,1,1948,0,0,0,1948,0,5844,860220,1.19349431617428,10369,three22331,0.0236395337837389,1
828090,9669276,8106,4227,1905,0,792.3665161,8.1273375,1,0,0,0,0,0,0,10714.0003052,834413,1.19349431617428,12057,three22333,0.018263028474831,1
829018,9669276,7517,4658,2377,0,799.1062622,0.7236803,1,0,0,0,0,0,0,8765.9998169,860220,1.10049475906979,12918,three22334,0.0176842309472772,1
829945,9669276,6956,4963,2861,0,600,0,1,0,0,0,0,0,0,6817.9997559,843015,0.898995718676729,13787,three22335,0.0231124567685049,1
830873,9669276,6423,5387,3345,1,751.9762573,15.4467478,1,0,0,0,0,0,0,4870,834413,0.681996752099588,14664,three22336,0.363190782726023,1
834583,9669276,4215,5136,4241,0,717.5927124,16.5748272,0,0,0,0,0,0,0,1948,825811,0.588997194995098,18222,three22340,0.0573775735692094,0.607469512195122
846640,9669276,1026,1171,1106,0,250.4796753,1.9104998,1,0,0,0,0,0,0,106166.001709,860220,0.40299808078612,25315,three22353,0.0229094496579626,1
847567,9669276,1200,1065,840,0,237.9527893,2.6211796,1,974,0,0,0,0,974,80841.998291,832465,0.309998523681631,24503,three22354,0.0356397803102646,1
848495,9669276,1292,804,42,0,227.5440216,1.2764306,1,974,0,0,0,974,0,59414.0009766,857298,0,23700,three22355,0.0648175464365787,1
849422,9669276,1426,626,724,0,219.8892365,0.6975853,1,2922,0,0,0,0,2922,39933.9995118,860220,0,22907,three22356,0.0738612798685427,1
851277,9669276,1290,990,1530,0,310.5671082,8.3934097,1,0,0,0,0,0,0,3896,860220,0,21352,three22358,0.130492088596429,1
852205,9669276,1047,1888,1106,0,306.806488,18.7160053,1,3896,0,0,0,3896,0,0,860220,0,20593,three22359,0.211091632695217,1
819743,9668348,11224,5494,1400,1,1180.4576416,2.8308904,0,0,0,0,0,0,0,0,817209,0.976495349597137,6221,three22423,0.0905029280065895,0.607469512195122
822525,9668348,11811,3626,618,1,1039.3902588,34.8442841,1,0,0,0,0,0,0,13636,851618,1.0074952019653,7869,three22426,0.258928079682148,1
823453,9668348,11000,3107,474,1,976.6098022,18.1722908,1,0,0,0,0,0,0,13636,825811,0.945495497228974,8550,three22427,0.169945269334439,1
824380,9668348,10209,2722,330,0,796.1403198,20.0497036,1,0,0,0,0,0,0,15584,851618,0.898995718676729,9274,three22428,0.0211888654059003,1
825308,9668348,9444,2528,180,0,626.336853,10.8650646,1,0,0,0,0,0,0,15584.0001068,860220,0.991995275781218,10032,three22429,0.0212912951486412,1
826235,9668348,8711,2590,150,0,537.3756714,23.4878159,1,0,0,0,0,0,0,14610.0002136,860220,1.20899424235836,10816,three22430,0.0407991196920617,1
827163,9668348,8019,2943,630,0,608.8569946,10.5996618,1,0,0,0,0,0,0,19479.9997559,851618,1.36399350419918,11621,three22431,0.0218730270967863,1
828090,9668348,7380,3491,1113,0,628.324585,8.837286,1,0,0,0,0,0,0,19480.0004273,851618,1.34849357801509,12443,three22432,0.0220884874723159,1
829018,9668348,6825,3775,1580,0,565.4202881,32.2794609,1,0,0,0,0,0,0,22401.9993286,855350,1.28649387327877,13279,three22433,0.0536985326675191,1
829945,9668348,6207,4119,2068,1,603.9516602,2.403837,1,0,0,0,0,0,0,15583.9997559,851618,1.11599468525387,14126,three22434,0.25555137978527,1
830873,9668348,5670,4618,2552,1,663.7382813,5.203917,1,0,0,0,0,0,0,4870,834413,0.836996013940403,14983,three22435,0.327623803174738,1
831800,9668348,5118,5154,3060,1,662.109314,10.5719204,1,0,0,0,0,0,0,0,843015,0.619997047363262,15848,three22436,0.436058729658403,1
846640,9668348,1574,256,1908,0,228.9876251,0.8571671,0,2922,0,2922,0,0,0,101295.9990234,860220,0.387498154602038,25769,three22452,0.0196092064456365,0.607469512195122
849422,9668348,2337,660,241,0,229.0135651,0.6247211,1,9740,0,0,974,1948,6818,35064.0012818,851618,0,23408,three22455,0.0919237054000567,1
817888,9667421,9377,4290,1916,1,1059.2250977,13.7840452,0,0,0,0,0,0,0,973.9999924,860220,0.80599616157224,6558,three22519,0.1390139521497,1.82240853658537
819743,9667421,11234,4714,721,1,1141.0187988,6.5627699,0,0,0,0,0,0,0,0,817209,0.914495644860811,7063,three22521,0.124580700492482,0.607469512195122
821598,9667421,12267,3582,108,0,694.8591309,30.6908379,0,0,0,0,0,0,0,17531.9991302,851618,0.945495497228974,7978,three22523,0.0308949124216951,0.607469512195122
822525,9667421,11413,2974,247,0,594.5999756,22.4396,1,0,0,0,0,0,0,18505.9997559,851618,0.945495497228974,8550,three22524,0.0248282682801947,1
823453,9667421,10572,2347,394,1,1011.4812622,14.0256786,1,0,0,0,0,0,0,19479.9997559,825811,0.867995866308566,9181,three22525,0.132508801272974,1
824380,9667421,9747,1879,543,0,752.2418823,29.7931499,1,0,0,0,0,0,0,22402.0006104,851618,0.759496383019995,9859,three22526,0.0255420466164739,1
825308,9667421,8942,1633,692,0,500.1935425,14.9843531,1,0,0,0,0,0,0,24349.9991302,860220,0.852495940124485,10574,three22527,0.0203823327733324,1
826235,9667421,8164,1727,591,0,471.1364746,12.8406677,1,0,0,0,0,0,0,27272.0002136,858272,1.13149461143795,11321,three22528,0.0201703622857802,1
827163,9667421,7421,2209,108,0,444.7280884,16.7526855,0,0,0,0,0,0,0,31167.9997559,858272,1.36399350419918,12092,three22529,0.0281253448766423,1.21493902439024
828090,9667421,6725,2637,349,0,519.3190918,24.383215,1,0,0,0,0,0,0,39934.0004883,842041,1.50349283985591,12884,three22530,0.0290833118212016,1
829018,9667421,6111,2922,816,0,356.7190552,3.6359899,1,974,0,974,0,0,0,36038.0013428,860220,1.53449269222407,13694,three22531,0.0206121159647612,1
829945,9667421,5536,3345,1302,0,476.0276184,24.3923473,1,0,0,0,0,0,0,28245.9997559,834413,1.45699306130367,14517,three22532,0.0436762973870839,1
830873,9667421,4926,3882,1789,0,582.9088745,25.3301601,1,0,0,0,0,0,0,15584,851618,1.1779943899902,15352,three22533,0.064110523464678,1
831800,9667421,4427,4458,2401,0,591.0986328,24.0760536,1,0,0,0,0,0,0,10714,851618,0.883495792492648,16197,three22534,0.0754522170673682,1
832728,9667421,3844,4256,3159,0,654.7166138,13.2737856,0,0,0,0,0,0,0,974,851618,0.697496678283669,17051,three22535,0.0584591140557881,0.607469512195122
838293,9667421,1803,2359,1376,0,361.9294739,3.2262263,0,0,0,0,0,0,0,76945.9973755,860220,0.635496973547343,22298,three22541,0.027860792098017,0.607469512195122
815106,9666493,6768,2701,313,0,727.9611206,19.963974,0,974,0,0,0,0,974,15583.9996338,847722,0.728496530651832,7648,three22613,0.0195566720749137,0.607469512195122
821598,9666493,11943,2884,1018,0,739.526062,24.7628784,0,0,0,0,0,0,0,17531.9993286,851618,0.852495940124485,8749,three22620,0.0201935975032912,0.607469512195122
822525,9666493,11064,2289,1164,0,446.0739441,12.1138792,1,0,0,0,0,0,0,20454,858272,0.883495792492648,9274,three22621,0.0165967502033794,1
823453,9666493,10194,1663,1312,0,820.1565552,9.8500547,1,0,0,0,0,0,0,31167.9995118,848532,0.821496087756322,9859,three22622,0.00766500663461781,1
824380,9666493,9336,1065,1459,0,659.3319092,32.6254768,1,2922,0,0,0,2922,0,22401.9997559,834413,0.666496825915506,10493,three22623,0.0238170833059616,1
825308,9666493,8492,721,1608,0,351.7331238,15.3083105,1,974,0,0,0,0,974,31167.9997559,851618,0.712996604467751,11168,three22624,0.0162214237492968,1
826235,9666493,7669,900,1384,0,406.9415283,8.5387669,1,0,0,0,0,0,0,36037.9986573,860220,1.0074952019653,11877,three22625,0.0128006778658063,1
829018,9666493,5432,2066,30,0,331.0595398,2.7580957,1,5844,0,0,0,5844,0,100321.9973145,842041,1.81349136353754,14157,three22628,0.00500890098287314,1
829945,9666493,4802,2588,510,0,355.0239258,4.6269951,1,2922,0,0,974,0,1948,123697.9991455,851618,1.82899128972162,14955,three22629,0.00346088917669116,1
830873,9666493,4221,3144,1092,0,444.5619202,7.6931376,1,0,0,0,0,0,0,107139.9991455,860220,1.56549254459223,15767,three22630,0.00586933700872684,1
816033,9665566,7912,2294,351,0,676.4013672,11.5432739,0,5844,0,2922,0,0,2922,13635.9995652,851618,0.666496825915506,8398,three22711,0.0168514905782875,0.607469512195122
816961,9665566,8802,2274,90,0,715.6994019,9.919322,0,0,0,0,0,0,0,1948,860220,0.712996604467751,8347,three22712,0.0209471940707043,0.607469512195122
823453,9665566,9890,1033,2229,0,393.1717224,16.6119652,1,0,0,0,0,0,0,29219.9995118,843015,0.836996013940403,10574,three22719,0.0130605865651468,1
824380,9665566,9003,361,2377,0,342.7950134,15.9284248,1,4870,0,0,0,0,4870,25323.9997559,824837,0.650996899731425,11168,three22720,0.0138404784866586,1
827163,9665566,6413,579,1693,0,279.930603,0.6107356,1,9740,6818,0,0,2922,0,47725.9987793,837171,1.39499335656734,13181,three22723,0.00804878597972752,1
829945,9665566,4117,1832,134,0,320,0,1,1948,1948,0,0,0,0,146100.0024414,823699,1.93749077301019,15436,three22726,0.00173764886306889,1
830873,9665566,3498,2521,702,0,358.9747009,4.5362339,0,0,0,0,0,0,0,118827.9980469,860220,1.73599173261713,16224,three22727,0.00466896681922644,1.21493902439024
816961,9664638,9102,1360,982,0,565.3095093,24.9754009,0,0,0,0,0,0,0,4870,851618,0.728496530651832,9274,three22808,0.0307415159087524,0.607469512195122
776151,9661856,872,67,3590,0,1087.7098389,19.9338036,0,5844,0,1948,974,0,2922,10713.9995652,812339,0.340998376049794,1854,three23043,0.00221318264296058,1.21493902439024
778934,9626612,7344,1451,597,0,915.505188,9.8863564,0,974,974,0,0,0,0,31168.0002136,825811,0.60449712117918,3824,three26585,0.00338783222844884,0.607469512195122
843858,9775936,1626,1530,569,1,995.4343872,3.8550541,0,6818,1948,0,0,3896,974,37985.9997559,843826,0,7869,four4016,0.0689351487916666,0.607469512195122
856842,9775936,10816,948,10072,1,851.5861816,14.8689451,0,0,0,0,0,0,0,973.9999924,834413,0.242186346626274,13376,four4030,0.0489927671071213,0.607469512195122
861480,9773154,11066,3911,5493,1,949.6066895,4.6338234,0,0,0,0,0,0,0,974,817209,0.629684501228313,10574,four4311,0.0759732961031085,1.21493902439024
863335,9773154,12510,3494,3711,1,674.7579956,8.6709747,0,0,0,0,0,0,0,24349.9997559,859246,0.629684501228313,10244,four4313,0.105176596873452,0.607469512195122
860552,9772226,9776,2759,6623,1,1177.7486572,43.8556213,0,0,0,0,0,0,0,0,817209,0.726559039878822,9989,four4409,0.13797385255433,0.607469512195122
865190,9769444,12497,2079,3007,1,635.3082886,12.4016628,0,0,0,0,0,0,0,12662.0001068,860220,0.532809962577803,6558,four4725,0.0965967632096944,0.607469512195122
866117,9769444,13388,1315,2221,1,604.3622437,6.9726434,0,0,0,0,0,0,0,28246.0004273,843015,0.532809962577803,6752,four4726,0.0617661751386611,0.607469512195122
866117,9768516,13162,917,1766,1,634.4780273,3.1019273,0,0,0,0,0,0,0,33116.0004273,851618,0.581247231903058,5865,four4837,0.0452206796229783,0.607469512195122
863335,9767589,10244,42,4046,1,746.0092163,13.2194014,0,0,0,0,0,0,0,31168.0006104,848696,0.532809962577803,4729,four4948,0.0283815419839972,0.607469512195122
862407,9766661,9197,1336,2925,1,663.9452515,3.7527666,0,5844,0,0,974,974,3896,32142.0004883,847722,0.242186346626274,4147,four5062,0.0329835428253728,0.607469512195122
864262,9765734,11010,863,2546,1,644.2503052,1.3256738,0,3896,974,0,0,0,2922,49673.998291,860220,0.339060885276784,2782,four5186,0.0177385850345456,0.607469512195122
859625,9763879,6646,1060,494,1,735.6161499,24.6161842,0,7792,0,0,0,0,7792,10714.0001068,834413,0,4729,four5439,0.170864598867907,1.21493902439024
880029,9761096,27185,558,402,0,500,0,0,4870,974,0,0,0,3896,30194.0002441,841878,0.774996309204077,15875,four5857,0.0142301560375042,0.607469512195122
859625,9759242,8958,2535,4957,1,1083.5910645,24.6514187,0,0,0,0,0,0,0,973.9999924,842041,0,5938,four6112,0.0817903487237907,0.607469512195122
860552,9759242,9661,2530,4698,1,980.050293,18.7245388,0,0,0,0,0,0,0,2922.0000534,834413,0,5246,four6113,0.0666980546413495,0.607469512195122
847567,9755532,6731,2372,9706,1,1580.5407715,21.0771999,0,0,0,0,0,0,0,974,843015,1.16249446380611,8798,four6674,0.0183618779119793,1.21493902439024
860552,9754604,12847,5916,8766,1,727.0795288,19.3450146,0,0,0,0,0,0,0,7792,851618,0,9134,four6834,0.0856299371694709,0.607469512195122
859625,9753677,12668,7064,9860,1,884.1843262,5.7030921,0,0,0,0,0,0,0,1948,851618,0,10369,four6981,0.0566859064869334,1.21493902439024
831800,9749967,1620,1818,7166,0,1294.5490723,28.1202831,0,0,0,0,0,0,0,7792,825811,0.726559039878822,7243,four7567,0.00290601482076782,0.607469512195122
862407,9749967,17208,5728,7889,1,590.2539673,3.2093811,0,8766,0,974,0,0,7792,4870.0001068,851618,0.339060885276784,13116,four7600,0.107449663283816,0.607469512195122
863335,9749967,17892,4838,6977,0,539.2215576,7.6395302,0,3896,0,0,2922,974,0,9739.9996643,860220,0.484372693252548,13017,four7601,0.00982349747471783,0.607469512195122
860552,9749039,16639,7750,9866,1,600,-0.0011906,0,0,0,0,0,0,0,1948,851618,0.048437269325255,14398,four7755,0.107812305377782,0.607469512195122
864262,9749039,19206,4385,6248,0,618.6265869,16.1527386,0,0,0,0,0,0,0,9739.9995652,856324,0.726559039878822,13912,four7759,0.0141551590192859,0.607469512195122
866117,9747184,21832,3750,4777,0,474.1530457,5.3638043,0,0,0,0,0,0,0,3896,851618,0.774996309204077,15875,four8084,0.020366756011102,0.607469512195122
865190,9745329,22483,5015,6053,0,504.4489441,15.3116426,0,0,0,0,0,0,0,0,851618,0.678121770553567,17646,four8415,0.0345767358386415,0.607469512195122
866117,9744402,23775,4133,5426,0,522.3123779,2.0593042,0,0,0,0,0,0,0,0,860220,0.581247231903058,18642,four8589,0.0258827567407792,0.607469512195122
