A128,A129,A130,A154,A347,A361,A362,PMI,toPeru.km,fl.5yr.postPML,fl.yr1,fl.yr2,fl.yr3,fl.yr4,fl.yr5,fl.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,id,distance,weights
3463,1374,3614,1,0,275.607056,1.792656,0,7.9244,0,0,0,0,0,0,973.999992,860220,0.387498,21412,five21708,0.25945908882298,0.662797125483693
3191,2190,3390,1,0,297.613983,5.429137,0,7.47759,0,0,0,0,0,0,974,860220,0.387498,20530,five21709,0.267391362319149,0.662797125483693
3170,3035,3386,1,0,499.111908,16.694267,0,7.06348,0,0,0,0,0,0,974,859246,0.387498,19652,five21710,0.273121194162511,1.32559425096739
3274,3918,3621,1,0,641.08905,24.312096,0,6.75216,0,0,0,0,0,0,3896,860220,0.290624,18780,five21711,0.257121884981137,0.662797125483693
1425,6852,1731,1,0,622.442261,23.308233,0,5.64164,0,0,0,0,0,0,3896.000053,834413,0.484373,15352,five21715,0.202685688094194,0.662797125483693
14683,6720,6122,1,1,994.826111,9.886935,0,22.96334,0,0,0,0,0,0,0,817209,0.145312,9989,five21795,0.219562436803784,0.662797125483693
14058,8179,5825,1,1,904.810547,10.132747,1,21.65225,0,0,0,0,0,0,0,860220,0.096875,10816,five21797,0.291088177091116,1
13452,8102,5682,1,1,800,0,1,21.02744,0,0,0,0,0,0,0,834413,0.096875,11321,five21798,0.246616943875957,1
12883,8122,5642,1,1,800,0,1,20.42564,5844,0,0,2922,1948,974,1948,851618,0.096875,11877,five21799,0.268816635902886,1
12358,8243,5748,1,1,800,0,1,19.84895,24350,0,6818,8766,2922,5844,2922.000107,837171,0.048437,12477,five21800,0.268153387943486,1
11783,8025,5997,1,1,930.513611,16.411001,1,19.29962,7792,0,7792,0,0,0,2922.000107,848532,0.048437,13116,five21801,0.386933710666973,1
11193,7638,6359,1,1,800.230957,1.823025,1,18.78005,4870,0,0,0,1948,2922,2922.000107,860220,0.048437,13787,five21802,0.342558538988618,1
10614,7154,6827,1,1,817.072327,16.824808,1,18.29278,0,0,0,0,0,0,2922,860220,0,14487,five21803,0.492341347554823,1
10087,6759,7311,1,1,770.903687,31.548235,1,17.71949,0,0,0,0,0,0,974,860220,0,15211,five21804,0.666623559247876,1
9621,6449,7797,1,1,949.019165,23.090744,1,17.05152,0,0,0,0,0,0,0,851618,0,15956,five21805,0.55502274957453,1
9221,6262,8283,1,1,1206.151489,4.54102,1,16.4088,0,0,0,0,0,0,0,834413,0,16720,five21806,0.311531469480207,1
8873,6210,8023,1,1,1247.431152,31.893549,1,15.79442,0,0,0,0,0,0,0,817209,0.048437,17499,five21807,0.534250110766378,1
3863,721,2347,1,0,304.896301,11.043758,0,9.13462,26298,0,2922,1948,21428,0,4870.000053,850644,0.678122,25230,five21819,0.322021115268693,0.662797125483693
3450,313,3291,1,0,261.948822,1.903367,0,7.97849,0,0,0,0,0,0,4870,829543,0.53281,23463,five21821,0.24976116709016,0.662797125483693
13332,7260,4907,1,1,824.947449,9.459096,0,20.98649,0,0,0,0,0,0,0,851618,0.387498,11621,five21909,0.333808318283334,1.32559425096739
12746,7173,4760,1,1,800,0,1,20.34124,0,0,0,0,0,0,0,860220,0.435935,12092,five21910,0.295816393561704,1
12144,7195,4713,1,1,800,0,1,19.71851,5844,0,0,974,4870,0,1948,843015,0.339061,12615,five21911,0.295338904499809,1
11585,7331,4839,1,1,800,-0.068615,1,19.1205,0,0,0,0,0,0,2922.000107,851618,0.290624,13181,five21912,0.315468966624482,1
11053,7580,5132,1,1,961.767761,9.163575,1,18.54961,7792,0,0,7792,0,0,4869.999908,823535,0.193749,13787,five21913,0.318054785333216,1
10489,7918,5546,1,1,1000.00116,0.026199,1,18.00841,0,0,0,0,0,0,2921.999908,851618,0.096875,14428,five21914,0.288822219750474,1
9883,7985,6033,1,1,935.748901,14.299422,1,17.49967,13636,0,0,1948,11688,0,2922.000053,780852,0.048437,15098,five21915,0.365094266153545,1
9314,7622,6519,1,1,898.904114,33.57021,1,17.02628,0,0,0,0,0,0,974,851618,0,15794,five21916,0.655293701051681,1
8808,7348,7002,1,1,1142.514893,23.825018,1,16.4088,0,0,0,0,0,0,0,851618,0,16513,five21917,0.517368702142915,1
8373,7185,7491,1,1,1259.078613,3.922825,1,15.73987,0,0,0,0,0,0,0,817209,0.048437,17252,five21918,0.290405814281927,1
8005,7140,7751,1,1,1322.676636,15.870324,1,15.09829,0,0,0,0,0,0,0,782800,0.145312,18008,five21919,0.33885691064938,1
11432,6268,3784,1,1,800,0,1,19.03031,0,0,0,0,0,0,2922,843015,0.774996,13376,five22019,0.311924962258492,1
10837,6424,3939,1,1,799.763611,1.476719,1,18.40996,0,0,0,0,0,0,3896.000107,851618,0.629685,13912,five22020,0.351923092043298,1
10292,6707,4293,1,1,851.53833,12.84146,1,17.81632,974,0,0,974,0,0,3895.999908,826130,0.484373,14487,five22021,0.424736656063808,1
9768,7085,4754,1,1,995.702026,5.500152,1,17.25213,2922,2922,0,0,0,0,3895.999908,842852,0.290624,15098,five22022,0.354767355953714,1
9175,7563,5242,1,1,949.976868,0.932054,1,16.72039,0,0,0,0,0,0,2922.000053,851618,0.145312,15739,five22023,0.361504471743448,1
8574,7900,5726,1,1,999.98999,0.059248,1,16.22428,0,0,0,0,0,0,974,860220,0.048437,16408,five22024,0.372872080707721,1
8021,8255,6210,1,1,1154.039795,9.26068,1,15.73987,0,0,0,0,0,0,0,860220,0.048437,17101,five22025,0.412387207356022,1
7542,8110,6698,1,1,1201.581299,10.799214,1,15.09829,0,0,0,0,0,0,0,843015,0.145312,17816,five22026,0.400389921969798,1
7147,8061,7182,1,1,1199.891602,2.959743,1,14.42821,0,0,0,0,0,0,0,834413,0.290624,18549,five22027,0.330221189974204,1
6484,7031,4810,1,1,981.764221,28.968328,0,12.6151,0,0,0,0,0,0,0,851618,0.678122,20842,five22030,0.719606333278545,0.662797125483693
6278,6538,3923,1,1,951.574036,22.307642,0,12.09287,0,0,0,0,0,0,0,834413,0.726559,21632,five22031,0.696710812745282,0.662797125483693
5330,5769,2144,1,1,535.144043,23.270916,0,11.16834,0,0,0,0,0,0,2922,860220,0.823434,23242,five22033,0.858801014548993,0.662797125483693
8467,6716,4445,1,0,915.874512,10.796219,1,15.95698,0,0,0,0,0,0,2922.000053,851618,0.435935,16408,five22129,0.0434033058107254,1
7862,7039,4934,1,1,1051.900024,11.905575,1,15.43635,0,0,0,0,0,0,974,843015,0.242186,17051,five22130,0.480297298609186,1
7267,7460,5418,1,1,1192.200928,3.62841,1,14.95517,0,0,0,0,0,0,0,851618,0.242186,17719,five22131,0.382157087575189,1
6735,7459,5902,1,1,1156.721924,8.303742,1,14.42821,0,0,0,0,0,0,0,843015,0.290624,18409,five22132,0.43387856942715,1
5555,6288,4541,1,1,757.686829,10.663412,0,11.87755,0,0,0,0,0,0,2922,860220,0.871871,21352,five22136,0.665792330478283,0.662797125483693
4560,4887,1870,1,1,569.129517,17.766697,0,10.36955,0,0,0,0,0,0,6818,860220,0.920308,23700,five22139,0.835756029130231,0.662797125483693
7172,6198,4141,1,1,925.378357,19.103582,1,14.66475,0,0,0,0,0,0,974,851618,0.53281,17719,five22234,0.627203981107616,1
6550,6673,4625,1,1,1054.354248,19.369898,1,14.15738,0,0,0,0,0,0,0,843015,0.435935,18363,five22235,0.596440057271987,1
5463,6271,5461,1,1,915.5,9.004418,0,13.11656,0,0,0,0,0,0,0,825811,0.678122,19718,five22237,0.551021185006021,0.662797125483693
4592,4980,3379,1,1,636.716125,18.617573,0,10.57491,7792,0,0,2922,4870,0,2921.999908,860220,1.017183,22642,five22241,0.810370417186444,1.98839137645108
912,283,939,1,0,219.917923,0.478051,0,2.93295,0,0,0,0,0,0,24349.999133,857298,0,21632,five22255,0.304305292796569,0.662797125483693
3344,3679,2220,1,0,453.783508,16.702589,0,9.27481,0,0,0,0,0,0,8766.000152,857298,1.017183,23935,five22344,0.231577989468035,1.32559425096739
1072,646,42,1,0,542.023987,28.330786,0,29.10871,5844,974,974,0,3896,0,6817.999878,802762,1.06562,15296,five22412,0.127008528607513,0.662797125483693
2997,4065,3073,1,0,518.784912,12.535438,0,10.49324,0,0,0,0,0,0,7792.000107,843015,0.968745,22336,five22440,0.159070010691327,0.662797125483693
2770,4071,2790,1,0,437.627319,3.178596,0,9.85925,974,0,974,0,0,0,10714.000103,843015,1.06562,23038,five22441,0.130592525196,1.32559425096739
2935,1982,1265,1,1,804.35498,14.11871,0,27.38817,0,0,0,0,0,0,5844,851618,0.726559,15875,five22512,0.60564613107606,1.32559425096739
3852,2800,1682,1,1,1184.589233,23.684597,0,26.96082,0,0,0,0,0,0,0,817209,0.774996,15794,five22513,0.523827308025881,0.662797125483693
7551,3962,1405,1,1,989.970886,21.075901,0,24.18573,0,0,0,0,0,0,0,851618,0.920308,16010,five22517,0.556401646106881,0.662797125483693
2167,3170,2212,1,0,407.442871,12.596167,0,9.85925,0,0,0,0,0,0,9739.999664,859246,1.017183,22963,five22538,0.220182247021463,0.662797125483693
1875,3177,1935,1,0,378.383392,2.550312,0,9.18159,974,0,0,0,0,974,22402.000431,844800,1.06562,23646,five22539,0.132699308653555,0.662797125483693
60,300,182,1,0,262.599823,2.173508,0,5.24662,15584,974,0,7792,974,5844,33116,493893,1.06562,28811,five22546,0.0653040528665715,0.662797125483693
2022,150,2478,1,0,248.114471,0.96376,1,2.62331,12662,5844,0,0,6818,0,16558.000303,812011,0,26249,five22550,0.316382750386889,1
3067,30,982,0,0,238.281799,0.842803,0,1.85496,5844,0,0,1948,3896,0,6818.000152,729239,0,24696,five22552,0.167229229339257,0.662797125483693
7677,3154,512,1,0,817.94696,14.888251,0,23.64621,6818,0,0,0,0,6818,0,844800,0.484373,16924,five22614,0.075435060409651,1.32559425096739
9479,3405,1025,1,0,932.590149,16.151344,0,22.12386,0,0,0,0,0,0,0,834413,0.678122,16720,five22616,0.0558653282037436,0.662797125483693
6873,1471,900,1,0,325.310913,4.93198,1,14.48771,2922,2922,0,0,0,0,18506.000118,847722,2.712487,18665,five22626,0.0614280954801355,1
6114,1755,416,1,0,391.533722,17.637094,1,13.78799,0,0,0,0,0,0,20454.000246,851454,3.778107,19097,five22627,0.0660394307231089,1
882,339,1633,1,0,240,0,1,3.34408,26298,0,22402,0,1948,1948,34089.999754,850644,0,28314,five22645,0.292815407586997,1
1597,882,2347,1,0,243.610718,1.805187,1,2.62331,7792,4870,2922,0,0,0,34090.001714,843015,0,27529,five22646,0.269578133851997,1
2441,968,3056,1,0,239.888779,0.683228,1,2.07391,0,0,0,0,0,0,12661.999754,860220,0,26752,five22647,0.368594333694506,1
3274,865,2263,1,0,240,0,1,1.31166,4870,4870,0,0,0,0,8765.999756,847722,0,25986,five22648,0.37587116952938,1
3988,917,1555,1,0,229.933884,0.403457,1,0.92748,2922,0,1948,974,0,0,6818.000152,856324,0,25230,five22649,0.399588098177032,1
11480,3010,660,1,0,951.404724,13.562645,0,20.06447,0,0,0,0,0,0,0,834413,1.792179,17646,five22715,0.0378785364325316,0.662797125483693
7260,192,2176,1,0,280.005432,0.0708,1,14.66475,3896,0,0,1948,0,1948,13636.000246,839930,1.743742,19120,five22722,0.0817931469308537,1
5592,873,1206,1,0,330.282166,4.505324,1,13.18197,13636,0,2922,0,9740,974,21427.999394,853402,4.649978,19913,five22724,0.0381663740626176,1
4837,1290,737,1,0,331.812653,1.2389,1,12.47797,17532,0,0,15584,1948,0,37012.000431,848696,6.829655,20362,five22725,0.0122356528977157,1
192,1836,90,1,0,327.031891,9.399454,1,7.24385,43830,974,7792,11688,22402,974,28246.000852,841878,1.307806,25585,five22734,0.216346829814028,1
606,1381,371,1,0,343.349548,10.079589,1,6.55828,70128,17532,22402,13636,13636,2922,50648,823208,1.259369,26265,five22735,0.135621062242838,1
90,536,647,1,0,341.357452,1.65585,1,5.93877,41882,18506,0,0,23376,0,43829.998296,822725,1.210932,26960,five22736,0.139053417120251,1
1080,174,1434,0,0,247.877777,0.995271,0,4.6374,0,0,0,0,0,0,26297.999508,849670,1.06562,28390,five22738,0.142030799666587,0.662797125483693
1824,402,2040,0,0,281.120331,7.35022,1,3.8241,12662,974,4870,0,6818,0,26298.000852,860220,0.968745,29867,five22740,0.177788003560732,1
1534,349,2083,1,0,379.025299,23.874443,1,3.34408,974,0,0,0,974,0,26298.000431,834249,0,29592,five22741,0.472921011342851,1
1690,997,2377,1,0,288.346985,9.498693,1,2.62331,0,0,0,0,0,0,26298.000431,860220,0,28811,five22742,0.385319741997368,1
2190,1654,2948,1,0,240.924988,1.838593,1,2.07391,0,0,0,0,0,0,27271.999561,834413,0,28039,five22743,0.27945147994206,1
2880,1871,3558,0,0,236.82988,1.058843,1,1.31166,0,0,0,0,0,0,5844.000053,860220,0,27278,five22744,0.239353418785614,1
9102,1360,982,1,0,565.309509,24.975401,0,21.73156,8766,0,0,0,8766,0,0,851618,0.484373,18642,five22808,0.172286303838063,1.98839137645108
11712,2252,1368,1,0,927.03772,10.76013,1,19.56522,0,0,0,0,0,0,0,834413,1.743742,18572,five22811,0.0385121515367386,1
12403,1774,1973,1,0,568.852112,24.556974,1,18.78005,8766,0,0,974,7792,0,0,833439,2.034365,18642,five22812,0.0874425226658637,1
11487,1641,2577,1,0,649.707397,11.914386,1,18.00841,0,0,0,0,0,0,0,832465,2.13124,18757,five22813,0.0531605160314084,1
9661,254,3147,0,0,285.949493,6.058165,1,16.51332,974,0,974,0,0,0,0,834413,1.695304,19120,five22815,0.0517146823634542,1
7850,550,3442,0,0,379.333679,7.331089,1,14.95517,0,0,0,0,0,0,12662,860220,1.162494,19652,five22817,0.0542538798035457,1
6951,318,2969,0,0,349.355042,1.903656,1,14.15738,0,0,0,0,0,0,13636,851618,1.646867,19978,five22818,0.0439448765067619,1
5186,30,1997,0,0,295.273499,2.50208,1,12.6151,10714,0,0,4870,4870,974,21428.000606,624064,4.407792,20739,five22820,0.00802880275861212,1
4360,534,1337,1,0,280,0.001037,1,11.87755,8766,0,0,1948,6818,0,37012,712034,6.442157,21170,five22821,0.0087815665998972,1
3545,1248,474,1,0,329.509827,4.626922,1,11.16834,53570,21428,3896,17532,7792,2922,57465.998296,779869,8.040587,21632,five22822,0.00510367658662686,1
2803,2131,362,1,0,348.622253,4.261549,0,10.49324,17532,8766,0,6818,1948,0,64283.998052,851454,7.314028,22123,five22823,0.00749172476057521,1.98839137645108
1591,2313,1636,1,0,321.423798,5.38728,1,9.18159,0,0,0,0,0,0,52595.998296,860220,5.376537,23187,five22825,0.022974837264889,1
1154,1664,1166,1,0,438.480011,30.924349,1,8.55095,0,0,0,0,0,0,42856.001283,834413,3.19686,23755,five22826,0.121809172063508,1
492,934,530,1,0,323.632446,15.848863,1,7.97849,0,0,0,0,0,0,20454,854376,1.114057,24345,five22827,0.308072266630054,1
67,424,84,1,0,278.877625,0.931515,1,7.47759,12662,974,974,0,10714,0,18506,735893,1.114057,24955,five22828,0.167428494322989,1
636,540,692,1,0,297.183014,3.676203,1,7.06348,18506,0,0,0,6818,11688,31167.999333,860220,1.162494,25585,five22829,0.206379901036203,1
408,1158,977,1,0,280,0.000399,1,6.55828,14610,0,0,8766,5844,0,29220.000246,855350,1.210932,26233,five22830,0.190831174523163,1
300,993,1252,1,0,341.984833,7.419791,1,5.93877,37986,24350,0,2922,10714,0,41882.001714,840904,1.259369,26896,five22831,0.16784053670768,1
483,152,1537,1,0,267.285492,3.320877,1,5.24662,9740,0,0,2922,6818,0,39934.001714,833275,1.210932,27575,five22832,0.180850152246072,1
1040,134,1804,0,0,237.757507,4.679696,1,4.6374,3896,974,1948,0,974,0,46751.999026,818829,1.162494,28269,five22833,0.0862465811931983,1
1853,966,2197,0,0,399.114746,22.982651,1,3.93497,0,0,0,0,0,0,20453.999508,859246,1.06562,28975,five22834,0.242972546284421,1
2227,1370,2729,0,0,502.12207,27.487303,1,3.34408,0,0,0,0,0,0,25324,843015,0.920308,29693,five22835,0.215840432088458,1
2674,1259,2970,1,0,473.481934,21.184515,1,2.93295,974,0,0,0,974,0,7792.000213,851618,0,30423,five22836,0.516613014260707,1
2462,1243,3009,1,0,409.043152,17.584446,1,2.62331,3896,3896,0,0,0,0,7792.000213,851618,0,30096,five22837,0.508773458694981,1
2563,1656,3220,1,0,283.920013,2.852742,1,2.07391,2922,0,0,974,0,1948,7792.000213,860220,0,29329,five22838,0.414498103913604,1
2948,2312,3661,1,0,240,0,1,1.31166,1948,0,0,0,0,1948,8766,860220,0,28571,five22839,0.373003252023633,1
11148,1647,1623,1,0,753.610229,13.173947,1,19.71851,1948,0,0,1948,0,0,0,834413,0.968745,19477,five22904,0.073503129347611,1
12012,1621,2076,1,0,830.768677,15.776978,1,19.03031,1948,0,0,974,0,974,974,860220,1.210932,19499,five22905,0.0701536166548507,1
12287,942,2678,1,0,461.059784,23.84067,1,18.29278,9740,0,0,0,7792,1948,974,834413,1.356244,19565,five22906,0.127484510495557,1
11361,778,3284,1,0,328.5961,9.396022,1,17.49967,1948,0,0,0,0,1948,974,820777,1.404681,19674,five22907,0.0938856774550025,1
10436,375,3889,1,0,359,1.426113,1,16.72039,13636,0,0,5844,0,7792,974,828569,1.404681,19827,five22908,0.0778977729864579,1
8588,192,4212,0,0,554.601379,14.222083,1,15.21181,0,0,0,0,0,0,0,834413,1.162494,20256,five22910,0.0629826951459438,1
7666,957,4249,0,0,397.305481,3.875744,1,14.48771,0,0,0,0,0,0,8766,860220,1.162494,20530,five22911,0.0510722094575175,1
6746,1114,3761,0,0,342.719238,3.841455,1,13.69409,0,0,0,0,0,0,9740.000107,860220,1.501555,20842,five22912,0.0540734738825025,1
5830,524,3278,0,0,334.749329,4.430212,1,12.88497,0,0,0,0,0,0,11687.999666,838145,2.567175,21190,five22913,0.0411935569533799,1
4045,241,1682,1,0,279.998535,-0.007349,1,11.32134,9740,0,0,4870,2922,1948,33115.999754,832465,6.054659,21987,five22915,0.0201903629326331,1
3149,1146,819,1,0,322.666077,2.568832,1,10.57491,9740,1948,2922,974,2922,974,53569.999026,824509,7.7984,22432,five22916,0.00749075013639104,1
1490,1320,390,1,0,315.934296,0.805475,1,9.18159,0,0,0,0,0,0,54544.001958,838956,6.19997,23408,five22918,0.0156617193919986,1
960,1418,818,1,0,355.745209,5.187113,1,8.55095,7792,0,0,2922,974,3896,54544.000974,858272,5.473411,23935,five22919,0.0250204234861242,1
276,1302,488,1,0,299.781006,4.885981,1,7.86993,21428,12662,1948,0,1948,4870,41882.000431,851454,3.245297,24486,five22920,0.080737323035756,1
94,445,123,1,0,252.966415,0.687538,1,7.24385,0,0,0,0,0,0,15584,822889,1.162494,25059,five22921,0.245044316197472,1
1317,658,1859,1,0,253.798279,11.948,1,5.8659,10714,1948,0,0,0,8766,27271.999333,860220,1.114057,26896,five22924,0.290963971533053,1
1230,509,2144,1,0,250.389633,3.72168,1,5.24662,0,0,0,0,0,0,42855.998265,817855,1.114057,27544,five22925,0.154845240926823,1
1723,591,2694,0,0,362.793915,4.507366,1,3.93497,0,0,0,0,0,0,32141.999394,860220,1.017183,28886,five22927,0.117628289670287,1
2343,1373,3005,0,0,410.09787,17.785936,1,3.34408,0,0,0,0,0,0,19479.999754,860220,0.920308,29577,five22928,0.211077416024177,1
3092,2212,3487,0,0,324.11792,13.34098,1,2.62331,0,0,0,0,0,0,22402,860220,0,30281,five22929,0.231831016489688,1
3495,2176,3900,1,0,312.370361,10.237045,1,2.07391,0,0,0,0,0,0,3896,860220,0,30997,five22930,0.478936712680442,1
3392,2167,3937,1,0,240.973221,3.785335,1,1.85496,2922,2922,0,0,0,0,3896,851618,0,30620,five22931,0.435694335811313,1
3465,2428,4100,1,0,242.610001,7.439247,1,1.31166,0,0,0,0,0,0,3896,860220,0,29867,five22932,0.46446471251423,1
8414,408,3284,0,0,676.425293,4.715828,0,21.57265,5844,0,0,0,5844,0,10714.000215,851618,0.484373,20488,five22993,0.0326734513972542,0.662797125483693
9162,371,3026,0,0,723.942444,24.053679,0,21.19044,0,0,0,0,0,0,10714.000215,851618,0.387498,20593,five22994,0.0610641876966404,0.662797125483693
10717,384,2530,1,0,439.297668,48.966499,1,19.84895,974,974,0,0,0,0,0,860220,0.726559,20425,five22996,0.368984604795151,1
11538,833,2530,1,0,327.312897,10.015427,1,19.1205,0,0,0,0,0,0,0,825811,0.726559,20404,five22997,0.122603509789992,1
12374,1032,2846,1,0,632.82782,12.069448,1,18.40996,2922,0,0,0,0,2922,974,764458,0.774996,20425,five22998,0.0643905096121376,1
9451,94,4981,0,0,718.105835,3.68058,1,15.43635,0,0,0,0,0,0,974,843015,1.06562,20924,five23002,0.0348174265312805,1
8521,845,5129,0,0,480.671478,31.351088,1,14.66475,0,0,0,0,0,0,0,860220,1.162494,21149,five23003,0.127764988975486,1
7591,1482,5042,0,0,353.799744,6.102458,1,13.91221,0,0,0,0,0,0,14610,860220,1.114057,21412,five23004,0.050360472892174,1
6661,1223,4553,0,0,334.950012,5.691703,1,13.18197,0,0,0,0,0,0,15584,859246,1.356244,21711,five23005,0.0531581285778808,1
5731,361,3727,0,0,433.880341,18.491938,1,12.44346,10714,1948,2922,0,0,5844,15583.999561,859246,2.228114,22045,five23006,0.0676264800056859,1
3902,644,2040,1,0,279.943512,0.684699,1,10.81619,13636,0,7792,1948,0,3896,35063.999561,845774,5.570286,22813,five23008,0.02485237048723,1
2973,1127,1295,1,0,296.654755,2.035019,1,10.03224,24350,0,4870,2922,11688,4870,49674.000431,787170,7.362465,23242,five23009,0.00859031831960072,1
2045,697,831,1,0,289.295868,2.009335,1,9.27481,27272,2922,974,0,2922,20454,55518,852428,7.217153,23700,five23010,0.0124904652202202,1
318,600,150,1,0,265,2.856827,1,7.24385,13636,3896,2922,3896,2922,0,43829.998265,834413,3.003111,25230,five23013,0.0865821915898955,1
1400,84,1422,0,0,253.949387,1.064597,1,5.93877,0,0,0,0,0,0,18506.000431,842041,0.968745,26363,five23015,0.14413309836845,1
1880,256,2063,0,0,258.758484,3.695262,1,5.40809,6818,0,0,6818,0,0,23376.000246,840093,0.871871,26960,five23016,0.138925593138051,1
2236,94,2700,1,0,242.688354,3.838884,1,4.99464,974,0,0,0,0,974,17532.000118,834413,0.920308,27575,five23017,0.276648623971334,1
2212,342,3311,0,0,240.000076,-0.07388,1,3.93497,1948,0,1948,0,0,0,22402.000636,859246,0.871871,28856,five23019,0.14495089624048,1
2549,1098,3577,0,0,422.642334,19.512901,1,3.34408,3896,0,3896,0,0,0,17532,842041,0.823434,29519,five23020,0.21312579932518,1
3018,1880,3862,0,0,310.944611,15.786916,1,2.62331,0,0,0,0,0,0,14610,860220,0,30196,five23021,0.289373708132663,1
3654,2660,4265,0,0,243.611649,3.766012,1,2.07391,974,0,974,0,0,0,13636,860220,0,30886,five23022,0.218203550748037,1
4321,3095,4865,0,0,230.954987,1.021298,1,0.92748,0,0,0,0,0,0,0,859246,0,31163,five23024,0.25563017370162,1
8273,1681,4094,0,0,937.177612,15.646076,0,21.17014,0,0,0,0,0,0,10714.000122,843015,0.53281,21352,five23084,0.0293007516180053,0.662797125483693
11199,402,3449,0,0,684.12561,21.413689,1,19.29962,0,0,0,0,0,0,0,860220,0.678122,21352,five23088,0.0699588154398785,1
11987,84,3449,0,0,557.369385,31.232283,1,18.54961,1948,0,0,0,1948,0,0,843015,0.726559,21332,five23089,0.10486315100768,1
12794,579,3687,1,0,320.133667,1.633296,1,17.81632,0,0,0,0,0,0,974,829543,0.774996,21352,five23090,0.0907543991847738,1
12259,90,4127,0,0,331.983582,16.054554,1,17.1019,0,0,0,0,0,0,1948.000053,854376,0.920308,21412,five23091,0.0807727776801006,1
11331,700,4696,0,0,446.835358,13.698808,1,16.4088,0,0,0,0,0,0,2922.000053,858272,1.017183,21512,five23092,0.0622849248782209,1
10402,543,5300,0,0,470.851196,25.235445,1,15.73987,0,0,0,0,0,0,1948.000053,843015,0.968745,21652,five23093,0.090949690699861,1
9475,989,5901,0,0,701.570312,9.249251,1,14.95517,0,0,0,0,0,0,1948,860220,1.114057,21830,five23094,0.0415895542324244,1
8547,1400,6050,0,0,476.905762,18.684158,1,14.15738,0,0,0,0,0,0,974,842041,1.162494,22045,five23095,0.0749601653004756,1
7621,2130,5799,0,0,320.005829,0.454575,1,13.37631,13636,5844,0,0,1948,5844,12662,859246,1.162494,22298,five23096,0.0430455496816071,1
6695,1675,4936,0,0,321.595093,2.558463,1,12.6151,2922,0,2922,0,0,0,13636.000246,859246,1.259369,22585,five23097,0.0527811492861217,1
5771,1056,4092,0,0,520.875488,6.081242,1,11.87755,0,0,0,0,0,0,13636.000246,851618,1.695304,22907,five23098,0.047260466307129,1
4849,174,3295,0,0,354.308044,13.171758,1,11.16834,5844,0,974,0,0,4870,13636.000246,858272,2.324989,23261,five23099,0.0774006573921642,1
3960,342,2610,1,0,277.912292,0.819863,1,10.36955,19480,0,8766,0,10714,0,22402,854376,3.245297,23646,five23100,0.0770411804411761,1
3049,295,2079,1,0,273.961456,1.432239,1,9.549,19480,0,3896,5844,6818,2922,10714.000103,846748,4.214042,24060,five23101,0.0852285556887563,1
1306,150,1234,0,0,265.943298,1.799034,1,7.97849,3896,0,0,2922,974,0,22401.999333,846584,3.72967,24973,five23103,0.050866595853284,1
1615,268,1463,0,0,280,0,1,5.93877,38960,0,26298,11688,974,0,21427.999561,849670,0.774996,26526,five23106,0.13582891534125,1
2124,127,2100,0,0,309.820587,2.656703,1,5.24662,974,0,0,974,0,0,21428.000215,844800,0.678122,27088,five23107,0.143276804110922,1
2698,644,2737,0,0,280.000946,0.049763,1,4.6374,9740,0,0,0,9740,0,16558,770302,0.581247,27669,five23108,0.11124408216594,1
3077,268,3918,0,0,314.62677,7.289238,1,3.8241,2922,0,0,0,2922,0,11688.000303,829543,0.678122,28886,five23110,0.183415447276009,1
3118,852,4193,0,0,280.002472,0.178781,1,3.34408,1948,974,0,0,974,0,7792.000053,853402,0,29519,five23111,0.217116840357492,1
3396,1606,4468,0,0,305.204559,12.943727,1,2.62331,0,0,0,0,0,0,2922,834413,0,30168,five23112,0.297913292374726,1
3799,2388,4744,0,0,278.986267,1.47664,1,2.07391,0,0,0,0,0,0,0,860220,0,30830,five23113,0.252007036350292,1
4325,3161,5084,0,0,248.824738,2.785568,1,1.31166,1948,0,0,0,1948,0,0,860220,0,31507,five23114,0.259676413111696,1
5790,1358,4689,0,0,612.991638,21.543455,0,21.88933,0,0,0,0,0,0,3895.999908,834413,0.968745,22336,five23173,0.0616268218913474,0.662797125483693
11736,1206,4373,0,0,889.775696,22.770042,1,18.78005,0,0,0,0,0,0,0,851618,0.53281,22278,five23180,0.0521991707305391,1
12490,607,4373,0,0,771.421753,13.955754,1,18.00841,0,0,0,0,0,0,0,843015,0.629685,22259,five23181,0.0438992635496267,1
13267,276,4563,0,0,518.666321,27.627138,1,17.25213,974,0,0,0,974,0,974,814287,0.629685,22278,five23182,0.0833267643691425,1
12346,323,4925,0,0,360.797974,1.735879,1,16.51332,4870,0,0,1948,974,1948,1948.000053,831491,0.774996,22336,five23183,0.0457213448038324,1
11425,1092,5424,0,0,441.453186,18.076599,1,15.79442,0,0,0,0,0,0,1947.999985,834413,0.920308,22432,five23184,0.0683652267562598,1
10505,1465,6007,0,0,635.109558,17.111876,1,15.09829,0,0,0,0,0,0,1947.999985,851618,0.920308,22566,five23185,0.0565333991365228,1
9587,1719,6612,0,0,639.862549,8.987505,1,14.42821,974,0,974,0,0,0,1948.000053,843015,1.06562,22737,five23186,0.040376732475076,1
8672,2173,6968,0,0,469.819092,7.837133,1,13.69409,0,0,0,0,0,0,974,860220,1.162494,22944,five23187,0.0533936229432972,1
