A128,A129,A130,A154,A347,A361,A362,PMI,toPeru.km,fl.5yr.postPML,fl.yr1,fl.yr2,fl.yr3,fl.yr4,fl.yr5,fl.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,id,distance,weights
27913,4640,5261,0,1,938.802734,26.403902,0,50.16118,0,0,0,0,0,0,0,834413,1.017183,24185,two12926,0.0683139690652533,0.662797125483693
30907,4008,4445,0,1,736.175659,23.348989,0,46.64222,0,0,0,0,0,0,1948.000053,860220,0.048437,23408,two13489,0.120038696113645,0.662797125483693
31182,2419,2846,0,1,657.606445,15.633788,0,44.87511,0,0,0,0,0,0,0,860220,0.339061,21889,two13880,0.121556187400832,0.662797125483693
16078,8376,5333,1,1,1167.589478,18.801985,0,47.52829,974,0,0,974,0,0,6818,843015,7.749963,15296,two14493,0.00803363153496383,0.662797125483693
12138,7295,5020,1,1,1855.006958,27.428528,0,38.12836,974,0,0,0,974,0,974,817209,7.749963,4637,two18641,0.00556665423384563,0.662797125483693
14683,5610,3088,1,1,1326.025269,21.352217,0,34.91321,0,0,0,0,0,0,1947.999985,825811,9.639017,7978,two18998,0.00769100879813381,0.662797125483693
10698,1113,3053,1,0,273.362823,6.899587,0,18.78005,0,0,0,0,0,0,10714.000303,860220,1.889054,11621,two19211,0.0500232346427246,1.32559425096739
14721,3823,3276,1,1,1484.198853,20.45438,0,33.50504,0,0,0,0,0,0,1948.000053,843015,5.3281,9181,two19340,0.034586946599592,0.662797125483693
14823,2970,3453,1,1,1655.497192,16.038309,0,32.81761,1948,0,0,0,1948,0,974,722584,4.020293,9859,two19503,0.0247633746267723,0.662797125483693
15744,3370,2589,1,1,1305.200562,21.790775,0,32.19573,0,0,0,0,0,0,974,834413,3.439046,10493,two19504,0.0941402410662118,1.32559425096739
16666,3937,1782,1,1,1143.631592,36.131474,0,31.58885,0,0,0,0,0,0,974,825811,3.245297,11168,two19505,0.184249565066097,0.662797125483693
20331,6163,174,1,1,812.199219,30.368822,0,29.32951,0,0,0,0,0,0,0,834413,6.781218,14157,two19509,0.0840970969576601,0.662797125483693
9044,1523,1247,1,0,269.348572,6.389007,0,17.05152,0,0,0,0,0,0,8765.999664,851618,2.13124,10032,two19543,0.0551790016643161,0.662797125483693
19531,4851,1366,1,1,1090.42981,26.808285,0,29.12348,0,0,0,0,0,0,0,851618,5.957784,13279,two19667,0.0753170366404497,0.662797125483693
11223,516,421,1,0,216.952713,0.872427,0,17.59771,1948,0,0,0,1948,0,21428,841067,5.764035,12615,two19697,0.0117816219868887,1.32559425096739
7599,658,3214,1,0,193.743774,1.260383,0,14.12696,8766,0,6818,1948,0,0,1948,860220,0,5938,two19710,0.113943199754946,0.662797125483693
16102,1930,3748,1,1,1322.966675,31.128944,0,30.83088,0,0,0,0,0,0,0,825811,5.715598,9548,two19817,0.0625804835185076,1.32559425096739
20609,4794,1907,1,1,1170.88501,29.964254,0,27.82442,0,0,0,0,0,0,0,843015,4.746852,13787,two19822,0.104695506702693,1.32559425096739
6965,2305,400,1,0,237.852966,2.228974,0,14.98391,0,0,0,0,0,0,31167.999333,860220,1.210932,7978,two19857,0.0451996875393277,0.662797125483693
7001,540,3738,1,0,189,0,0,12.91831,0,0,0,0,0,0,6818.000053,860220,0,4637,two19865,0.0985123723360468,1.32559425096739
7267,400,4573,1,0,189,0,0,12.6151,0,0,0,0,0,0,9739.999565,851618,0,3934,two19866,0.082535504897214,0.662797125483693
5583,2656,8430,1,1,1738.975464,23.29953,0,37.52573,0,0,0,0,0,0,0,627960,3.245297,5246,two19955,0.0196257527167501,0.662797125483693
7318,2047,1629,1,0,240.228226,1.541654,0,14.66475,0,0,0,0,0,0,15584,860220,1.695304,8550,two20006,0.0524370996088821,0.662797125483693
14082,853,7026,1,1,1199.985718,0.047615,0,30.99784,0,0,0,0,0,0,0,825811,10.607762,6221,two20113,0.00411622716795293,0.662797125483693
6963,708,4690,1,0,230.980408,2.087449,0,12.6151,6818,1948,0,1948,2922,0,8765.999664,860220,1.259369,8798,two20439,0.0740197002042775,2.65118850193477
8143,313,5919,1,0,256.044647,5.337278,0,12.37413,20454,0,3896,2922,0,13636,10713.999561,851618,2.518738,10369,two20577,0.0479907651269745,0.662797125483693
9017,295,3149,1,0,309.229553,5.819195,0,13.2795,1948,0,0,0,0,1948,27272.000606,824837,1.307806,19120,two20967,0.0673983931514651,1.32559425096739
8441,937,2965,1,0,300.003571,-0.003297,0,12.88497,0,0,0,0,0,0,11687.999561,860220,0.629685,19827,two21096,0.119147853628267,0.662797125483693
8123,30,3801,1,0,299.080505,0.992815,0,12.44346,7792,5844,0,0,1948,0,14610.000431,843015,1.307806,20021,two21097,0.0928774225833508,3.97678275290216
7621,1070,2626,1,0,316.397888,3.944271,0,12.05725,0,0,0,0,0,0,7792,860220,0.53281,20739,two21224,0.166522789628801,0.662797125483693
7267,150,3536,1,0,280.423523,1.228538,0,11.6213,7792,6818,0,0,974,0,10714,834413,1.06562,20924,two21225,0.122942565059682,1.32559425096739
1421,1668,1047,1,0,199.042755,0.82777,0,4.99464,21428,0,9740,11688,0,0,27272.000852,550540,0.096875,2623,two21247,0.031113553501452,1.32559425096739
3586,4833,913,1,0,311.944031,5.276604,0,7.47759,0,0,0,0,0,0,19480,860220,4.165605,11731,two21361,0.0368233550009869,0.662797125483693
3274,3911,1243,1,0,272.472595,2.52538,0,7.06348,7792,0,5844,0,0,1948,32141.999508,846584,3.971856,10855,two21362,0.0272481954104963,0.662797125483693
2381,3840,379,1,0,275.226501,2.062284,0,6.22173,974,0,0,0,974,0,22401.999508,856324,3.778107,11206,two21484,0.0443118336915082,0.662797125483693
1932,1980,563,1,0,293.233582,6.900081,0,5.64164,14610,0,0,974,7792,5844,33115.999133,860220,2.179677,9548,two21486,0.0737373810935381,0.662797125483693
13162,4234,8256,1,1,1055.241455,29.954281,0,25.58569,0,0,0,0,0,0,974,834413,2.615613,4147,two21562,0.155532718350426,0.662797125483693
14020,5460,7191,1,1,993.926941,9.479563,0,24.27449,0,0,0,0,0,0,973.999992,834413,2.13124,4729,two21679,0.103862630973719,1.32559425096739
14934,6306,7043,1,1,1012.169495,16.460022,0,23.6098,0,0,0,0,0,0,1947.999992,842041,2.324989,5641,two21680,0.116956434229183,0.662797125483693
3170,3035,3386,1,0,499.111908,16.694267,0,7.06348,0,0,0,0,0,0,0,860220,0.678122,19652,two21710,0.259621501849157,0.662797125483693
3274,3918,3621,1,0,641.08905,24.312096,0,6.75216,0,0,0,0,0,0,0,860220,0.145312,18780,two21711,0.286003821994166,0.662797125483693
11109,3962,6793,1,1,1589.330078,12.59342,0,25.65284,0,0,0,0,0,0,0,782800,3.099985,1854,two21791,0.036264042904793,0.662797125483693
3863,721,2347,1,0,304.896301,11.043758,0,9.13462,3896,0,974,0,0,2922,0,851618,0.435935,25110,two21819,0.367453424308947,0.662797125483693
2373,3915,2777,1,0,795.397827,34.515556,0,5.8659,0,0,0,0,0,0,0,851618,0.096875,19120,two21826,0.350343176762147,1.98839137645108
390,6445,417,1,0,491.56134,17.048393,0,3.70992,17532,0,0,7792,8766,974,974,834413,0.871871,15436,two21943,0.232449023410919,0.662797125483693
174,6831,632,1,0,292.019287,13.898113,0,2.62331,16558,0,7792,0,1948,6818,974,851618,0,15211,two22052,0.340699021036333,1.32559425096739
636,5779,30,1,0,513.762451,18.733292,0,1.85496,0,0,0,0,0,0,0,860220,0,16513,two22157,0.370989910894596,1.98839137645108
5074,6048,5123,1,1,965.868713,18.818998,0,12.47797,0,0,0,0,0,0,0,843015,1.356244,18008,two22238,0.584230254023807,1.32559425096739
4592,4980,3379,1,1,636.716125,18.617573,0,10.57491,0,0,0,0,0,0,0,860220,1.889054,20739,two22241,0.757225251435024,2.65118850193477
4212,4461,2489,1,1,497.506165,14.540382,0,10.03224,0,0,0,0,0,0,0,860220,1.840616,21652,two22242,0.801393585500207,1.32559425096739
3813,4027,1603,1,0,524.243835,5.311414,0,9.549,0,0,0,0,0,0,1948,860220,1.695304,22566,two22243,0.137496336838654,0.662797125483693
4667,5390,4640,1,0,730.952026,10.03248,0,12.44346,0,0,0,0,0,0,4870,860220,1.356244,17326,two22339,0.0645387825740065,1.32559425096739
3344,3679,2220,1,0,453.783508,16.702589,0,9.27481,2922,0,2922,0,0,0,0,860220,1.259369,21830,two22344,0.239793223090605,0.662797125483693
1608,60,1492,1,0,229.218491,6.0329,0,2.07391,4870,0,0,0,4870,0,973.999992,851618,0,22123,two22357,0.479836473113756,6.62797125483693
30,1158,2490,1,0,571.05542,22.957968,0,30.62091,24350,0,1948,7792,14610,0,63309.998778,794160,2.179677,10369,two22409,0.0115542578613242,0.662797125483693
3386,4227,3381,1,0,596.376526,4.876523,0,11.16834,0,0,0,0,0,0,4869.999756,843015,1.114057,18479,two22439,0.0912962135998197,0.662797125483693
60,300,182,1,0,262.599823,2.173508,0,5.24662,20454,10714,0,8766,974,0,8765.999565,507529,2.082803,26768,two22546,0.0804246540755063,0.662797125483693
3627,3823,1910,1,0,524.447876,13.785934,0,11.16834,0,0,0,0,0,0,4870,860220,2.906236,16591,two22631,0.0845604978737213,0.662797125483693
7912,2294,351,1,0,676.401367,11.543274,0,23.03814,6818,3896,0,2922,0,0,11688.000431,851618,1.162494,8398,two22711,0.0373185550597351,0.662797125483693
8802,2274,90,1,0,715.699402,9.919322,0,22.33669,0,0,0,0,0,0,11687.999882,860220,1.210932,8347,two22712,0.0342110829075101,0.662797125483693
3498,2521,702,1,0,358.974701,4.536234,0,11.16834,0,0,0,0,0,0,18506,860220,3.099985,16224,two22727,0.062318142619678,0.662797125483693
7406,1092,1494,1,0,395.155457,35.961494,0,23.18701,0,0,0,0,0,0,18505.999754,860220,1.210932,9458,two22806,0.113257348194784,0.662797125483693
8245,1394,1243,1,0,608.93042,24.479429,0,22.45193,1948,1948,0,0,0,0,21427.999754,857298,1.162494,9321,two22807,0.0544958135168692,0.662797125483693
2207,2250,1221,1,0,319.098785,1.383976,0,9.85925,34090,974,28246,0,3896,974,16558.000246,860220,2.760924,17499,two22824,0.0813314270505527,1.32559425096739
10296,1083,1623,1,0,514.845154,40.63139,0,20.42564,2922,1948,0,0,0,974,15583.999508,851618,1.356244,10244,two22903,0.111476165123345,0.662797125483693
7364,3042,7573,0,0,821.321167,17.552992,0,2.07391,0,0,0,0,0,0,1948,851618,0,25585,two23730,0.113278365200817,0.662797125483693
15267,5815,8436,1,1,669.165527,11.701294,0,77.73703,0,0,0,0,0,0,31167.999561,851618,0.201499,11472,three7288,0.0187729100096707,0.662797125483693
15893,6218,8619,1,1,704.437622,3.598168,0,76.85227,0,0,0,0,0,0,19479.999561,860220,0.263499,12374,three7443,0.0183754037014887,0.662797125483693
17208,5728,7889,1,1,590.253967,3.209381,0,75.67923,974,0,0,974,0,0,16557.999636,851618,0.356498,13116,three7600,0.0235289506254134,0.662797125483693
17228,6899,8984,1,1,586.532288,7.278944,0,75.08584,0,0,0,0,0,0,15583.999754,834413,0.309999,12374,three7756,0.0219960600732149,0.662797125483693
18110,6904,10225,1,1,758.462952,9.883311,0,72.74664,0,0,0,0,0,0,3896,851618,0.232499,10369,three8078,0.0247737991159726,0.662797125483693
19240,6978,8428,1,1,600,-0.03041,0,72.15298,0,0,0,0,0,0,3895.999969,843015,0.371998,10855,three8080,0.02218982318414,0.662797125483693
17891,5831,12226,1,1,865.023193,11.899084,0,72.44448,0,0,0,0,0,0,0,843015,0.418498,9274,three8240,0.0211961352723968,0.662797125483693
18707,4903,12404,1,1,700,0,0,71.56641,0,0,0,0,0,0,0,834413,0.402998,8347,three8408,0.0170875554525457,0.662797125483693
5346,3952,9927,1,0,1599.320923,28.378624,0,77.73703,0,0,0,0,0,0,0,825811,0.371998,8398,three8728,0.00131877746878054,0.662797125483693
20342,3081,12784,1,1,890.117371,6.328759,0,69.81409,0,0,0,0,0,0,973.999992,834413,0.356498,6492,three8756,0.0166232502569118,1.32559425096739
22718,4420,8367,1,1,719.215393,3.272243,0,68.33839,0,0,0,0,0,0,974,860220,0.371998,7978,three8761,0.0256585046000006,1.32559425096739
24465,4194,5731,1,1,586.758484,6.186655,0,67.45788,0,0,0,0,0,0,4870.000152,851618,0.371998,9859,three8764,0.0373334848613999,1.32559425096739
26392,1451,3102,0,1,401.193237,1.686876,0,66.57863,0,0,0,0,0,0,35064,843015,0.371998,12092,three8767,0.0142845609888337,0.662797125483693
4246,3212,7479,1,0,1557.480103,27.521185,1,77.73703,0,0,0,0,0,0,0,817209,0.418498,5865,three8898,0.00151727478526431,1
5113,4128,8382,1,0,1637.709351,20.049568,1,77.43213,0,0,0,0,0,0,0,825811,0.387498,6752,three8899,0.000964221716275527,1
5526,4425,9277,1,0,1743.153198,17.164888,1,77.13716,0,0,0,0,0,0,0,817209,0.371998,7648,three8900,0.000692671626189104,1
20818,2155,13930,1,1,900.064026,0.714256,0,69.22013,0,0,0,0,0,0,973.999992,851618,0.449498,5641,three8928,0.0134417198356764,0.662797125483693
21185,2160,13044,1,1,886.128601,3.245228,0,68.93995,0,0,0,0,0,0,1947.999992,824837,0.294499,5564,three8929,0.0143731948266076,1.32559425096739
23476,3628,8671,1,1,675.473206,11.460366,0,67.45788,0,0,0,0,0,0,973.999992,841067,0.371998,7243,three8934,0.0332985564026574,0.662797125483693
24018,4118,7798,1,1,547.655701,8.144966,0,67.17034,0,0,0,0,0,0,973.999992,851618,0.371998,7869,three8935,0.0380759324008742,0.662797125483693
3063,2220,6817,1,0,1402.853271,17.637327,1,77.13716,7792,0,0,0,0,7792,2922,860220,0.557997,5408,three9069,0.00172570250683569,1
3971,3150,7718,1,0,1222.46936,20.521952,1,76.85227,0,0,0,0,0,0,1948,834413,0.480498,6221,three9070,0.00200133082254686,1
4887,4080,8615,1,0,1361.364746,22.836611,1,76.55508,0,0,0,0,0,0,0,817209,0.418498,7063,three9071,0.0015621186943178,1
5808,4268,9517,1,0,1662.945435,28.188095,1,76.25673,0,0,0,0,0,0,0,782800,0.387498,7924,three9072,0.00100904345888037,1
22421,1277,12465,1,1,767.057739,11.761277,0,67.75688,0,0,0,0,0,0,1948.000053,843015,0.232499,4729,three9102,0.0264014115510236,0.662797125483693
24246,2837,8978,0,1,705.05658,16.715862,0,66.57863,0,0,0,0,0,0,973.999992,843015,0.371998,6558,three9106,0.0190235980272164,0.662797125483693
2973,2343,7057,1,0,1062.572876,11.495533,1,76.25673,0,0,0,0,0,0,2922.000107,825811,0.650997,5938,three9241,0.00192121734345467,1
3902,3238,7954,1,0,1276.771973,26.540199,1,75.96852,0,0,0,0,0,0,1948,834413,0.588997,6688,three9242,0.00231697008179558,1
4832,4148,8855,1,0,1487.35376,25.613697,1,75.67923,0,0,0,0,0,0,0,782800,0.511498,7477,three9243,0.00125942527679993,1
5761,4310,9751,1,0,1781.514038,26.412544,1,75.37741,0,0,0,0,0,0,0,791402,0.433998,8295,three9244,0.000859354730932345,1
3160,2784,7291,1,0,1240.543945,28.774529,1,75.37741,0,0,0,0,0,0,2922.000107,817209,0.728497,6558,three9413,0.002629215492156,1
4046,3570,8192,1,1,1236.153442,24.204647,1,75.08584,0,0,0,0,0,0,1948,825811,0.666497,7243,three9414,0.0437109154678219,1
4949,4412,9090,1,1,1344.460938,27.017452,1,74.80463,0,0,0,0,0,0,0,791402,0.604497,7978,three9415,0.0339336609046219,1
5860,4547,9990,1,1,1758.976685,20.49505,1,74.49927,0,0,0,0,0,0,0,774198,0.526997,8749,three9416,0.0138039638628502,1
6776,3690,10891,1,1,1991.666382,13.046306,0,74.20424,974,0,0,0,974,0,974,825811,0.449498,9548,three9417,0.00982699091199778,0.662797125483693
2885,2599,6657,1,0,1289.843018,39.306255,1,74.80463,974,974,0,0,0,0,2921.999908,817209,0.774996,6558,three9583,0.00388517658071601,1
3586,3368,7530,1,0,1080.336426,9.112256,1,74.49927,974,974,0,0,0,0,2922.000107,817209,0.774996,7243,three9584,0.00158351075678072,1
4387,4090,8427,1,1,1205.304443,24.389595,1,74.20424,0,0,0,0,0,0,1948,825811,0.743996,7869,three9585,0.0444017368453679,1
5231,4843,9328,1,1,1259.190186,22.495295,1,73.91967,0,0,0,0,0,0,0,791402,0.697497,8550,three9586,0.0315968311050414,1
6100,4949,10227,1,1,1659.004272,21.974888,1,73.62233,0,0,0,0,0,0,0,782800,0.588997,9274,three9587,0.0169710258672313,1
6985,4176,11125,1,1,1921.772095,13.567013,1,73.32377,0,0,0,0,0,0,974,808606,0.511498,10032,three9588,0.00996107326662263,1
24967,1347,13381,0,1,796.399658,7.550544,0,65.12208,0,0,0,0,0,0,1948,851618,0.542497,2073,three9617,0.00798345913498591,1.98839137645108
25342,948,12512,0,1,660.246582,16.353634,0,64.82419,0,0,0,0,0,0,974,860220,0.511498,2623,three9618,0.0156939291422276,0.662797125483693
4179,3797,7789,1,0,1142.098389,16.195478,1,73.62233,0,0,0,0,0,0,2922,817209,0.790496,7869,three9755,0.00183341147851323,1
4884,4640,8672,1,1,1433.005127,17.21937,1,73.32377,0,0,0,0,0,0,1948,825811,0.790496,8550,three9756,0.0249648980235887,1
5654,5397,9564,1,1,1501.670166,25.434481,1,73.03578,0,0,0,0,0,0,0,808606,0.743996,9181,three9757,0.0265514888016905,1
6466,5481,10463,1,1,1620.912598,16.811596,1,72.74664,0,0,0,0,0,0,0,774198,0.650997,9859,three9758,0.0139229705877021,1
7307,4794,11365,1,1,1936.123047,16.72616,1,72.44448,0,0,0,0,0,0,974,774198,0.557997,10574,three9759,0.00908212059629861,1
11714,3683,15861,1,1,1077.12085,10.780003,0,70.98711,0,0,0,0,0,0,20453.999561,817209,0.371998,11621,three9764,0.0131140994502489,0.662797125483693
13523,4615,17659,1,1,998.306641,12.014189,0,70.39082,0,0,0,0,0,0,20453.999561,843015,0.371998,10032,three9766,0.0120044445625528,0.662797125483693
6189,5876,9764,1,1,1521.804199,20.68952,1,72.15298,0,0,0,0,0,0,0,808606,0.852496,9859,three9926,0.0209853569467021,1
6939,6109,10693,1,1,1701.698975,18.770489,1,71.87226,0,0,0,0,0,0,0,791402,0.650997,10493,three9927,0.0141110572250762,1
7728,5502,11613,1,1,1896.940552,25.234735,1,71.56641,0,0,0,0,0,0,0,774198,0.588997,11168,three9928,0.0127207816052389,1
3114,3450,4215,1,0,946.734558,2.149631,0,73.20048,0,0,0,0,0,0,1948,843015,0.666497,7648,three10089,0.00246315411360726,0.662797125483693
8233,6267,11615,1,1,2005.976074,34.716042,1,70.68959,0,0,0,0,0,0,0,774198,0.588997,11804,three10097,0.0150279209595876,1
3654,4306,4393,1,0,1080.664917,12.835616,0,72.34348,10714,0,4870,0,5844,0,4870,822889,0.604497,8295,three10260,0.00249902558475781,0.662797125483693
8124,7555,10757,1,1,1776.880493,37.298557,0,70.10305,0,0,0,0,0,0,0,774198,0.790496,11283,three10267,0.0201775289266019,0.662797125483693
8227,7575,9999,1,1,1773.991699,18.047842,0,69.51155,0,0,0,0,0,0,0,800004,1.363994,10574,three10436,0.00992666605777993,0.662797125483693
8805,8243,10908,1,1,1941.467407,18.675001,0,69.22013,0,0,0,0,0,0,0,782800,1.115995,10369,three10437,0.0070427169505082,1.32559425096739
13960,3633,17065,1,1,915.7724,23.465345,0,67.17034,0,0,0,0,0,0,974,851618,0.371998,9458,three10444,0.0409890336109285,0.662797125483693
17293,1164,15649,1,1,847.221191,17.744606,0,66.00769,974,0,974,0,0,0,1948.000053,860220,0.356498,5865,three10448,0.0370200153425869,1.32559425096739
19023,2389,15211,1,1,1006.490601,4.353946,0,65.40546,0,0,0,0,0,0,0,851618,0.480498,4147,three10450,0.0146953184088736,1.98839137645108
20776,4120,14993,0,1,1171.723511,8.459234,0,64.82419,0,0,0,0,0,0,0,851618,0.852496,2623,three10452,0.00442298291727756,0.662797125483693
3167,3623,4429,1,0,1073.195312,18.838875,0,71.00528,2922,974,1948,0,0,0,8765.999664,817209,0.557997,6752,three10598,0.00299244693406283,0.662797125483693
5020,5341,5999,1,0,1207.480835,16.483727,0,70.27463,974,0,0,0,974,0,0,817209,0.929996,8550,three10600,0.0020013454045426,0.662797125483693
8971,8251,10237,1,1,1674.201416,17.287529,0,68.63356,0,0,0,0,0,0,0,782800,1.394993,9683,three10605,0.00903663719668554,0.662797125483693
16824,730,15103,1,1,711.175171,15.890342,1,65.40546,0,0,0,0,0,0,2921.999985,850644,0.371998,6558,three10616,0.0452615379699066,1
19357,2106,14326,0,1,960.3479,5.526674,1,64.52492,0,0,0,0,0,0,0,851618,0.387498,3824,three10619,0.00889496650124648,1
20216,3025,14180,0,1,1008.143982,5.107049,0,64.23765,0,0,0,0,0,0,0,817209,0.526997,2932,three10620,0.00584517926146541,1.98839137645108
9306,8990,10071,1,1,1863.168457,26.400011,0,67.75688,0,0,0,0,0,0,0,774198,1.317494,8798,three10776,0.00888264934086295,0.662797125483693
16458,1594,14624,1,1,713.988464,20.171131,1,64.82419,0,0,0,0,0,0,1947.999985,860220,0.371998,7419,three10786,0.0584076894017155,1
17262,692,14240,0,1,722.193726,17.796328,1,64.52492,0,0,0,0,0,0,1947.999985,851618,0.371998,6492,three10787,0.0259357412772137,1
18077,182,13908,0,1,763.575073,22.729561,1,64.23765,0,0,0,0,0,0,1948.000053,860220,0.356498,5564,three10788,0.0299246152276907,1
18903,1110,13632,0,1,863.931396,4.526895,1,63.94909,0,0,0,0,0,0,974,834413,0.340998,4637,three10789,0.0111964558262008,1
19739,2040,13414,0,1,905.800049,4.408187,1,63.64571,0,0,0,0,0,0,0,808606,0.387498,3709,three10790,0.00826874412163576,1
20582,2970,13258,0,1,986,4.785389,1,63.35446,0,0,0,0,0,0,0,860220,0.526997,2782,three10791,0.00780230568230121,1
21433,3900,13166,0,1,1050.286377,9.326838,1,63.0755,0,0,0,0,0,0,0,860220,0.650997,1854,three10792,0.00693857801358591,1
22290,4830,13140,0,1,1214.390381,10.05634,0,62.76789,0,0,0,0,0,0,0,843015,0.805996,927,three10793,0.00430565001044858,0.662797125483693
6447,6930,7178,1,1,1584.96582,18.549809,0,67.85837,0,0,0,0,0,0,0,817209,0.712997,9274,three10945,0.0248324621990119,0.662797125483693
16216,2400,14184,0,1,808.88916,8.92968,0,64.23765,0,0,0,0,0,0,10714,860220,0.371998,8398,three10957,0.0146891165336254,4.63957987838585
16957,1500,13780,0,1,914.528625,13.183556,1,63.94909,0,0,0,0,0,0,19480,851618,0.371998,7477,three10958,0.0117782819315566,1
17738,570,13387,0,1,757.122437,16.950266,1,63.64571,2922,0,0,0,0,2922,21428,860220,0.371998,6558,three10959,0.0168676841562075,1
18532,342,13033,0,1,707.505615,9.933861,1,63.35446,0,0,0,0,0,0,21428,860220,0.356498,5641,three10960,0.0137180469190766,1
19339,1263,12738,0,1,813.312622,4.483689,1,63.0755,0,0,0,0,0,0,20454,834413,0.325498,4729,three10961,0.00796977619015772,1
20156,2191,12504,0,1,874.808228,5.063344,1,62.76789,0,0,0,0,0,0,10714,860220,0.309999,3824,three10962,0.00937668573097267,1
20983,3114,12337,0,1,936.429688,5.931638,1,62.47254,0,0,0,0,0,0,1948,860220,0.356498,2932,three10963,0.00946779017841761,1
21818,4016,12238,0,1,1013.693115,3.785532,1,62.18963,0,0,0,0,0,0,0,834413,0.495998,2073,three10964,0.00613796408144344,1
22660,4924,12210,0,1,1150.463379,12.181484,1,61.89152,0,0,0,0,0,0,0,860220,0.697497,1311,three10965,0.00622928707456207,1
15832,2340,13369,0,1,894.021729,12.887815,1,63.35446,0,0,0,0,0,0,10714,851618,0.371998,8550,three11131,0.0164950080064017,1
16647,1440,12946,0,1,925.154175,8.139118,1,63.0755,0,0,0,0,0,0,21428,817209,0.371998,7648,three11132,0.00905948692707708,1
17497,510,12545,0,1,734.108887,11.689993,1,62.76789,16558,0,0,0,8766,7792,23376,860220,0.371998,6752,three11133,0.0156450831860326,1
18356,390,12166,0,1,699.999329,-0.005279,1,62.47254,0,0,0,0,0,0,23375.999026,834413,0.356498,5865,three11134,0.00935822645965233,1
19219,1320,11849,0,1,704.300964,7.006226,1,62.18963,0,0,0,0,0,0,23375.999148,860220,0.325498,4994,three11135,0.0118178053027666,1
20087,2185,11598,0,1,846.727051,6.792312,1,61.89152,0,0,0,0,0,0,12662.000103,860220,0.309999,4147,three11136,0.0111509842797767,1
20961,2874,11418,0,1,861.650024,16.924438,1,61.59197,0,0,0,0,0,0,1948,851618,0.356498,3344,three11137,0.0171109894663257,1
21839,3663,11311,0,1,905.466614,5.547263,1,61.30499,0,0,0,0,0,0,0,843015,0.480498,2623,three11138,0.00925241660903458,1
22721,4494,11280,0,1,1090.625,16.106705,1,61.01666,0,0,0,0,0,0,0,825811,0.588997,2073,three11139,0.00821898861287537,1
23605,5328,11313,0,1,1250.181885,15.344798,1,60.71279,0,0,0,0,0,0,0,834413,0.681997,1854,three11140,0.00578176115705305,1
6846,7165,7893,0,1,1608.517334,22.395721,0,65.7923,0,0,0,0,0,0,2922,800004,1.348494,7243,three11294,0.00848265966438072,0.662797125483693
14596,3313,13084,0,1,994.602051,23.293728,0,62.76789,0,0,0,0,0,0,0,817209,0.371998,7243,three11304,0.0225768363465309,0.662797125483693
15450,2388,12570,0,1,1000,-0.052507,1,62.47254,0,0,0,0,0,0,10714,851618,0.371998,7869,three11305,0.0098405849160706,1
16283,1500,12120,0,1,891.084229,23.875475,1,62.18963,0,0,0,0,0,0,21427.999148,817209,0.371998,7924,three11306,0.0186635924506838,1
17149,570,11701,0,1,709.561829,9.276287,1,61.89152,0,0,0,0,0,0,35064.000246,787342,0.371998,7063,three11307,0.00920234356693466,1
18021,212,11310,0,1,656.517456,4.668961,1,61.59197,1948,0,0,0,1948,0,35063.999272,851454,0.371998,6221,three11308,0.0109093081360845,1
18898,870,10968,0,1,691.356201,5.362358,1,61.30499,3896,0,0,0,0,3896,28246.000246,854376,0.371998,5408,three11309,0.0115121016838756,1
19780,1585,10696,0,1,705.046814,8.130016,1,61.01666,0,0,0,0,0,0,15584.000103,860220,0.356498,4637,three11310,0.0156798783823427,1
20665,2414,10500,0,1,838.204529,5.375764,1,60.71279,0,0,0,0,0,0,4870,843015,0.340998,3934,three11311,0.012786265287794,1
21553,3250,10384,0,1,887.757324,5.469935,1,60.42164,0,0,0,0,0,0,0,800004,0.371998,3344,three11312,0.00979962422215542,1
22446,4117,10350,0,1,1023.477966,11.975168,1,60.14338,0,0,0,0,0,0,0,817209,0.433998,2932,three11313,0.00956349242303796,1
23341,5007,10386,0,1,1170.46167,16.536806,1,59.83507,0,0,0,0,0,0,0,834413,0.402998,2782,three11314,0.0089215651695465,1
25138,6673,10702,0,1,1214.00061,15.799721,0,59.25722,0,0,0,0,0,0,0,843015,0.433998,3344,three11316,0.00688461171011416,2.65118850193477
15109,2584,11790,0,1,1000,0,1,61.59197,0,0,0,0,0,0,10714,843015,0.371998,7243,three11479,0.0101479623911085,1
15957,1780,11309,0,1,893.59198,15.814285,1,61.30499,0,0,0,0,0,0,21427.999148,825811,0.371998,7978,three11480,0.0160220429867957,1
16839,1082,10867,0,1,710.426514,11.446754,1,61.01666,8766,974,0,5844,0,1948,32142.000246,858272,0.371998,7477,three11481,0.01597526225978,1
17724,424,10465,0,1,601.382812,4.145042,1,60.71279,29220,0,8766,14610,4870,974,32142,759751,0.371998,6688,three11482,0.00936341146792335,1
18614,335,10095,0,1,617.599976,7.871855,1,60.42164,13636,0,0,0,0,13636,30194.000852,839930,0.371998,5938,three11483,0.014939668527167,1
19508,1176,9799,0,1,700.120178,6.748664,1,60.14338,0,0,0,0,0,0,19479.999754,860220,0.356498,5246,three11484,0.0163404414899236,1
20404,2073,9584,0,1,811,11.727024,1,59.83507,0,0,0,0,0,0,8766,851618,0.356498,4637,three11485,0.0185799627957545,1
