A128,A129,A130,A154,A347,A361,A362,PML,fl.5yr.postPML,fl.yr1,fl.yr2,fl.yr3,fl.yr4,fl.yr5,fl.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,id,toPeru.within10km,distance,weights
1851,4864,10584,0,0,893.441528,20.073153,1,0,0,0,0,0,0,4870,825811,6.151533,9274,two23434,0,8.50489689739123e-05,1
2524,3935,10032,0,0,1141.825684,21.936583,1,0,0,0,0,0,0,2922,817209,5.909347,9321,two23435,0,5.27755629180507e-05,1
3244,3007,9474,1,0,1150.862061,8.32452,1,0,0,0,0,0,0,0,843015,5.134351,9458,two23436,0,0.0166557847902982,1
4012,2110,8953,1,0,1237.322632,5.422765,1,0,0,0,0,0,0,0,834413,4.698415,9683,two23437,0,0.00710788349557059,1
4853,1188,8481,0,0,926.747559,12.651373,1,0,0,0,0,0,0,974,834413,4.020293,9989,two23438,0,8.34972809612223e-06,1
5478,295,8083,0,0,711.729858,9.017413,1,0,0,0,0,0,0,974,860220,3.245297,10369,two23439,0,5.81216172653415e-06,1
2656,4793,11921,0,0,1802.484253,28.015148,0,0,0,0,0,0,0,78894.001714,782800,5.376537,8347,two23514,0,9.96949744775589e-06,0.310344827586207
3444,5262,12792,1,0,1800.021118,0.206286,1,0,0,0,0,0,0,42855.998656,774198,5.909347,9274,two23515,0,0.0040057087970362,1
2758,5731,13670,1,0,1398.878662,19.966936,1,0,0,0,0,0,0,34089.998656,791402,5.376537,10032,two23516,0,0.0697560317062044,1
1945,5844,14427,1,0,1199.375122,2.490297,1,0,0,0,0,0,0,47725.999561,834413,4.940601,9548,two23517,0,0.024109711865837,1
1090,5692,13747,1,0,1022.692139,22.046427,1,0,0,0,0,0,0,19480.000492,851618,5.182788,9134,two23518,0,0.284488260457501,1
502,5670,13092,1,0,1012.801697,8.568309,1,0,0,0,0,0,0,21428.000492,859246,5.424974,8798,two23519,0,0.0876739603540553,1
30,5745,12469,1,0,996.185181,10.885859,1,30194,0,0,4870,20454,4870,20453.999508,817209,4.601541,8550,two23520,0,0.0668307631265722,1
550,5792,11886,1,0,1000,0,1,1948,0,0,0,0,1948,18506.000636,851618,4.940601,8398,two23521,0,0.0296903482937349,1
1209,4863,11330,1,0,1000,0,1,0,0,0,0,0,0,2921.999908,851618,6.151533,8347,two23522,0,0.0318578160808487,1
1961,3934,10776,1,0,1048.137817,20.944544,1,0,0,0,0,0,0,2922,843015,6.442157,8398,two23523,0,0.114019495239132,1
2809,3005,10226,1,0,1140.316162,6.666965,1,0,0,0,0,0,0,0,843015,5.570286,8550,two23524,0,0.0217693235818759,1
3661,2107,9745,1,0,947.79364,20.069254,1,974,0,0,974,0,0,0,817209,5.134351,8798,two23525,0,0.043168921727641,1
4436,1183,9312,1,0,888.288696,30.644316,1,0,0,0,0,0,0,974,851618,4.892164,9134,two23526,0,0.0955682225409287,1
5245,295,8950,1,0,612.957947,12.14832,1,0,0,0,0,0,0,1948.000053,860220,3.72967,9548,two23527,0,0.016148907565922,1
6090,531,8673,1,0,591.943481,22.836329,1,974,0,0,974,0,0,1948.000053,843015,3.342172,10032,two23528,0,0.0319830247312908,1
6956,1382,8489,0,0,866.158142,40.836674,1,0,0,0,0,0,0,1948.000053,843015,4.068731,10574,two23529,0,0.000109952990569957,1
10020,4642,8685,1,0,1642.142456,14.59354,1,0,0,0,0,0,0,0,834413,4.79529,13181,two23533,0,0.00995159548567875,1
10796,5492,8644,1,0,1554.950195,21.325035,1,0,0,0,0,0,0,1948,817209,4.020293,13912,two23534,0,0.0166125905573432,1
11594,5238,8385,1,0,1553.090942,17.957827,1,0,0,0,0,0,0,1948.000053,800004,3.681232,14664,two23535,0,0.00802543008118196,1
3766,6040,12514,1,0,1662.844727,27.624821,1,974,974,0,0,0,0,22402,817209,6.19997,9321,two23603,0,0.140651048823145,1
3153,6508,13411,1,0,1367.511108,9.284062,1,0,0,0,0,0,0,12662,825811,5.618723,9274,two23604,0,0.0825862333891481,1
2370,6724,14312,1,0,1199.596924,8.163123,1,0,0,0,0,0,0,28245.999561,817209,5.085913,8749,two23605,0,0.0775616015231595,1
1739,6589,14385,1,0,1247.376221,22.841949,1,0,0,0,0,0,0,17531.999882,833439,5.376537,8295,two23606,0,0.354751157415456,1
1154,6570,13758,1,0,1146.764771,17.398783,1,8766,0,0,0,0,8766,24350.000852,838145,5.812472,7924,two23607,0,0.201487555264422,1
702,6639,13166,1,0,1059.45166,10.309709,1,12662,0,0,0,0,12662,19480,851618,4.940601,7648,two23608,0,0.135455370048861,1
67,5889,12606,1,0,1000,0,1,18506,11688,5844,0,974,0,21428.000636,814287,4.79529,7477,two23609,0,0.0298055191444865,1
758,4978,12054,1,0,1000,0,1,0,0,0,0,0,0,2921.999908,851618,6.103096,7419,two23610,0,0.0482706901035102,1
1639,4075,11498,1,0,1125.552856,17.123827,1,0,0,0,0,0,0,2922,843015,7.023404,7477,two23611,0,0.116556594434956,1
2418,3188,10980,1,0,1083.439453,8.020594,1,0,0,0,0,0,0,0,834413,6.151533,7648,two23612,0,0.0370800170340945,1
3180,2356,10533,1,0,982.269775,20.380377,1,0,0,0,0,0,0,0,843015,5.764035,7924,two23613,0,0.0843508373148996,1
4027,1502,10131,1,0,702.303589,44.261669,1,0,0,0,0,0,0,974,843015,5.570286,8295,two23614,0,0.395051891406779,1
4905,646,9799,1,0,709.579041,11.253365,1,7792,0,0,4870,2922,0,2922.000053,843015,4.310917,8749,two23615,0,0.0192060777599896,1
5799,182,9547,1,0,572.236084,24.17326,1,0,0,0,0,0,0,3896.000107,859246,3.19686,9274,two23616,0,0.0557748069283806,1
6703,1033,9380,1,0,696.8479,22.699293,1,0,0,0,0,0,0,2922.000107,851618,3.148423,9859,two23617,0,0.0439975223693343,1
7613,1908,9304,0,0,1256.806396,24.182585,1,0,0,0,0,0,0,2922.000053,825811,3.245297,10493,two23618,0,2.2205588191805e-05,1
10317,4651,9573,1,0,1484.71106,25.299162,1,0,0,0,0,0,0,0,817209,3.099985,12615,two23621,0,0.037183745937616,1
11220,5576,9506,1,0,1449.859131,41.991463,1,0,0,0,0,0,0,974,825811,2.66405,13376,two23622,0,0.167799370525668,1
12064,5988,9255,1,0,1516.584717,24.866901,1,0,0,0,0,0,0,973.999992,791402,3.003111,14157,two23623,0,0.0250997160421944,1
12852,5559,9071,0,0,1599.380371,20.153994,0,0,0,0,0,0,0,1947.999992,816235,3.632795,14955,two23624,0,1.09227527311402e-05,0.620689655172414
4157,6843,12291,1,0,1787.255005,30.258551,1,1948,974,974,0,0,0,0,800004,6.684343,9181,two23690,0,0.26887657984111,1
3680,7311,13202,1,0,1469.620605,26.837408,1,0,0,0,0,0,0,974,782800,5.812472,8550,two23691,0,0.328963129601132,1
3036,7636,14116,1,0,1416.69751,18.621447,1,0,0,0,0,0,0,6818.000053,817209,4.989039,7978,two23692,0,0.310025334538104,1
2430,7517,15032,1,0,1594.667358,10.104289,1,0,0,0,0,0,0,6817.999817,817209,5.085913,7477,two23693,0,0.212884543280895,1
2016,7500,14472,1,0,1229.71167,14.543263,1,1948,0,0,1948,0,0,9740.000305,834413,5.570286,7063,two23694,0,0.328210526944035,1
1230,7014,13908,1,0,1191.068237,9.991087,1,0,0,0,0,0,0,24350.000431,825811,4.892164,6752,two23695,0,0.128909995134126,1
366,6128,13356,1,0,1003.672119,5.414607,1,4870,0,0,0,1948,2922,23376.000636,817209,4.310917,6558,two23696,0,0.070055930309179,1
362,5259,12798,1,0,1000,0,1,14610,0,7792,6818,0,0,17532.000636,834413,5.424974,6492,two23697,0,0.0418227768183461,1
1127,4404,12264,1,0,999.754822,4.028877,1,0,0,0,0,0,0,17532,843015,6.490594,6558,two23698,0,0.0427719289330763,1
1994,3549,11780,1,0,848.912109,30.89426,1,0,0,0,0,0,0,14610,843015,5.812472,6752,two23699,0,0.296945426432603,1
2871,2718,11364,1,0,732.742676,15.168656,1,974,0,0,974,0,0,0,843015,5.521849,7063,two23700,0,0.103412900830886,1
3788,1815,10991,1,0,900.710327,29.107103,1,0,0,0,0,0,0,974,817209,5.86091,7477,two23701,0,0.156001910220251,1
4708,900,10686,1,0,867.268372,31.495813,1,0,0,0,0,0,0,2922.000053,860220,5.134351,7978,two23702,0,0.176425766016475,1
6483,917,10303,1,0,728.419434,24.018326,1,0,0,0,0,0,0,3895.999908,824837,3.487483,9181,two23704,0,0.0558971560333416,1
7386,1838,10234,1,0,1099.081055,31.024591,1,0,0,0,0,0,0,2922.000107,817209,3.245297,9859,two23705,0,0.0798868304963355,1
8295,2765,10245,1,0,1249.038208,30.668997,1,0,0,0,0,0,0,1948,817209,3.003111,10574,two23706,0,0.0776670804189337,1
9209,3694,10339,1,0,1416.103149,29.363594,1,0,0,0,0,0,0,0,817209,2.857799,11321,two23707,0,0.0727488569821807,1
10125,4591,10490,1,0,1072.469727,28.682104,1,0,0,0,0,0,0,0,817209,2.712487,12092,two23708,0,0.0979548428566855,1
11043,5480,10401,1,0,1438.843384,33.188118,1,0,0,0,0,0,0,974,774198,2.567175,12884,two23709,0,0.0782128527666156,1
11964,6381,10159,1,0,1697.09021,20.711893,1,0,0,0,0,0,0,973.999992,834413,3.051548,13694,two23710,0,0.0353754988862072,1
12886,6418,9991,0,0,1441.688477,13.340531,0,0,0,0,0,0,0,973.999992,774198,3.971856,14517,two23711,0,8.50411125286147e-06,0.310344827586207
4701,7645,12134,1,0,1921.156494,31.729786,1,0,0,0,0,0,0,0,774198,7.023404,8550,two23783,0,0.26450197839488,1
4344,8113,13057,1,0,1577.836792,22.858555,1,0,0,0,0,0,0,974,817209,6.103096,7869,two23784,0,0.336393094682687,1
3734,8552,13980,1,0,1543.056763,25.319551,1,0,0,0,0,0,0,5844,817209,5.231225,7243,two23785,0,0.490443565602357,1
3233,8445,14905,1,0,1718.731445,33.911285,1,0,0,0,0,0,0,5844,782800,4.989039,6688,two23786,0,0.675126034397091,1
2442,8195,15210,1,0,1400.071777,0.565306,1,0,0,0,0,0,0,8766,843015,5.085913,6221,two23787,0,0.181961363949971,1
1668,7327,14657,1,0,1295.474487,9.048532,1,0,0,0,0,0,0,23376,791402,4.698415,5865,two23788,0,0.129950640566183,1
835,6398,14100,1,0,1034.787964,19.525517,1,0,0,0,0,0,0,28245.999394,825811,4.553103,5641,two23789,0,0.278171857475616,1
60,5469,13555,1,0,1000,0,1,5844,0,0,1948,0,3896,23375.999394,843015,5.715598,5564,two23790,0,0.0583261572570105,1
948,4542,13052,1,0,980.104553,21.519037,1,0,0,0,0,0,0,23375.999394,851618,6.92653,5641,two23791,0,0.241331778829881,1
1800,3615,12599,1,0,897.325195,18.044527,1,0,0,0,0,0,0,20454,843015,6.539031,5865,two23792,0,0.139514814603284,1
2649,2720,12208,1,0,1087.978027,16.01438,1,0,0,0,0,0,0,5844,834413,6.006221,6221,two23793,0,0.101685665347378,1
3553,1800,11861,1,0,1228.77832,24.413446,1,0,0,0,0,0,0,974,834413,6.006221,6688,two23794,0,0.144192939831281,1
4468,902,11579,1,0,909.137146,33.017876,1,0,0,0,0,0,0,2922,860220,5.473411,7243,two23795,0,0.271126961931049,1
5388,60,11367,1,0,682.767883,13.173924,1,0,0,0,0,0,0,2922.000107,851618,4.601541,7869,two23796,0,0.0433924770060098,1
6311,787,11227,1,0,794.106567,28.659254,1,0,0,0,0,0,0,3896.000107,833439,4.310917,8550,two23797,0,0.123432490377528,1
7235,1650,11164,1,0,796.599976,15.08513,1,0,0,0,0,0,0,2922.000107,834413,4.117168,9274,two23798,0,0.0419636405048017,1
8161,2547,11174,1,0,846.448303,12.402078,1,0,0,0,0,0,0,1948,825811,3.72967,10032,two23799,0,0.0327542470976341,1
9088,3462,11260,1,0,988.042725,26.009726,1,0,0,0,0,0,0,0,825811,3.148423,10816,two23800,0,0.111067457068176,1
10015,4383,11407,1,0,952.966858,28.777149,1,0,0,0,0,0,0,0,817209,2.760924,11621,two23801,0,0.147937712066233,1
10943,5307,11295,1,0,1341.802246,23.798283,1,0,0,0,0,0,0,974,817209,2.276552,12443,two23802,0,0.0749089186115739,1
11861,6233,11067,1,0,1455.38147,26.876047,1,0,0,0,0,0,0,974,817209,2.567175,13279,two23803,0,0.0880770285365784,1
12768,7160,10913,0,0,1248.421021,25.844051,1,0,0,0,0,0,0,974,834413,3.826544,14126,two23804,0,9.32029575953861e-05,1
4571,7852,12048,1,0,1813.064575,27.729181,0,974,974,0,0,0,0,1948,782800,6.829655,7978,two23876,0,0.229755142645133,1.24137931034483
5043,8780,12976,1,0,1754.091919,31.928581,1,0,0,0,0,0,0,0,817209,5.957784,7243,two23877,0,0.553374560256418,1
4496,9384,13905,1,0,1747.028687,31.018272,1,0,0,0,0,0,0,0,791402,5.3281,6558,two23878,0,0.621980223591251,1
3719,9266,14834,1,0,1602.536011,22.345522,1,0,0,0,0,0,0,0,834413,5.182788,5938,two23879,0,0.651502346298716,1
2852,8345,15763,1,0,1364.875,13.892224,1,0,0,0,0,0,0,0,817209,4.892164,5408,two23880,0,0.532660208616019,1
1954,7427,15402,1,0,1176.308716,10.245019,1,0,0,0,0,0,0,19480,817209,4.359354,4994,two23881,0,0.279805839371425,1
1087,6513,14849,1,0,1023.82373,16.267096,1,0,0,0,0,0,0,25323.999394,825811,4.698415,4729,two23882,0,0.324125284480782,1
210,5603,14332,1,0,1000,0,1,36038,2922,7792,974,2922,21428,39934.000728,819803,5.957784,4637,two23883,0,0.0438440573801141,1
720,4701,13858,1,0,1000,-0.072005,1,13636,0,0,0,0,13636,25324.000728,860220,6.974967,4729,two23884,0,0.0649769998280232,1
1650,3814,13430,1,0,1051.275513,5.024823,1,0,0,0,0,0,0,25323.999333,825811,6.974967,4994,two23885,0,0.0490587265130085,1
2550,2979,13064,1,0,1118.060669,4.837114,1,0,0,0,0,0,0,5844,834413,6.539031,5408,two23886,0,0.0607919425260146,1
3480,2087,12740,1,0,1281.807007,11.308208,1,0,0,0,0,0,0,0,817209,6.054659,5938,two23887,0,0.0659538149390919,1
4410,1195,12478,1,0,1063.116943,40.313961,1,0,0,0,0,0,0,1948,817209,5.764035,6558,two23888,0,0.42868020193722,1
5340,300,12281,1,0,729.38092,19.916201,1,3896,0,0,1948,0,1948,2922.000053,860220,5.424974,7243,two23889,0,0.124806271409272,1
6226,630,12152,1,0,683.379333,18.361979,1,0,0,0,0,0,0,2922.000053,860220,5.376537,7978,two23890,0,0.103878703162738,1
7123,1560,12093,1,0,744.440002,27.741167,1,0,0,0,0,0,0,2922.000053,860220,5.182788,8749,two23891,0,0.216317809188856,1
8027,2490,12103,1,0,822.608765,20.922379,1,0,0,0,0,0,0,2922,843015,4.601541,9548,two23892,0,0.113939617540808,1
8937,3420,12182,1,0,771.901062,8.260352,1,0,0,0,0,0,0,974,843015,3.535921,10369,two23893,0,0.0466325604706712,1
9850,4350,12325,1,0,1037.223267,36.400169,1,0,0,0,0,0,0,0,825811,2.567175,11206,two23894,0,0.34594294075503,1
10766,5280,12190,1,0,1128.097656,28.308506,1,0,0,0,0,0,0,0,825811,1.792179,12057,two23895,0,0.191665815957466,1
11684,6210,11978,1,0,1128.64209,17.877914,1,0,0,0,0,0,0,0,825811,1.985928,12918,two23896,0,0.0821008694205884,1
12604,7140,11837,1,0,1312.222046,12.44421,1,0,0,0,0,0,0,0,782800,3.632795,13787,two23897,0,0.0318067470820725,1
15210,7609,11984,0,0,1136.778809,25.640692,0,0,0,0,0,0,0,0,825811,9.784328,17326,two23901,0,0.000101256234359178,0.620689655172414
14472,7731,12198,0,0,1362.404907,21.302584,0,0,0,0,0,0,0,0,834413,9.348393,18222,two23902,0,6.3337204525879e-05,0.310344827586207
13070,6235,12596,0,0,1212.460693,22.069349,0,0,0,0,0,0,0,0,825811,6.490594,20021,two23904,1,0.0002711874444392,0.310344827586207
5400,8892,12962,1,0,2000.004517,0.056799,1,0,0,0,0,0,0,0,670971,5.764035,6688,two23971,0,0.0160220832284907,1
4654,9810,13892,1,0,1793.021118,14.006095,1,974,0,0,0,0,974,0,825811,5.424974,5938,two23972,0,0.345444426785677,1
3725,9167,14821,1,0,1447.589966,26.853949,1,0,0,0,0,0,0,0,782800,5.473411,5246,two23973,0,0.681621969611597,1
2797,8239,15751,1,0,1299.444092,10.639471,1,0,0,0,0,0,0,0,800004,4.940601,4637,two23974,0,0.449705858428006,1
1871,7312,16147,1,0,1199.138794,1.510082,1,0,0,0,0,0,0,19480,817209,4.214042,4147,two23975,0,0.198116815180428,1
953,6385,15617,1,0,1002.499634,5.674785,1,10714,0,2922,2922,974,3896,25323.999026,825811,4.504666,3824,two23976,0,0.21251403746419,1
67,5459,15126,1,0,1000,0,1,27272,4870,974,2922,17532,974,25324.000492,860220,5.279662,3709,two23977,0,0.133914020303901,1
1590,3615,14273,1,0,1044.415527,5.761545,1,0,0,0,0,0,0,25323.999333,834413,5.86091,4147,two23979,0,0.0805944846306564,1
2401,2730,13929,1,0,1102.356201,9.707362,1,0,0,0,0,0,0,5844,834413,5.86091,4637,two23980,0,0.129745433732524,1
3289,1826,13626,1,0,1269.47229,5.403637,1,0,0,0,0,0,0,0,843015,5.618723,5246,two23981,0,0.0702719477845671,1
4194,931,13381,1,0,854.021423,15.150011,1,0,0,0,0,0,0,974,834413,5.957784,5938,two23982,0,0.132157757581303,1
5109,60,13197,1,0,692.93219,12.199766,1,0,0,0,0,0,0,1948,860220,6.296845,6688,two23983,0,0.0982384759272679,1
6028,823,13077,1,0,764.424866,30.182785,1,0,0,0,0,0,0,1948.000053,843015,6.490594,7477,two23984,0,0.314392838430996,1
6950,1717,13023,1,0,966.797974,27.455265,1,0,0,0,0,0,0,1948.000053,825811,6.151533,8295,two23985,0,0.214725297197821,1
7874,2604,13032,1,0,1346.282471,16.004229,1,0,0,0,0,0,0,1948.000053,817209,5.424974,9134,two23986,0,0.0656354921934988,1
8800,3507,13106,1,0,1125.141968,32.887596,1,0,0,0,0,0,0,974,817209,4.26248,9989,two23987,0,0.305192349163485,1
9726,4419,13242,1,0,908.252258,11.211814,1,0,0,0,0,0,0,0,825811,3.003111,10855,two23988,0,0.0805408637231724,1
10653,5337,13089,1,0,948.080139,14.692103,1,0,0,0,0,0,0,0,843015,2.082803,11731,two23989,0,0.119476423485665,1
11580,6258,12893,1,0,1068.400269,11.644041,1,0,0,0,0,0,0,0,817209,2.276552,12615,two23990,0,0.068382843998586,1
12508,7182,12761,1,0,1216.990723,18.047192,1,0,0,0,0,0,0,0,825811,4.068731,13504,two23991,0,0.114627544028781,1
13406,8077,12697,1,0,1414.8302,19.661566,1,0,0,0,0,0,0,0,817209,6.829655,14398,two23992,0,0.110942672770518,1
14334,8612,12697,0,0,1347.22229,19.452389,1,0,0,0,0,0,0,0,817209,9.251518,15296,two23993,0,9.76305285661958e-05,1
15263,8526,12764,0,0,1308.788452,11.987148,1,0,0,0,0,0,0,0,817209,10.656199,16197,two23994,0,4.44935763667857e-05,1
15780,8537,12898,1,0,1225.338257,16.273232,1,0,0,0,0,0,0,0,825811,11.52807,17101,two23995,1,0.334061036547812,1
15070,7878,13097,1,0,1370.891235,17.809118,1,0,0,0,0,0,0,974,808606,11.285884,18008,two23996,1,0.270053629518551,1
14385,6954,13357,0,0,1414.295532,17.942486,1,0,0,0,0,0,0,974,808606,9.639017,18916,two23997,1,0.000229718340826331,1
13729,6033,13362,0,0,1424.922241,29.474571,0,0,0,0,0,0,0,974,834413,8.040587,19827,two23998,1,0.00061598938439088,0.310344827586207
4503,8207,12086,0,0,2200.070312,1.044632,0,0,0,0,0,0,0,1948,774198,6.635906,7063,two24064,0,1.67428879112349e-05,0.310344827586207
5432,9098,13012,1,0,1835.959961,35.719036,1,0,0,0,0,0,0,0,800004,6.635906,6221,two24065,0,0.632780526447135,1
4787,9910,13939,1,0,1582.563965,20.784899,1,0,0,0,0,0,0,0,817209,6.19997,5408,two24066,0,0.542598491268549,1
3890,9022,14866,1,0,1455,22.482981,1,0,0,0,0,0,0,0,817209,6.539031,4637,two24067,0,0.671682108481477,1
3000,8139,15793,1,0,1207.454956,10.589065,1,0,0,0,0,0,0,0,817209,6.19997,3934,two24068,0,0.523276469145133,1
2115,7252,16720,1,0,1136.236206,9.104481,1,0,0,0,0,0,0,19480,851618,5.134351,3344,two24069,0,0.487786842146324,1
1243,6362,16402,1,0,1085.070312,13.908664,1,0,0,0,0,0,0,28245.999754,817209,5.3281,2932,two24070,0,0.404342473332612,1
1350,3574,15126,1,0,972.5,21.480978,1,0,0,0,0,0,0,28245.999333,834413,6.19997,3344,two24073,0,0.3538626740474,1
2250,2676,14802,1,0,1111.839966,7.537142,1,0,0,0,0,0,0,8766,817209,6.442157,3934,two24074,0,0.125932051400926,1
3180,1749,14517,1,0,999.068054,34.994816,1,0,0,0,0,0,0,0,834413,6.19997,4637,two24075,0,0.662170280034257,1
4110,829,14288,1,0,761.023438,9.437109,1,0,0,0,0,0,0,0,843015,6.296845,5408,two24076,0,0.137931432799673,1
5040,67,14116,1,0,717,2.728376,1,0,0,0,0,0,0,974,851618,6.92653,6221,two24077,0,0.061101751007923,1
5970,989,14004,1,0,740.864014,16.204012,1,16558,2922,0,0,13636,0,973.999992,843015,7.120279,7063,two24078,0,0.172790062132155,1
6900,1905,13953,1,0,870,16.931477,1,974,0,0,0,0,974,1947.999992,824837,6.587469,7924,two24079,0,0.148025803379509,1
7830,2826,13961,1,0,1027.68396,24.909271,1,0,0,0,0,0,0,973.999992,817209,5.86091,8798,two24080,0,0.247302200940605,1
8760,3747,14030,1,0,1208.88623,24.167093,1,0,0,0,0,0,0,974,825811,4.892164,9683,two24081,0,0.238295888379843,1
9664,4652,14159,1,0,1030.640625,16.233181,1,0,0,0,0,0,0,0,825811,3.971856,10574,two24082,0,0.164898174823929,1
10572,5542,13993,1,0,1066.78418,25.876411,1,0,0,0,0,0,0,0,817209,3.535921,11472,two24083,0,0.298587250353825,1
11484,6439,13809,1,0,1210.624023,21.85166,1,0,0,0,0,0,0,0,825811,4.068731,12374,two24084,0,0.218667523903251,1
12399,7341,13686,1,0,1430.3125,32.900307,1,0,0,0,0,0,0,0,834413,6.19997,13279,two24085,0,0.417110800187925,1
13286,8219,13627,1,0,1274.368042,26.213907,1,0,0,0,0,0,0,0,817209,9.106207,14187,two24086,0,0.28036018669322,1
14205,9131,13627,1,0,1150.776123,19.968204,1,0,0,0,0,0,0,0,817209,11.092135,15098,two24087,0,0.204440253812259,1
15125,9455,13689,1,0,1132.367188,23.070026,1,0,0,0,0,0,0,0,834413,12.157755,16010,two24088,1,0.677955054796957,1
16046,8760,13814,1,0,1082.926636,0.531089,1,0,0,0,0,0,0,0,825811,13.029625,16924,two24089,1,0.166957300523645,1
15700,7830,14000,1,0,1129.295532,8.226221,1,0,0,0,0,0,0,974,817209,12.739002,17840,two24090,1,0.218728694873187,1
15044,6900,14244,1,0,1311,12.4551,1,0,0,0,0,0,0,973.999992,834413,10.898386,18757,two24091,1,0.254445583080672,1
5477,9393,13129,1,0,2158.907959,46.331032,1,974,0,0,974,0,0,0,791402,7.895275,5865,two24157,0,0.794701779925666,1
5056,9648,14047,1,0,1881.959717,32.116879,1,0,0,0,0,0,0,3896,800004,7.459339,4994,two24158,0,0.676428962908924,1
3240,7856,15889,1,0,1382.155273,16.199398,1,974,0,0,0,0,974,9740,825811,8.089024,3344,two24160,0,0.570707936141182,1
2259,2571,15681,1,0,783.256165,7.320848,1,20454,0,1948,12662,4870,974,10714,860220,8.234336,3344,two24166,0,0.269883680322865,1
3159,1681,15413,1,0,828.07312,24.852451,1,7792,0,3896,0,3896,0,0,843015,8.185899,4147,two24167,0,0.585910449846924,1
4032,797,15197,1,0,945.835022,28.580259,1,10714,0,10714,0,0,0,0,851618,7.653089,4994,two24168,0,0.565492572126347,1
4926,60,15035,1,0,608.82959,4.950218,1,0,0,0,0,0,0,974,843015,7.7984,5865,two24169,0,0.107400200392161,1
5831,947,14930,1,0,680.187805,30.882755,1,5844,974,0,0,4870,0,973.999992,843015,7.7984,6752,two24170,0,0.555330336985486,1
6743,1868,14883,1,0,769.852478,14.600636,1,4870,0,0,0,0,4870,973.999992,851618,6.73278,7648,two24171,0,0.226121183747751,1
7659,2795,14890,1,0,1146.937622,42.004147,1,0,0,0,0,0,0,973.999992,817209,5.667161,8550,two24172,0,0.679866137382077,1
8578,3724,14955,1,0,1067.757935,17.06221,1,0,0,0,0,0,0,974,825811,5.231225,9458,two24173,0,0.2107798896891,1
9499,4653,15077,1,0,1257.690674,21.158897,1,0,0,0,0,0,0,0,825811,5.182788,10369,two24174,0,0.278409098327573,1
10422,5582,14899,1,0,1117.631592,18.976387,1,0,0,0,0,0,0,0,825811,5.86091,11283,two24175,0,0.258456267392191,1
11346,6512,14727,1,0,1250.622803,14.601935,1,0,0,0,0,0,0,0,817209,7.314028,12199,two24176,0,0.163131523935985,1
12271,7442,14612,1,0,1154.430908,11.860863,1,0,0,0,0,0,0,0,825811,9.978077,13116,two24177,0,0.152826029095983,1
13167,8341,14556,1,0,1115.707397,14.999434,1,0,0,0,0,0,0,0,825811,12.787439,14035,two24178,1,0.585444915191424,1
14093,9271,14556,1,0,1042.595337,11.312763,1,0,0,0,0,0,0,0,817209,14.337432,14955,two24179,1,0.512610251436016,1
15020,9183,14615,1,0,1093.69165,16.728579,1,0,0,0,0,0,0,0,834413,14.870242,15875,two24180,1,0.627514717040291,1
15947,8792,14732,1,0,1198.531128,8.761778,1,0,0,0,0,0,0,0,825811,15.306177,16797,two24181,1,0.366033717177694,1
16359,7865,14906,1,0,1398.058472,16.579536,1,0,0,0,0,0,0,974,817209,14.628055,17719,two24182,1,0.412301972329465,1
15730,6940,15135,1,0,1299.82251,6.628077,1,0,0,0,0,0,0,973.999992,817209,12.545253,18642,two24183,1,0.197040752363145,1
335,4032,17202,0,0,925.844788,6.027875,0,5844,2922,0,0,2922,0,24350.000852,814287,8.137461,1311,two24256,0,0.000329815097302219,0.310344827586207
1120,3140,16857,0,0,867.585327,9.961146,1,27272,0,0,0,9740,17532,15583.999754,851618,8.089024,2073,two24257,0,0.000582362186633986,1
2002,2286,16566,1,0,1111.43335,26.049213,1,2922,0,0,974,0,1948,4870,817209,9.299956,2932,two24258,0,0.651854094660024,1
2925,1404,16313,1,0,1166.061768,38.941666,1,0,0,0,0,0,0,0,817209,9.832766,3824,two24259,0,0.817290549333129,1
3851,512,16109,1,0,786.352234,12.225696,1,5844,5844,0,0,0,0,0,851618,8.960895,4729,two24260,0,0.313637040713045,1
4779,342,15956,1,0,701.154968,29.591564,1,0,0,0,0,0,0,974,834413,8.621834,5641,two24261,0,0.611190118326933,1
5707,1224,15857,1,0,903.818115,35.619869,1,0,0,0,0,0,0,974,851618,8.379648,6558,two24262,0,0.733216250328338,1
6636,2115,15812,1,0,676.030884,24.101822,1,0,0,0,0,0,0,1948,843015,6.92653,7477,two24263,0,0.511000404238985,1
7565,2997,15820,1,0,898.769958,22.700335,1,0,0,0,0,0,0,1948,834413,5.618723,8398,two24264,0,0.428811475597663,1
8495,3882,15880,1,0,885.269775,10.609107,1,0,0,0,0,0,0,1948,834413,5.667161,9321,two24265,0,0.211316847094461,1
9424,4780,15995,1,0,1031.811279,18.680193,1,0,0,0,0,0,0,4870,817209,6.442157,10244,two24266,0,0.302499517883535,1
10354,5689,15809,1,0,1100.709106,14.11912,1,0,0,0,0,0,0,8766,817209,8.040587,11168,two24267,0,0.190801176711362,1
11283,6603,15647,1,0,1195.137695,18.365505,1,0,0,0,0,0,0,7792,817209,10.414013,12092,two24268,0,0.250851967646795,1
12213,7522,15538,1,0,1037.353882,6.491666,1,0,0,0,0,0,0,7792,834413,13.320249,13017,two24269,1,0.452497853657418,1
