A128,A129,A130,A154,A347,A361,A362,PML,fl.5yr.postPML,fl.yr1,fl.yr2,fl.yr3,fl.yr4,fl.yr5,fl.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,id,distance,weights,x,y,long,lat
848,5616,9671,1,0,1163.4959717,0.9252123,0,19480,0,3896,0,0,15584,22402.0004273,834413,6.73278043621042,9134,two5949,0.00922185160651393,0.33769322235434,838293,9760169,-77.9591226852058,-2.16674308321051
36813,642,3440,1,0,466.1534119,5.6240664,0,0,0,0,0,0,0,11688,860220,1.30780627178188,8749,two6285,0.000287579206223074,0.33769322235434,889304,9758314,-77.5010846950373,-2.18249872065143
37011,300,4176,1,0,458.0038147,0.1448059,0,0,0,0,0,0,0,8766,860220,1.69530442638392,9274,two6428,0.000225446811160975,0.33769322235434,889304,9757387,-77.5010652715334,-2.19087405882038
5820,5880,12731,1,0,1340.524292,13.3522949,0,974,0,0,0,0,974,25324.0008545,844800,14.7733671442027,7648,two6814,0.0979261872340561,0.33769322235434,842003,9754604,-77.9257040206813,-2.21694896064388
35956,2554,4467,1,0,464.6373291,6.465198,0,0,0,0,0,0,0,0,860220,1.88905350368494,10032,two6863,0.000907573572847347,0.33769322235434,887449,9754604,-77.517657854644,-2.2160395772117
36841,1626,4911,1,0,457.4573059,2.8147428,0,0,0,0,0,0,0,0,860220,1.5015553490829,10574,two6864,0.000580820298737522,1.35077288941736,888377,9754604,-77.5093321669006,-2.21601984536769
5632,3807,14106,1,0,1352.4017334,1.9043075,0,0,0,0,0,0,0,17532,834413,14.7249298748775,6492,two6960,0.053767478545671,0.33769322235434,840148,9753677,-77.9423452071432,-2.22536273852903
6031,4615,14026,1,0,1409.8786621,14.0251064,0,0,0,0,0,0,0,17532.0008545,817209,14.9186789521785,6558,two6961,0.140520983273519,0.33769322235434,841075,9753677,-77.9340159122786,-2.22534533490856
6540,5460,13508,1,0,1560.2762451,21.3694878,0,0,0,0,0,0,0,11687.9998779,834413,14.3858689896007,6752,two6962,0.275614704911548,0.67538644470868,842003,9753677,-77.925686682805,-2.22532788412484
9191,4381,11948,1,0,1432.2542725,27.654274,0,0,0,0,0,0,0,0,834413,13.0296254484935,8550,two6966,0.228565827969742,0.33769322235434,845713,9753677,-77.8923704223618,-2.22525760939441
37132,1946,4094,1,0,544.7939453,13.6415453,0,0,0,0,0,0,0,0,851618,0.968745386505096,10574,two7012,0.00104504566110711,0.33769322235434,888377,9753677,-77.5093124917774,-2.22439525388847
38013,1182,4539,1,0,458.3123169,11.0641317,0,0,0,0,0,0,0,0,860220,0.823433578529332,10369,two7013,0.000927008583836039,0.33769322235434,889304,9753677,-77.5009868317449,-2.22437540033355
6507,3388,14410,1,0,1302.201416,7.601223,0,0,0,0,0,0,0,6818,834413,15.20930256813,5564,two7111,0.128986216285883,0.33769322235434,840148,9752749,-77.9423278976421,-2.2337417922828
35700,1389,2388,1,0,469.9124451,16.1572304,0,1948,974,0,0,0,974,7792,860220,0.678121770553567,10369,two7161,0.000531249380945269,0.33769322235434,886522,9752749,-77.5259443791037,-2.23281037632033
39193,1480,4243,1,0,477.2354431,3.9419284,0,0,0,0,0,0,0,0,851618,0.193749077301019,9321,two7165,0.000474986466059245,0.33769322235434,890232,9752749,-77.4926414030267,-2.23273075728066
8595,5974,14694,1,0,1657.5135498,22.6004524,0,0,0,0,0,0,0,0,825811,13.7077472190471,5408,two7268,0.523178417275404,1.01307966706302,842930,9751822,-77.9173225523262,-2.24206809796944
9150,6440,14322,1,0,1696.9547119,6.4555235,0,0,0,0,0,0,0,0,817209,14.1921199122997,5938,two7269,0.174677865420431,0.67538644470868,843858,9751822,-77.9089933600549,-2.24205042061217
8229,4002,15899,1,0,1191.2580566,1.0272211,0,0,0,0,0,0,0,0,843015,14.821804413528,3824,two7421,0.220708079916384,0.33769322235434,841075,9750894,-77.9339636466767,-2.25048229610653
8935,4743,15938,1,0,1336.0703125,16.7544498,0,0,0,0,0,0,0,0,817209,13.9983708349986,4147,two7422,0.500785657512685,0.33769322235434,842003,9750894,-77.9256342757601,-2.25046464800933
9379,5526,15540,1,0,1681.7946777,10.9835749,0,0,0,0,0,0,0,0,817209,13.5624354110713,4637,two7423,0.331723489567726,0.67538644470868,842930,9750894,-77.9173049704172,-2.25044695221748
9890,6346,15189,1,0,1760.75,12.0116119,0,0,0,0,0,0,0,0,817209,13.9499335656734,5246,two7424,0.336099723722881,1.35077288941736,843858,9750894,-77.908975730825,-2.25042920873285
8372,3453,16203,1,0,1278.7174072,21.4288197,0,0,0,0,0,0,0,0,843015,14.4827435282512,2932,two7577,0.651396340648552,6.07847800237812,841075,9749967,-77.9339460940184,-2.25886128097415
9284,4266,16773,1,0,1420.2165527,20.9193764,0,0,0,0,0,0,0,0,817209,13.9014962963481,3344,two7578,0.660646203805761,5.0653983353151,842003,9749967,-77.9256166756002,-2.25884356710436
10187,5119,16396,1,0,1597.3577881,18.2085495,0,0,0,0,0,0,0,0,817209,13.5139981417461,3934,two7579,0.574497755178529,2.02615933412604,842930,9749967,-77.9172873227576,-2.25882580536217
10660,5995,16063,1,0,1764.2518311,6.7268777,0,0,0,0,0,0,0,0,808606,13.8046217576976,4637,two7580,0.291643740995796,0.67538644470868,843858,9749967,-77.9089580356675,-2.25880799574945
8614,3054,16410,1,0,1345.7409668,12.1326218,0,0,0,0,0,0,0,0,834413,13.4171236030956,2073,two7734,0.447687593831355,1.01307966706302,841075,9749039,-77.9339284759616,-2.26724026473577
9502,3951,17317,1,0,1563.7740479,21.0562859,0,0,0,0,0,0,0,0,825811,13.5624354110713,2623,two7735,0.716230232236921,15.1961950059453,842003,9749039,-77.9255990098648,-2.26722248509266
10398,4859,17259,1,0,1710.9893799,12.1522779,0,0,0,0,0,0,0,0,817209,14.0468081043239,3344,two7736,0.521003560635892,0.67538644470868,842930,9749039,-77.9172696093454,-2.2672046573994
8946,2910,16617,1,0,1407.8419189,17.0710564,0,0,0,0,0,0,0,0,817209,12.8843136405178,1311,two7894,0.550653351131415,0.67538644470868,841075,9748112,-77.9339107925043,-2.27561924738727
10183,3733,17713,1,0,1389.0018311,9.1251469,0,0,0,0,0,0,0,0,817209,13.3202490644451,1854,two8058,0.512467665843499,2.02615933412604,842003,9747184,-77.9255634816598,-2.28398031773269
5930,3677,11002,1,0,1312.9725342,18.8833656,0,0,0,0,0,0,0,974,843015,6.24840774295787,5865,two8382,0.110901557017538,1.01307966706302,834583,9745329,-77.9921667812883,-2.30088112237264
7319,1877,12742,1,0,1290.7089844,17.2315712,0,0,0,0,0,0,0,5843.9997559,824837,5.08591327915175,4147,two8384,0.115601520887148,0.33769322235434,836438,9745329,-77.9755066201956,-2.30084567087383
5485,3879,10460,1,0,1392.0720215,20.5863476,0,0,0,0,0,0,0,0,843015,7.16871586013771,7063,two8554,0.096138233311472,0.33769322235434,833655,9744402,-78.000479401675,-2.30927827294394
8372,1106,13397,1,0,1315.6682129,8.0256968,0,0,0,0,0,0,0,974,851618,5.32809962577803,5246,two8732,0.0704326876450212,1.35077288941736,836438,9743474,-77.9754711512079,-2.31760427852322
7340,1897,11976,1,0,1444.5,15.8863716,0,0,0,0,0,0,0,0,843015,9.92964021167724,7243,two8903,0.0710541117927326,0.33769322235434,834583,9742547,-77.9921137735351,-2.32601941988449
48767,4543,5351,1,0,302.1348267,9.5950079,0,0,0,0,0,0,0,0,860220,4.79528966320023,9181,two12065,0.00233333972579631,0.33769322235434,889304,9725852,-77.5003604862432,-2.47563486712281
49138,3625,4436,1,0,320,0,0,0,0,0,0,0,0,0,860220,4.69841512454972,8550,two12066,0.000584371196957169,0.33769322235434,890232,9725852,-77.492033417908,-2.47561271603555
47203,4671,7363,1,0,307.5894165,9.1308126,1,974,974,0,0,0,0,0,860220,5.86090958835583,10369,two12241,0.00478188939665561,1,887449,9724925,-77.5169929161144,-2.48405445839519
47550,4904,6462,1,0,320,-0.0204934,0,0,0,0,0,0,0,0,860220,6.19997047363262,10244,two12242,0.00154809526393504,0.33769322235434,888377,9724925,-77.508665646484,-2.48403233740119
47912,4470,5569,1,0,320,0,0,0,0,0,0,0,0,0,860220,6.29684501228312,9859,two12243,0.00100706829502873,0.33769322235434,889304,9724925,-77.5003384513288,-2.48401016384479
46338,3770,7628,1,0,283.3564758,4.4361968,1,0,0,0,0,0,0,0,860220,5.76403504970532,11206,two12421,0.00265864489632961,1,887449,9723997,-77.5169709112446,-2.49242990338447
46692,4012,6754,1,0,320,0,1,0,0,0,0,0,0,0,843015,5.86090958835583,11129,two12422,0.00113585255266783,1,888377,9723997,-77.5086435892647,-2.49240770771523
47061,4394,5874,1,0,298.0390625,1.386718,1,0,0,0,0,0,0,0,860220,5.86090958835583,10202,two12423,0.00125314380848511,1,889304,9723997,-77.5003163417623,-2.49238545930616
