A128,A129,A130,A154,A347,A361,A362,PML,fl.5yr.postPML,fl.yr1,fl.yr2,fl.yr3,fl.yr4,fl.yr5,fl.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,id,distance,weights,x,y,long,lat
1127,4404,12264,1,0,999.7548218,4.0288768,1,0,0,0,0,0,0,17532,843015,6.49059408958414,6558,two23698,0.0462133795771535,1,804903,9655364,-78.2569338307419,-3.11441233548564
1994,3549,11780,1,0,848.9121094,30.8942604,1,0,0,0,0,0,0,14610,843015,5.81247231903058,6752,two23699,0.280552414819117,1,805831,9655364,-78.2485962088139,-3.11439048506554
2871,2718,11364,1,0,732.7426758,15.1686563,1,974,0,0,974,0,0,0,843015,5.52184870307905,7063,two23700,0.0907057899286026,1,806758,9655364,-78.2402586457571,-3.11436856853539
3788,1815,10991,1,0,900.7103271,29.1071033,1,0,0,0,0,0,0,974,817209,5.86090958835583,7477,two23701,0.141797369566925,1,807686,9655364,-78.2319211417493,-3.11434658589751
4708,900,10686,1,0,867.2683716,31.4958134,1,0,0,0,0,0,0,2922.0000534,860220,5.13435054847701,7978,two23702,0.152383925563199,1,808613,9655364,-78.2235836969682,-3.11432453715421
6483,917,10303,1,0,728.4194336,24.0183258,1,0,0,0,0,0,0,3895.9999085,824837,3.48748339141835,9181,two23704,0.0474797841023015,1,810468,9655364,-78.206908985798,-3.11428024136074
7386,1838,10234,1,0,1099.0810547,31.0245914,1,0,0,0,0,0,0,2922.0001068,817209,3.24529704479207,9859,two23705,0.0777817637371067,1,811396,9655364,-78.1985717197645,-3.11425799431526
8295,2765,10245,1,0,1249.038208,30.6689968,1,0,0,0,0,0,0,1948,817209,3.0031106981658,10574,two23706,0.0810972916971233,1,812323,9655364,-78.190234513669,-3.11423568117374
9209,3694,10339,1,0,1416.1031494,29.3635941,1,0,0,0,0,0,0,0,817209,2.85779889019003,11321,two23707,0.0821121848440016,1,813251,9655364,-78.1818973676895,-3.11421330193855
10125,4591,10490,1,0,1072.4697266,28.6821041,1,0,0,0,0,0,0,0,817209,2.71248708221427,12092,two23708,0.100405046452444,1,814178,9655364,-78.1735602820037,-3.11419085661206
11043,5480,10401,1,0,1438.8433838,33.188118,1,0,0,0,0,0,0,974,774198,2.56717527423851,12884,two23709,0.0947641813572682,1,815106,9655364,-78.1652232567894,-3.11416834519664
11964,6381,10159,1,0,1697.09021,20.7118931,1,0,0,0,0,0,0,973.9999924,834413,3.05154796749105,13694,two23710,0.047504030327485,1,816033,9655364,-78.1568862922243,-3.11414576769467
4701,7645,12134,1,0,1921.1564941,31.7297859,1,0,0,0,0,0,0,0,774198,7.02340405216195,8550,two23783,0.355296726239172,1,797484,9654436,-78.3236156979699,-3.12296650261145
4344,8113,13057,1,0,1577.836792,22.8585548,1,0,0,0,0,0,0,974,817209,6.10309593498211,7869,two23784,0.411228707622257,1,798411,9654436,-78.3152775456018,-3.1229451236666
3734,8552,13980,1,0,1543.0567627,25.3195515,1,0,0,0,0,0,0,5844,817209,5.23122508712752,7243,two23785,0.576047124745443,1,799338,9654436,-78.3069394506842,-3.1229236784151
3233,8445,14905,1,0,1718.7314453,33.9112854,1,0,0,0,0,0,0,5844,782800,4.98903874050125,6688,two23786,0.762854341915723,1,800266,9654436,-78.298601413395,-3.12290216685921
2442,8195,15210,1,0,1400.0717773,0.5653065,1,0,0,0,0,0,0,8766,843015,5.08591327915175,6221,two23787,0.243176845373704,1,801193,9654436,-78.290263433912,-3.12288058900121
1668,7327,14657,1,0,1295.4744873,9.0485315,1,0,0,0,0,0,0,23376,791402,4.69841512454972,5865,two23788,0.176220412746041,1,802121,9654436,-78.2819255124132,-3.12285894484338
835,6398,14100,1,0,1034.7879639,19.5255165,1,0,0,0,0,0,0,28245.9993896,825811,4.55310331657395,5641,two23789,0.316057751119075,1,803048,9654436,-78.2735876490764,-3.12283723438803
60,5469,13555,1,0,1000,0,1,5844,0,0,1948,0,3896,23375.9993896,843015,5.71559778038007,5564,two23790,0.0675257662624498,1,803976,9654436,-78.2652498440795,-3.12281545763743
948,4542,13052,1,0,980.1045532,21.5190372,1,0,0,0,0,0,0,23375.9993896,851618,6.92652951351144,5641,two23791,0.252916948237412,1,804903,9654436,-78.2569120976003,-3.1227936145939
1800,3615,12599,1,0,897.3251953,18.0445271,1,0,0,0,0,0,0,20454,843015,6.5390313589094,5865,two23792,0.141755969269322,1,805831,9654436,-78.2485744098168,-3.12277170525976
2649,2720,12208,1,0,1087.9780273,16.0143795,1,0,0,0,0,0,0,5844,834413,6.0062213963316,6221,two23793,0.105196102006289,1,806758,9654436,-78.2402367809067,-3.12274972963731
3553,1800,11861,1,0,1228.7783203,24.4134464,1,0,0,0,0,0,0,974,834413,6.0062213963316,6688,two23794,0.148655889307363,1,807686,9654436,-78.231899211048,-3.12272768772889
4468,902,11579,1,0,909.137146,33.0178757,1,0,0,0,0,0,0,2922,860220,5.47341143375379,7243,two23795,0.244639867828302,1,808613,9654436,-78.2235617004184,-3.12270557953683
5388,60,11367,1,0,682.7678833,13.1739244,1,0,0,0,0,0,0,2922.0001068,851618,4.60154058589921,7869,two23796,0.0367252004646769,1,809541,9654436,-78.2152242491958,-3.12268340506347
6311,787,11227,1,0,794.1065674,28.6592541,1,0,0,0,0,0,0,3896.0001068,833439,4.31091696994768,8550,two23797,0.108826464820867,1,810468,9654436,-78.206886857558,-3.12266116431115
7235,1650,11164,1,0,796.5999756,15.0851297,1,0,0,0,0,0,0,2922.0001068,834413,4.11716789264666,9274,two23798,0.0385119761186926,1,811396,9654436,-78.1985495256829,-3.12263885728223
8161,2547,11174,1,0,846.4483032,12.4020777,1,0,0,0,0,0,0,1948,825811,3.72966973804462,10032,two23799,0.0315573323215068,1,812323,9654436,-78.1902122537482,-3.12261648397907
9088,3462,11260,1,0,988.0427246,26.0097256,1,0,0,0,0,0,0,0,825811,3.14842250614156,10816,two23800,0.110479663322609,1,813251,9654436,-78.1818750419319,-3.12259404440404
10015,4383,11407,1,0,952.9668579,28.7771492,1,0,0,0,0,0,0,0,817209,2.76092435153952,11621,two23801,0.148566722348202,1,814178,9654436,-78.1735378904116,-3.12257153855951
10943,5307,11295,1,0,1341.8022461,23.7982826,1,0,0,0,0,0,0,974,817209,2.27655165828698,12443,two23802,0.0889578641144631,1,815106,9654436,-78.1652007993651,-3.12254896644786
11861,6233,11067,1,0,1455.3814697,26.8760471,1,0,0,0,0,0,0,974,817209,2.56717527423851,13279,two23803,0.108978826443294,1,816033,9654436,-78.1568637689704,-3.12252632807149
12768,7160,10913,0,0,1248.4210205,25.8440514,1,0,0,0,0,0,0,974,834413,3.82654427669513,14126,two23804,0.000204961905292323,1,816961,9654436,-78.148526799405,-3.12250362343278
4571,7852,12048,1,0,1813.0645752,27.7291813,0,974,974,0,0,0,0,1948,782800,6.82965497486093,7978,two23876,0.307314821651729,1.01307966706302,797484,9653509,-78.3235944344824,-3.13134824513068
5043,8780,12976,1,0,1754.0919189,31.9285812,1,0,0,0,0,0,0,0,817209,5.95778412700634,7243,two23877,0.643144507636363,1,798411,9653509,-78.3152562160627,-3.1313268086971
4496,9384,13905,1,0,1747.0286865,31.0182724,1,0,0,0,0,0,0,0,791402,5.32809962577803,6558,two23878,0.716132470887378,1,799338,9653509,-78.3069180550957,-3.13130530577858
3719,9266,14834,1,0,1602.5360107,22.3455219,1,0,0,0,0,0,0,0,834413,5.18278781780226,5938,two23879,0.732224171199697,1,800266,9653509,-78.2985799517593,-3.13128373637737
2852,8345,15763,1,0,1364.875,13.8922243,1,0,0,0,0,0,0,0,817209,4.89216420185074,5408,two23880,0.613975563485947,1,801193,9653509,-78.2902419062314,-3.13126210049577
1954,7427,15402,1,0,1176.3087158,10.245019,1,0,0,0,0,0,0,19480,817209,4.35935423927293,4994,two23881,0.34495581229052,1,802121,9653509,-78.28190391869,-3.13124039813606
1087,6513,14849,1,0,1023.8237305,16.2670956,1,0,0,0,0,0,0,25323.9993896,825811,4.69841512454972,4729,two23882,0.370452840327237,1,803048,9653509,-78.2735659893129,-3.13121862930055
210,5603,14332,1,0,1000,0,1,36038,2922,7792,974,2922,21428,39934.0007324,819803,5.95778412700634,4637,two23883,0.0560189418134961,1,803976,9653509,-78.265228118278,-3.13119679399153
720,4701,13858,1,0,1000,-0.0720049,1,13636,0,0,0,0,13636,25324.0007324,860220,6.97496678283669,4729,two23884,0.0750368237096529,1,804903,9653509,-78.2568903057631,-3.13117489221132
1650,3814,13430,1,0,1051.2755127,5.0248227,1,0,0,0,0,0,0,25323.9993286,825811,6.97496678283669,4994,two23885,0.0576754502404243,1,805831,9653509,-78.2485525519462,-3.13115292396223
2550,2979,13064,1,0,1118.0606689,4.8371139,1,0,0,0,0,0,0,5844,834413,6.5390313589094,5408,two23886,0.0673802869185641,1,806758,9653509,-78.2402148570051,-3.1311308892466
3480,2087,12740,1,0,1281.8070068,11.3082085,1,0,0,0,0,0,0,0,817209,6.05465866565685,5938,two23887,0.0746841823095479,1,807686,9653509,-78.2318772211176,-3.13110878806674
4410,1195,12478,1,0,1063.1169434,40.313961,1,0,0,0,0,0,0,1948,817209,5.76403504970532,6558,two23888,0.419604579321986,1,808613,9653509,-78.2235396444615,-3.13108662042501
5340,300,12281,1,0,729.3809204,19.9162006,1,3896,0,0,1948,0,1948,2922.0000534,860220,5.42497416442854,7243,two23889,0.109244382899909,1,809541,9653509,-78.2152021272149,-3.13106438632375
6226,630,12152,1,0,683.3793335,18.3619785,1,0,0,0,0,0,0,2922.0000534,860220,5.37653689510328,7978,two23890,0.090239518462385,1,810468,9653509,-78.2068646695554,-3.13104208576531
7123,1560,12093,1,0,744.4400024,27.7411671,1,0,0,0,0,0,0,2922.0000534,860220,5.18278781780226,8749,two23891,0.193563972455771,1,811396,9653509,-78.1985272716609,-3.13101971875205
8027,2490,12103,1,0,822.6087646,20.9223785,1,0,0,0,0,0,0,2922,843015,4.60154058589921,9548,two23892,0.108391411208697,1,812323,9653509,-78.1901899337092,-3.13099728528634
8937,3420,12182,1,0,771.901062,8.2603521,1,0,0,0,0,0,0,974,843015,3.5359206607436,10369,two23893,0.0455807200401709,1,813251,9653509,-78.1818526558781,-3.13097478537055
9850,4350,12325,1,0,1037.2232666,36.4001694,1,0,0,0,0,0,0,0,825811,2.56717527423851,11206,two23894,0.353629634086272,1,814178,9653509,-78.1735154383456,-3.13095221900706
10766,5280,12190,1,0,1128.0976563,28.308506,1,0,0,0,0,0,0,0,825811,1.79217896503443,12057,two23895,0.208870281134127,1,815106,9653509,-78.1651782812892,-3.13092958619827
11684,6210,11978,1,0,1128.6420898,17.8779144,1,0,0,0,0,0,0,0,825811,1.98592804233545,12918,two23896,0.094268731675406,1,816033,9653509,-78.1568411848869,-3.13090688694656
12604,7140,11837,1,0,1312.2220459,12.4442101,1,0,0,0,0,0,0,0,782800,3.63279519939411,13787,two23897,0.0420150492773793,1,816961,9653509,-78.1485041493165,-3.13088412125434
15210,7609,11984,0,0,1136.7788086,25.6406918,0,0,0,0,0,0,0,0,825811,9.78432840370147,17326,two23901,0.000226704662224834,0.67538644470868,820671,9653509,-78.1151566189087,-3.13079239412865
14472,7731,12198,0,0,1362.4049072,21.3025837,0,0,0,0,0,0,0,0,834413,9.34839297977418,18222,two23902,0.000155069076928724,0.33769322235434,821598,9653509,-78.106819890164,-3.13076929627015
13070,6235,12596,0,0,1212.4606934,22.0693493,0,0,0,0,0,0,0,0,825811,6.49059408958414,20021,two23904,0.000112098705239706,0.33769322235434,823453,9653509,-78.0901466185479,-3.13072290127775
5400,8892,12962,1,0,2000.0045166,0.0567995,1,0,0,0,0,0,0,0,670971,5.76403504970532,6688,two23971,0.0312078716920544,1,798411,9652581,-78.3152348290708,-3.13970849223895
4654,9810,13892,1,0,1793.0211182,14.0060949,1,974,0,0,0,0,974,0,825811,5.42497416442854,5938,two23972,0.45859228769907,1,799338,9652581,-78.3068966018764,-3.13968693165252
3725,9167,14821,1,0,1447.5899658,26.8539486,1,0,0,0,0,0,0,0,782800,5.47341143375379,5246,two23973,0.752539952029571,1,800266,9652581,-78.298558432315,-3.13966530440512
2797,8239,15751,1,0,1299.4440918,10.6394711,1,0,0,0,0,0,0,0,800004,4.94060147117599,4637,two23974,0.532195244636454,1,801193,9652581,-78.2902203205644,-3.13964361049904
1871,7312,16147,1,0,1199.1387939,1.5100819,1,0,0,0,0,0,0,19480,817209,4.21404243129717,4147,two23975,0.26109727624295,1,802121,9652581,-78.2818822668025,-3.13962184993657
953,6385,15617,1,0,1002.4996338,5.6747851,1,10714,0,2922,2922,974,3896,25323.9990234,825811,4.5046660472487,3824,two23976,0.256728344789345,1,803048,9652581,-78.2735442712072,-3.13960002272001
67,5459,15126,1,0,1000,0,1,27272,4870,974,2922,17532,974,25324.0004883,860220,5.27966235645277,3709,two23977,0.158537482365049,1,803976,9652581,-78.2652063339564,-3.13957812885168
1590,3615,14273,1,0,1044.4155273,5.7615452,1,0,0,0,0,0,0,25323.9993286,834413,5.86090958835583,4147,two23979,0.0950921002000495,1,805831,9652581,-78.2485306351998,-3.13953414116897
2401,2730,13929,1,0,1102.3562012,9.7073622,1,0,0,0,0,0,0,5844,834413,5.86090958835583,4637,two23980,0.142864398019154,1,806758,9652581,-78.2401928740497,-3.13951204735924
3289,1826,13626,1,0,1269.47229,5.4036369,1,0,0,0,0,0,0,0,843015,5.61872324172956,5246,two23981,0.0803871612010474,1,807686,9652581,-78.2318551719556,-3.13948988690706
4194,931,13381,1,0,854.0214233,15.1500111,1,0,0,0,0,0,0,974,834413,5.95778412700634,5938,two23982,0.127370525020031,1,808613,9652581,-78.2235175290954,-3.13946765981476
5109,60,13197,1,0,692.9321899,12.1997662,1,0,0,0,0,0,0,1948,860220,6.29684501228312,6688,two23983,0.0877617328215123,1,809541,9652581,-78.2151799456468,-3.13944536608469
6028,823,13077,1,0,764.4248657,30.182785,1,0,0,0,0,0,0,1948.0000534,843015,6.49059408958414,7477,two23984,0.289511219312477,1,810468,9652581,-78.2068424217877,-3.13942300571922
6950,1717,13023,1,0,966.7979736,27.455265,1,0,0,0,0,0,0,1948.0000534,825811,6.15153320430736,8295,two23985,0.214575710697243,1,811396,9652581,-78.198504957696,-3.1394005787207
7874,2604,13032,1,0,1346.2824707,16.0042286,1,0,0,0,0,0,0,1948.0000534,817209,5.42497416442854,9134,two23986,0.0791904137164446,1,812323,9652581,-78.1901675535495,-3.13937808509153
8800,3507,13106,1,0,1125.1419678,32.8875961,1,0,0,0,0,0,0,974,817209,4.26247970062242,9989,two23987,0.324669819747828,1,813251,9652581,-78.181830209526,-3.13935552483406
9726,4419,13242,1,0,908.2522583,11.2118139,1,0,0,0,0,0,0,0,825811,3.0031106981658,10855,two23988,0.0868328046923913,1,814178,9652581,-78.1734929258033,-3.1393328979507
10653,5337,13089,1,0,948.0801392,14.6921034,1,0,0,0,0,0,0,0,843015,2.08280258098596,11731,two23989,0.129204356623163,1,815106,9652581,-78.1651557025593,-3.13931020444384
11580,6258,12893,1,0,1068.4002686,11.6440411,1,0,0,0,0,0,0,0,817209,2.27655165828698,12615,two23990,0.0807657270646441,1,816033,9652581,-78.1568185399717,-3.13928744431588
12508,7182,12761,1,0,1216.9907227,18.0471916,1,0,0,0,0,0,0,0,825811,4.0687306233214,13504,two23991,0.140001443332766,1,816961,9652581,-78.1484814382183,-3.13926461756922
13406,8077,12697,1,0,1414.8302002,19.6615658,1,0,0,0,0,0,0,0,817209,6.82965497486093,14398,two23992,0.147394917607922,1,817888,9652581,-78.140144397477,-3.13924172420629
14334,8612,12697,0,0,1347.22229,19.4523888,1,0,0,0,0,0,0,0,817209,9.25151844112367,15296,two23993,0.000250331452502369,1,818816,9652581,-78.1318074179255,-3.1392187642295
15263,8526,12764,0,0,1308.7884521,11.9871483,1,0,0,0,0,0,0,0,817209,10.6561992515561,16197,two23994,0.000115733353705066,1,819743,9652581,-78.1234704997416,-3.13919573764128
15780,8537,12898,1,0,1225.3382568,16.2732315,1,0,0,0,0,0,0,0,825811,11.5280700994106,17101,two23995,0.109139793877398,1,820671,9652581,-78.115133643103,-3.13917264444408
15070,7878,13097,1,0,1370.8912354,17.8091183,1,0,0,0,0,0,0,974,808606,11.2858837527844,18008,two23996,0.0871498353051405,1,821598,9652581,-78.1067968481876,-3.13914948464034
14385,6954,13357,0,0,1414.2955322,17.9424858,1,0,0,0,0,0,0,974,808606,9.63901659572571,18916,two23997,0.000110805757223155,1,822525,9652581,-78.0984601151731,-3.13912625823249
5432,9098,13012,1,0,1835.9599609,35.7190361,1,0,0,0,0,0,0,0,800004,6.63590589755991,6221,two24065,0.724242994086359,1,798411,9651654,-78.3152133846239,-3.14809017428816
4787,9910,13939,1,0,1582.5639648,20.7848988,1,0,0,0,0,0,0,0,817209,6.19997047363262,5408,two24066,0.635945019309916,1,799338,9651654,-78.3068750910243,-3.14806855603296
3890,9022,14866,1,0,1455,22.4829807,1,0,0,0,0,0,0,0,817209,6.5390313589094,4637,two24067,0.741955281524987,1,800266,9651654,-78.29853685506,-3.14804687093849
3000,8139,15793,1,0,1207.4549561,10.5890646,1,0,0,0,0,0,0,0,817209,6.19997047363262,3934,two24068,0.593609346821534,1,801193,9651654,-78.2901986769087,-3.14802511900703
2115,7252,16720,1,0,1136.2362061,9.1044807,1,0,0,0,0,0,0,19480,851618,5.13435054847701,3344,two24069,0.56362255540929,1,802121,9651654,-78.2818605567484,-3.14800330024091
1243,6362,16402,1,0,1085.0703125,13.9086637,1,0,0,0,0,0,0,28245.9997559,817209,5.32809962577803,2932,two24070,0.477959278174125,1,803048,9651654,-78.273522494757,-3.14798141464242
1350,3574,15126,1,0,972.5,21.480978,1,0,0,0,0,0,0,28245.9993286,834413,6.19997047363262,3344,two24073,0.387283327697996,1,805831,9651654,-78.2485086595753,-3.14791535687597
2250,2676,14802,1,0,1111.8399658,7.5371423,1,0,0,0,0,0,0,8766,817209,6.44215682025889,3934,two24074,0.145795949157761,1,806758,9651654,-78.2401708320384,-3.14789320397126
3180,1749,14517,1,0,999.0680542,34.9948158,1,0,0,0,0,0,0,0,834413,6.19997047363262,4637,two24075,0.66044775692228,1,807686,9651654,-78.2318330635599,-3.14787098424584
4110,829,14288,1,0,761.0234375,9.437109,1,0,0,0,0,0,0,0,843015,6.29684501228312,5408,two24076,0.132432261056043,1,808613,9651654,-78.2234953543175,-3.14784869770206
5040,67,14116,1,0,717,2.7283764,1,0,0,0,0,0,0,974,851618,6.92652951351144,6221,two24077,0.0578631194523702,1,809541,9651654,-78.2151577044891,-3.14782634434228
5970,989,14004,1,0,740.8640137,16.2040119,1,16558,2922,0,0,13636,0,973.9999924,843015,7.12027859081246,7063,two24078,0.164157152815421,1,810468,9651654,-78.2068201142527,-3.14780392416887
6900,1905,13953,1,0,870,16.9314766,1,974,0,0,0,0,974,1947.9999924,824837,6.58746862823465,7924,two24079,0.150883001368178,1,811396,9651654,-78.1984825837859,-3.14778143718419
7830,2826,13961,1,0,1027.68396,24.9092712,1,0,0,0,0,0,0,973.9999924,817209,5.86090958835583,8798,two24080,0.263235898382018,1,812323,9651654,-78.1901451132668,-3.14775888339063
8760,3747,14030,1,0,1208.8862305,24.1670933,1,0,0,0,0,0,0,974,825811,4.89216420185074,9683,two24081,0.270507159597182,1,813251,9651654,-78.181807702873,-3.14773626279058
9664,4652,14159,1,0,1030.640625,16.233181,1,0,0,0,0,0,0,0,825811,3.9718560846709,10574,two24082,0.185811198090491,1,814178,9651654,-78.1734703527824,-3.14771357538642
10572,5542,13993,1,0,1066.7841797,25.8764114,1,0,0,0,0,0,0,0,817209,3.5359206607436,11472,two24083,0.331749718446587,1,815106,9651654,-78.1651330631728,-3.14769082118056
11484,6439,13809,1,0,1210.6240234,21.8516598,1,0,0,0,0,0,0,0,825811,4.0687306233214,12374,two24084,0.260032077349061,1,816033,9651654,-78.1567958342222,-3.14766800017542
12399,7341,13686,1,0,1430.3125,32.9003067,1,0,0,0,0,0,0,0,834413,6.19997047363262,13279,two24085,0.489048351935619,1,816961,9651654,-78.1484586661081,-3.14764511237339
13286,8219,13627,1,0,1274.368042,26.2139072,1,0,0,0,0,0,0,0,817209,9.1062066331479,14187,two24086,0.340902135198378,1,817888,9651654,-78.1401215590085,-3.14762215777691
14205,9131,13627,1,0,1150.776123,19.9682045,1,0,0,0,0,0,0,0,817209,11.0921346754834,15098,two24087,0.252811857901118,1,818816,9651654,-78.1317845131011,-3.14759913638841
15125,9455,13689,1,0,1132.3671875,23.0700264,1,0,0,0,0,0,0,0,834413,12.157754600639,16010,two24088,0.3332153635883,1,819743,9651654,-78.1234475285638,-3.14757604821031
16046,8760,13814,1,0,1082.9266357,0.5310894,1,0,0,0,0,0,0,0,825811,13.0296254484935,16924,two24089,0.0476931039459556,1,820671,9651654,-78.1151106055742,-3.14755289324507
15700,7830,14000,1,0,1129.2955322,8.2262211,1,0,0,0,0,0,0,974,817209,12.739001832542,17840,two24090,0.0649140842449326,1,821598,9651654,-78.1067737443103,-3.14752967149513
15044,6900,14244,1,0,1311,12.4551001,1,0,0,0,0,0,0,973.9999924,834413,10.8983855981823,18757,two24091,0.0799917672487208,1,822525,9651654,-78.0984369449496,-3.14750638296295
5477,9393,13129,1,0,2158.907959,46.3310318,1,974,0,0,974,0,0,0,791402,7.89527490001653,5865,two24157,0.868132482347136,1,798411,9650726,-78.3151918827197,-3.15647185484078
5056,9648,14047,1,0,1881.9597168,32.1168785,1,0,0,0,0,0,0,3896,800004,7.45933947608924,4994,two24158,0.774977629520736,1,799338,9650726,-78.306853522537,-3.15645017891592
3240,7856,15889,1,0,1382.1552734,16.199398,1,974,0,0,0,0,974,9740,825811,8.08902397731755,3344,two24160,0.656836575099767,1,801193,9650726,-78.2901769752619,-3.15640662601578
2259,2571,15681,1,0,783.2561646,7.3208475,1,20454,0,1948,12662,4870,974,10714,860220,8.23433578529332,3344,two24166,0.278309851598976,1,806758,9650726,-78.2401487309688,-3.15627435907865
3159,1681,15413,1,0,828.0731201,24.8524513,1,7792,0,3896,0,3896,0,0,843015,8.18589851596806,4147,two24167,0.579825137381785,1,807686,9650726,-78.2318108959279,-3.15625208007909
4032,797,15197,1,0,945.835022,28.5802593,1,10714,0,10714,0,0,0,0,851618,7.65308855339026,4994,two24168,0.562804368622201,1,808613,9650726,-78.2234731201256,-3.15622973408292
4926,60,15035,1,0,608.8295898,4.9502177,1,0,0,0,0,0,0,974,843015,7.79840036136602,5865,two24169,0.100704850654352,1,809541,9650726,-78.2151354037396,-3.15620732109252
5831,947,14930,1,0,680.1878052,30.8827553,1,5844,974,0,0,4870,0,973.9999924,843015,7.79840036136602,6752,two24170,0.530516534288535,1,810468,9650726,-78.2067977469479,-3.15618484111025
6743,1868,14883,1,0,769.852478,14.6006365,1,4870,0,0,0,0,4870,973.9999924,851618,6.73278043621042,7648,two24171,0.224570589883135,1,811396,9650726,-78.1984601499283,-3.1561622941385
7659,2795,14890,1,0,1146.9376221,42.0041466,1,0,0,0,0,0,0,973.9999924,817209,5.66716051105481,8550,two24172,0.702587161442364,1,812323,9650726,-78.1901226128586,-3.15613968017963
8578,3724,14955,1,0,1067.7579346,17.0622101,1,0,0,0,0,0,0,974,825811,5.23122508712752,9458,two24173,0.238854671660835,1,813251,9650726,-78.1817851359167,-3.15611699923607
9499,4653,15077,1,0,1257.6906738,21.1588974,1,0,0,0,0,0,0,0,825811,5.18278781780226,10369,two24174,0.329722622545295,1,814178,9650726,-78.1734477192805,-3.15609425131019
10422,5582,14899,1,0,1117.6315918,18.976387,1,0,0,0,0,0,0,0,825811,5.86090958835583,11283,two24175,0.301053669755357,1,815106,9650726,-78.1651103631276,-3.15607143640442
11346,6512,14727,1,0,1250.6228027,14.6019354,1,0,0,0,0,0,0,0,817209,7.31402766811348,12199,two24176,0.20795575083636,1,816033,9650726,-78.156773067636,-3.15604855452116
12271,7442,14612,1,0,1154.4309082,11.8608627,1,0,0,0,0,0,0,0,825811,9.97807748100249,13116,two24177,0.192758055850886,1,816961,9650726,-78.1484358329835,-3.15602560566283
13167,8341,14556,1,0,1115.7073975,14.9994335,1,0,0,0,0,0,0,0,825811,12.7874391018673,14035,two24178,0.254330292930983,1,817888,9650726,-78.1400986593478,-3.15600258983187
14093,9271,14556,1,0,1042.5953369,11.3127632,1,0,0,0,0,0,0,0,817209,14.3374317202754,14955,two24179,0.204328911982532,1,818816,9650726,-78.1317615469067,-3.15597950703071
15020,9183,14615,1,0,1093.6916504,16.7285786,1,0,0,0,0,0,0,0,834413,14.8702416828532,15875,two24180,0.290968258235403,1,819743,9650726,-78.1234244958382,-3.15595635726179
15947,8792,14732,1,0,1198.5311279,8.7617779,1,0,0,0,0,0,0,0,825811,15.3061771067805,16797,two24181,0.131468928083388,1,820671,9650726,-78.1150875063199,-3.15593314052757
16359,7865,14906,1,0,1398.0584717,16.5795364,1,0,0,0,0,0,0,974,817209,14.628055336227,17719,two24182,0.162965620874299,1,821598,9650726,-78.1067505785296,-3.15590985683049
15730,6940,15135,1,0,1299.8225098,6.628077,1,0,0,0,0,0,0,973.9999924,817209,12.545252755241,18642,two24183,0.0622324105178153,1,822525,9650726,-78.0984137126451,-3.15588650617302
1120,3140,16857,0,0,867.5853271,9.9611464,1,27272,0,0,0,9740,17532,15583.9997559,851618,8.08902397731755,2073,two24257,0.00123114700017084,1,805831,9649799,-78.2484645316826,-3.16467778377482
2002,2286,16566,1,0,1111.4333496,26.0492134,1,2922,0,0,974,0,1948,4870,817209,9.29995571044892,2932,two24258,0.685204558733449,1,806758,9649799,-78.2401265708385,-3.16465551267742
2925,1404,16313,1,0,1166.0617676,38.9416656,1,0,0,0,0,0,0,0,817209,9.83276567302673,3824,two24259,0.832577469233355,1,807686,9649799,-78.2317886690575,-3.16463317440281
3851,512,16109,1,0,786.3522339,12.2256956,1,5844,5844,0,0,0,0,0,851618,8.96089482517214,4729,two24260,0.312629593124018,1,808613,9649799,-78.2234508265173,-3.16461076895335
4779,342,15956,1,0,701.1549683,29.5915642,1,0,0,0,0,0,0,974,834413,8.62183393989536,5641,two24261,0.594828688096591,1,809541,9649799,-78.2151130433958,-3.16458829633141
5707,1224,15857,1,0,903.8181152,35.6198692,1,0,0,0,0,0,0,974,851618,8.37964759326908,6558,two24262,0.732209981016002,1,810468,9649799,-78.2067753198711,-3.16456575653937
6636,2115,15812,1,0,676.0308838,24.1018219,1,0,0,0,0,0,0,1948,843015,6.92652951351144,7477,two24263,0.503262289714592,1,811396,9649799,-78.1984376561207,-3.16454314957962
7565,2997,15820,1,0,898.7699585,22.7003345,1,0,0,0,0,0,0,1948,834413,5.61872324172956,8398,two24264,0.449572482495068,1,812323,9649799,-78.1901000523227,-3.16452047545454
8495,3882,15880,1,0,885.2697754,10.609107,1,0,0,0,0,0,0,1948,834413,5.66716051105481,9321,two24265,0.234638600717592,1,813251,9649799,-78.1817625086549,-3.16449773416653
9424,4780,15995,1,0,1031.8112793,18.6801929,1,0,0,0,0,0,0,4870,817209,6.44215682025889,10244,two24266,0.349790928560372,1,814178,9649799,-78.1734250252951,-3.16447492571801
10354,5689,15809,1,0,1100.7091064,14.1191196,1,0,0,0,0,0,0,8766,817209,8.0405867079923,11168,two24267,0.238332664878979,1,815106,9649799,-78.1650876024211,-3.16445205011139
11283,6603,15647,1,0,1195.1376953,18.3655052,1,0,0,0,0,0,0,7792,817209,10.4140129049298,12092,two24268,0.315730062823793,1,816033,9649799,-78.1567502402108,-3.16442910734908
12213,7522,15538,1,0,1037.3538818,6.4916663,1,0,0,0,0,0,0,7792,834413,13.3202490644451,13017,two24269,0.169451718051391,1,816961,9649799,-78.1484129388419,-3.16440609743352
