A128,A129,A130,A154,A347,A361,A362,PMI,fl.5yr.postPML,fl.yr1,fl.yr2,fl.yr3,fl.yr4,fl.yr5,fl.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,id,distance,weights,x,y,long,lat
5928,2217,5402,0,0,333.2430725,4.8813205,1,15584,5844,974,4870,3896,0,34089.9995118,838956,1.16249446380611,25836,five23371,0.0333305467851069,1,828090,9659074,-78.0486042367745,-3.08032722114026
5226,2010,4990,0,0,331.6416016,8.4366751,1,11688,974,974,2922,6818,0,29220.0004273,853402,1.16249446380611,26183,five23372,0.0530374072174053,1,829018,9659074,-78.0402684013689,-3.08030397214428
4575,2061,4569,0,0,344.7545471,1.5131574,1,9740,0,974,974,7792,0,14609.9996643,831327,1.11405719448086,26559,five23373,0.0638323157230618,1,829945,9659074,-78.0319326292687,-3.08028065781063
4033,1529,4145,0,0,300.2706909,3.8710146,1,26298,2922,2922,0,8766,11688,7792.0001526,844800,1.01718265583035,26960,five23374,0.11038209017238,1,830873,9659074,-78.0235969206515,-3.08025727814178
3652,715,3827,0,0,327.0283203,0.7114859,1,16558,974,0,14610,0,974,15583.9995652,840904,0.920308117179841,27388,five23375,0.0796771898177161,1,831800,9659074,-78.0152612756949,-3.0802338331402
3484,94,3720,0,0,316.9508057,5.1523528,1,5844,0,0,5844,0,0,11687.9998779,851618,0.726559039878822,27839,five23376,0.118501894518393,1,832728,9659074,-78.0069256945767,-3.08021032280837
3559,474,3797,0,0,292.7420044,1.3696948,1,2922,0,0,1948,0,974,10713.9998779,805684,0.484372693252548,28314,five23377,0.101965090610163,1,833655,9659074,-77.9985901774744,-3.08018674714878
3864,1256,3952,0,0,328.2890015,12.4637289,1,0,0,0,0,0,0,10713.9998779,851618,0.339060885276784,28811,five23378,0.174636262380925,1,834583,9659074,-77.9902547245656,-3.08016310616392
4350,1692,4293,0,0,400.5670166,8.0987358,1,0,0,0,0,0,0,9740,860220,0.193749077301019,29329,five23379,0.13934615394639,1,835510,9659074,-77.981919336028,-3.08013939985629
4957,2352,4794,0,0,552.7750244,18.9545746,1,0,0,0,0,0,0,1948,860220,0,29867,five23380,0.177747609752368,1,836438,9659074,-77.9735840120392,-3.0801156282284
5476,2790,5409,0,0,873.2304077,24.0870438,1,0,0,0,0,0,0,974,860220,0,30423,five23381,0.103738470830962,1,837365,9659074,-77.9652487527768,-3.08009179128276
5859,2851,6045,0,0,582.5057373,22.7914143,1,0,0,0,0,0,0,974,860220,0,30997,five23382,0.175680652702088,1,838293,9659074,-77.9569135584183,-3.0800678890219
5880,3126,6682,0,0,777.2765503,26.5747509,1,0,0,0,0,0,0,0,851618,0,31588,five23383,0.127796716298894,1,839220,9659074,-77.9485784291414,-3.08004392144835
5982,524,7776,0,0,527.6873779,28.094141,0,0,0,0,0,0,0,0,860220,0.532809962577803,25315,five23440,0.104393181519996,0.719734660033168,809541,9658146,-78.2153121412945,-3.08915946510892
13707,3216,7154,0,0,797.4733887,27.274538,1,0,0,0,0,0,0,8766,860220,0.629684501228313,25041,five23450,0.0293846532635231,1,818816,9658146,-78.1319435582365,-3.08893649965292
13888,2988,7272,0,0,755.3995361,27.5560932,1,0,0,0,0,0,0,8766,848696,0.532809962577803,25059,five23451,0.0306700754607383,1,819743,9658146,-78.1236070344402,-3.0889138425844
13010,3018,7504,0,0,533.4169922,31.9999447,1,11688,2922,0,1948,2922,3896,11688,845774,0.581247231903058,25110,five23452,0.0572637831583789,1,820671,9658146,-78.1152705721748,-3.08889111997578
12139,3255,7840,0,0,473.8931885,28.4088593,1,974,0,0,0,974,0,9740,860220,0.726559039878822,25196,five23453,0.0652077684242536,1,821598,9658146,-78.106934171618,-3.08886833182948
11277,3669,8268,0,0,743.40802,16.8481865,1,0,0,0,0,0,0,9740,860220,0.774996309204077,25315,five23454,0.0226747901848747,1,822525,9658146,-78.0985978329476,-3.08884547814789
10428,4244,8774,0,0,956.6043091,31.1285763,1,0,0,0,0,0,0,974,851618,0.823433578529332,25467,five23455,0.0297103660544144,1,823453,9658146,-78.0902615563412,-3.08882255893344
9593,4640,8525,0,0,694.8441162,15.6369972,1,0,0,0,0,0,0,974,860220,0.968745386505096,25652,five23456,0.0357234486422361,1,824380,9658146,-78.0819253419766,-3.08879957418856
8778,4560,7849,0,0,486.8707581,5.7516723,1,11688,0,974,0,10714,0,4870,832465,1.06561992515561,25869,five23457,0.0370595429220424,1,825308,9658146,-78.0735891900314,-3.08877652391567
7987,3931,7229,0,0,421.487854,9.8711271,1,0,0,0,0,0,0,10713.9997559,860220,1.06561992515561,26118,five23458,0.0544845583075737,1,826235,9658146,-78.0652531006833,-3.08875340811722
7230,3434,6681,0,0,401.8434448,6.1178222,1,1948,0,0,0,1948,0,10714.0001221,850480,1.11405719448086,26396,five23459,0.0533761054099242,1,827163,9658146,-78.0569170741101,-3.08873022679564
6518,3092,6225,0,0,340.8320007,3.5265017,1,3896,974,1948,0,0,974,16558.0001221,850480,1.16249446380611,26704,five23460,0.0527029612313926,1,828090,9658146,-78.0485811104893,-3.0887069799534
5887,2440,5822,0,0,350.9668579,8.7674932,1,0,0,0,0,0,0,19479.9991455,851618,1.11405719448086,27040,five23461,0.0637524016340892,1,829018,9658146,-78.0402452099987,-3.08868366759295
5316,1606,5393,0,0,362.8852234,1.5885745,1,0,0,0,0,0,0,17531.9997559,853402,1.01718265583035,27403,five23462,0.0562638025379313,1,829945,9658146,-78.031909372816,-3.08866028971676
4858,933,4997,0,0,324.938446,6.0292835,1,20454,7792,974,0,11688,0,11688.0003052,789609,0.871870847854587,27793,five23463,0.0728885558418813,1,830873,9658146,-78.0235735991187,-3.0886368463273
4547,268,4736,0,0,340.9916382,2.9958544,1,6818,0,0,0,6818,0,18505.9995652,858272,0.726559039878822,28208,five23464,0.0751626824757436,1,831800,9658146,-78.0152378890846,-3.08861333742705
4473,655,4723,0,0,297.9519958,0.6131451,1,974,0,0,974,0,0,10713.9995652,830353,0.387498154602038,29108,five23466,0.0991934128989741,1,833655,9658146,-77.9985666607163,-3.08856612310413
4719,1565,4854,0,0,358.4529114,9.0676184,1,1948,1948,0,0,0,0,7792.0000534,849670,0.242186346626274,29592,five23467,0.145981263636258,1,834583,9658146,-77.9902311427374,-3.08854241768646
5124,2476,5136,0,0,461.9104004,13.5791683,1,0,0,0,0,0,0,7792.0000534,860220,0,30096,five23468,0.150882782130734,1,835510,9658146,-77.9818956891322,-3.08851864676799
6766,3772,6724,0,0,1246.4072266,36.530407,1,0,0,0,0,0,0,0,843015,0,31724,five23471,0.059101227400389,1,838293,9658146,-77.9568897163347,-3.08844694103295
14060,4098,8082,0,0,840.9147949,20.2928963,0,0,0,0,0,0,0,8766,843015,0.581247231903058,25969,five23538,0.0184034972971424,1.43946932006634,818816,9657219,-78.1319210215815,-3.09731688082687
14211,3913,8187,0,0,730.7047119,18.881834,1,7792,0,1948,0,5844,0,8766,850644,0.484372693252548,25986,five23539,0.0233039177695882,1,819743,9657219,-78.1235844324983,-3.09729416217405
13354,3937,8394,0,0,487.1565857,9.6924801,1,1948,974,0,0,0,974,15584,851454,0.484372693252548,26035,five23540,0.0252783526040363,1,820671,9657219,-78.1152479049484,-3.097271377803
12507,4141,8696,0,0,725.3632202,22.2170887,1,0,0,0,0,0,0,8766,860220,0.581247231903058,26118,five23541,0.0294782872301097,1,821598,9657219,-78.1069114391096,-3.09724852771612
10055,5511,9164,0,0,611.4587402,13.0756836,1,0,0,0,0,0,0,0,851618,0.774996309204077,26559,five23544,0.0408883557371692,1,824380,9657219,-78.0819024136363,-3.09717958318474
9280,5239,8538,0,0,484.1554871,16.902771,1,2922,0,0,0,2922,0,4870,860220,0.968745386505096,26768,five23545,0.0635324191596107,1,825308,9657219,-78.0735661964187,-3.0971564702588
8536,4553,7972,0,0,406.1818848,8.0548525,1,0,0,0,0,0,0,10713.9995652,860220,0.968745386505096,27008,five23546,0.0520665872186813,1,826235,9657219,-78.0652300418006,-3.09713329162919
7832,3699,7479,0,0,381.0967407,2.7068188,1,8766,0,0,3896,1948,2922,11687.9995652,843826,1.01718265583035,27278,five23547,0.04464402316979,1,827163,9657219,-78.0568939499598,-3.09711004729837
7180,2858,7057,0,0,388.9575195,10.1637487,1,8766,0,0,8766,0,0,17531.9995652,855350,1.11405719448086,27575,five23548,0.0545951814286849,1,828090,9657219,-78.048557921074,-3.09708673726879
6612,2100,6646,0,0,399.8329468,15.2764473,1,0,0,0,0,0,0,19480.0002136,860220,1.06561992515561,27901,five23549,0.0678789945427422,1,829018,9657219,-78.0402219553207,-3.09706336154292
6110,1312,6225,0,0,397.8902893,2.3268323,1,31168,2922,8766,4870,13636,974,20453.9993286,828078,0.920308117179841,28253,five23550,0.0399146877553824,1,829945,9657219,-78.0318860528778,-3.09703992012323
5716,394,5872,0,0,358.7836609,1.6297328,1,15584,0,4870,974,8766,974,11688,837171,0.726559039878822,28631,five23551,0.063136459858751,1,830873,9657219,-78.0235502139229,-3.0970164130122
5454,108,5652,0,0,323.6180725,1.3751067,1,1948,0,1948,0,0,0,12661.9997559,655551,0.581247231903058,29034,five23552,0.0332776727439777,1,831800,9657219,-78.0152144386335,-3.09699284021232
5343,483,5580,0,0,322.7249451,3.78707,1,2922,0,0,0,2922,0,5844.0001526,858272,0.339060885276784,29461,five23553,0.11687027775788,1,832728,9657219,-78.0068787271874,-3.09696920172609
5392,1082,5648,0,0,366.098999,14.3781872,1,974,0,0,0,0,974,3896.0000534,858272,0.193749077301019,29910,five23554,0.17223663651833,1,833655,9657219,-77.9985430797622,-3.09694549755599
10560,6096,9827,0,0,814.5004883,9.6769228,1,0,0,0,0,0,0,0,851618,0.629684501228313,27466,five23632,0.022176064129033,1,824380,9656291,-78.0818794228741,-3.10555959068289
9825,5183,9246,0,0,609.7181396,20.3256626,1,0,0,0,0,0,0,974,860220,0.871870847854587,27669,five23633,0.0574983084800436,1,825308,9656291,-78.0735431402064,-3.10553641510296
9126,4272,8726,0,0,487.0787048,8.5384741,1,0,0,0,0,0,0,973.9999924,859246,0.871870847854587,27901,five23634,0.0542177414603145,1,826235,9656291,-78.0652069201406,-3.10551317364126
8471,3370,8277,0,0,445.6026917,23.8530216,1,1948,0,974,974,0,0,973.9999924,848532,0.968745386505096,28162,five23635,0.105165743228683,1,827163,9656291,-78.0568707628546,-3.10548986630024
7872,2490,7862,0,0,446.7368469,4.0826445,1,0,0,0,0,0,0,5844.0000534,860220,1.06561992515561,28451,five23636,0.0496274483771545,1,828090,9656291,-78.048534668526,-3.10546649308237
7358,1663,7446,0,0,415.9699402,7.0297608,1,11688,0,0,2922,0,8766,7791.9997559,854376,1.01718265583035,28766,five23637,0.0596903120242094,1,829018,9656291,-78.0401986373324,-3.10544305399013
6910,823,7043,0,0,400.071228,0.4776615,1,37986,974,974,3896,32142,0,10713.9998779,831974,0.823433578529332,29108,five23638,0.0452818033265775,1,829945,9656291,-78.0318626694517,-3.10541954902599
6564,84,6733,0,0,338.3747253,1.7401942,1,9740,2922,3896,0,0,2922,11687.9995118,825647,0.678121770553567,29475,five23639,0.0567001362441909,1,830873,9656291,-78.0235267650613,-3.10539597819244
6337,657,6542,0,0,344.9731445,4.1253371,1,5844,0,1948,0,3896,0,11687.9997559,849670,0.435935423927293,29867,five23640,0.0781619821197929,1,831800,9656291,-78.0151909243391,-3.10537234149197
6242,1301,6480,0,0,389.1592102,13.1594172,1,0,0,0,0,0,0,5844.0001526,860220,0.242186346626274,30281,five23641,0.133267940758732,1,832728,9656291,-78.0068551474626,-3.10534863892709
6284,1734,6543,0,0,489.9581909,13.3213348,1,0,0,0,0,0,0,3896.0000534,860220,0,30719,five23642,0.123635396725895,1,833655,9656291,-77.9985194346096,-3.10532487050029
6462,2375,6653,0,0,733.083313,28.6137505,0,0,0,0,0,0,0,973.9999924,843015,0,31177,five23643,0.128688886926442,0.719734660033168,834583,9656291,-77.9901837859576,-3.10530103621411
9785,4115,9531,0,0,695.7928467,16.060112,1,0,0,0,0,0,0,974,851618,0.871870847854587,28796,five23721,0.0385961608880819,1,826235,9655364,-78.0651837357009,-3.11389305414937
9178,3195,9109,0,0,551.1117554,5.6754127,1,0,0,0,0,0,0,974,860220,0.871870847854587,29049,five23722,0.041342370451796,1,827163,9655364,-78.056847512792,-3.11386968379721
8628,2274,8684,0,0,480.329071,2.7976546,1,0,0,0,0,0,0,5844,860220,1.01718265583035,29329,five23723,0.039774633268364,1,828090,9655364,-78.0485113528429,-3.11384624739011
8162,1388,8277,0,0,454.9937439,17.3053932,1,4870,0,0,1948,974,1948,7792.0001068,858272,0.968745386505096,29635,five23724,0.0729575323447891,1,829018,9655364,-78.0401752560313,-3.11382274493054
7760,474,7907,0,0,438.2349548,1.303941,1,10714,974,3896,5844,0,0,10714.0002136,836844,0.726559039878822,29967,five23725,0.0392256184490407,1,829945,9655364,-78.0318392225351,-3.11379917642099
7454,379,7632,0,0,340.2301331,1.6527563,1,11688,0,974,4870,5844,0,9740.0003052,826621,0.532809962577803,30324,five23726,0.0558039189463978,1,830873,9655364,-78.0235032525317,-3.11377554186396
7255,1194,7464,0,0,388.1637878,6.4821334,1,0,0,0,0,0,0,9740.0002136,860220,0.290623615951529,30705,five23727,0.0799912457215706,1,831800,9655364,-78.015167346199,-3.11375184126194
7172,1944,7410,0,0,472.6686707,16.2450199,1,0,0,0,0,0,0,5844.0001068,860220,0.09687453865051,31108,five23728,0.116690897185751,1,832728,9655364,-78.0068315037145,-3.11372807461745
7209,2535,7468,0,0,653.0601807,34.2848053,1,0,0,0,0,0,0,3896,860220,0,31534,five23729,0.163325545782092,1,833655,9655364,-77.9984957252559,-3.11370424193299
7364,3042,7573,0,0,821.321167,17.5529919,0,0,0,0,0,0,0,974,851618,0,31981,five23730,0.0680209973207087,0.719734660033168,834583,9655364,-77.9901600110008,-3.11368034321109
10486,3972,10357,0,0,903.4418945,31.0382481,0,0,0,0,0,0,0,3896,860220,0.774996309204077,29693,five23814,0.0363141583449834,0.719734660033168,826235,9654436,-78.065160488479,-3.12227293314947
9921,3058,9941,0,0,747.7815552,31.9215412,1,0,0,0,0,0,0,5844,851618,0.774996309204077,29939,five23815,0.0530885276317931,1,827163,9654436,-78.0568241997695,-3.12224949978521
9415,2140,9512,0,0,557.0803833,14.7957716,1,0,0,0,0,0,0,7792,860220,0.871870847854587,30210,five23816,0.0455382651507558,1,828090,9654436,-78.0484879740222,-3.12222600018791
8989,1247,9119,0,0,449.3007507,2.9648259,1,5844,0,0,4870,974,0,9739.9995652,856324,0.823433578529332,30508,five23817,0.0377801508478475,1,829018,9654436,-78.040151811415,-3.12220243436006
8627,331,8784,0,0,422.897644,8.3191242,1,18506,8766,2922,0,0,6818,11687.9995652,830353,0.581247231903058,30830,five23818,0.0458408531757334,1,829945,9654436,-78.0318157121255,-3.12217880230415
8352,569,8538,0,0,366.7052307,11.4576321,1,974,0,974,0,0,0,7792.0000534,856324,0.387498154602038,31177,five23819,0.0833320772308767,1,830873,9654436,-78.0234796763315,-3.12215510402267
8175,1480,8388,0,0,445.3832092,6.7919755,1,0,0,0,0,0,0,5844,860220,0.193749077301019,31547,five23820,0.0728286972302682,1,831800,9654436,-78.0151437042105,-3.12213133951814
8101,2401,8340,0,0,673.986145,8.4846134,1,0,0,0,0,0,0,3896,860220,0.048437269325255,31940,five23821,0.0539635225273118,1,832728,9654436,-78.0068077959403,-3.12210750879307
8134,3244,8391,0,0,665.710022,28.6053848,1,0,0,0,0,0,0,1948,851618,0,32355,five23822,0.123891473665887,1,833655,9654436,-77.9984719516986,-3.12208361184998
10694,2757,10762,0,0,962.8240967,26.3104897,1,0,0,0,0,0,0,5844.0002136,851618,0.678121770553567,30830,five23908,0.0234428283001366,1,827163,9653509,-78.0568008237846,-3.1306293142602
10226,1899,10344,0,0,628.2005005,21.6978722,1,0,0,0,0,0,0,6817.9998169,860220,0.726559039878822,31094,five23909,0.0472289269638608,1,828090,9653509,-78.0484645320615,-3.13060575147175
9836,1064,9977,0,0,486.4227295,4.3117146,1,0,0,0,0,0,0,6817.9998169,851618,0.726559039878822,31383,five23910,0.0353344608369748,1,829018,9653509,-78.0401283034809,-3.13058212227466
9505,201,9672,0,0,410.132019,6.0823874,1,4870,0,974,1948,1948,0,6818.0001068,832301,0.532809962577803,31697,five23911,0.0454237106687631,1,829945,9653509,-78.0317921382206,-3.13055842667142
9257,700,9448,0,0,413.6841736,13.2989159,1,5844,0,0,5844,0,0,2922,860220,0.339060885276784,32035,five23912,0.0846502451434209,1,830873,9653509,-78.0234560364582,-3.13053466466453
9097,1618,9313,0,0,489.5574951,18.1206207,1,0,0,0,0,0,0,974,851618,0,32395,five23913,0.101643494698516,1,831800,9653509,-78.0151199983714,-3.13051083625652
9031,2537,9270,0,0,788.015625,32.2290993,1,0,0,0,0,0,0,0,851618,0,32778,five23914,0.0951861761721416,1,832728,9653509,-78.0067840241378,-3.1304869414499
9061,3457,9316,0,0,1070.592041,7.3549976,1,0,0,0,0,0,0,0,825811,0,33182,five23915,0.0185135458424047,1,833655,9653509,-77.9984481139352,-3.1304629802472
11056,1548,11185,0,0,499.9978638,14.5798292,1,11688,0,0,5844,0,5844,9739.9998169,856324,0.581247231903058,31981,five24003,0.0406865085953839,1,828090,9652581,-78.0484410269583,-3.13898550123757
10696,713,10846,0,0,426.3138123,5.626246,1,3896,974,0,974,1948,0,7791.9998169,836197,0.581247231903058,32262,five24004,0.0354625533288361,1,829018,9652581,-78.0401047322267,-3.13896180867027
10393,123,10566,0,0,456.2846069,16.7133236,1,1948,0,0,974,974,0,5844.0001068,850644,0.435935423927293,32567,five24005,0.0610319719832116,1,829945,9652581,-78.0317685008177,-3.13893804951874
10166,977,10362,0,0,517.8411255,7.2858529,1,0,0,0,0,0,0,1948,860220,0,32896,five24006,0.0530890017816507,1,830873,9652581,-78.0234323329093,-3.13891422378548
10021,1839,10239,0,0,651.2371826,30.7830143,1,0,0,0,0,0,0,0,860220,0,33247,five24007,0.105841233877663,1,831800,9652581,-78.0150962286789,-3.13889033147301
9961,2713,10200,0,0,682.5450439,13.4119101,1,0,0,0,0,0,0,0,851618,0,33620,five24008,0.0551683675417953,1,832728,9652581,-78.0067601883043,-3.13886637258387
11567,420,11725,0,0,495.1040039,23.4003143,1,23376,0,0,9740,13636,0,5843.9998169,860220,0.484372693252548,33143,five24098,0.0617570884928526,1,829018,9651654,-78.0400810976496,-3.14734149354286
11287,465,11467,0,0,478.1784973,1.8159887,1,3896,0,3896,0,0,0,5844.0001068,846748,0.339060885276784,33440,five24099,0.030287034750443,1,829945,9651654,-78.0317447999144,-3.14731767084206
11079,1328,11279,0,0,562.65625,17.1490822,1,0,0,0,0,0,0,1948,860220,0,33760,five24100,0.0622756016530846,1,830873,9651654,-78.0234085656822,-3.14729378138145
10946,2190,11166,0,0,746.3043823,23.6568279,1,0,0,0,0,0,0,0,843015,0,34103,five24101,0.0555172693954395,1,831800,9651654,-78.0150723951306,-3.14726982516357
6721,5982,9454,0,1,1192.7041016,9.5663795,0,0,0,0,0,0,0,0,834413,0.532809962577803,23646,six272,0.0723305090672904,0.719734660033168,819743,9829730,-78.1267319596597,-1.53853335078657
5343,4494,11016,1,0,1459.6400146,24.4701939,0,0,0,0,0,0,0,0,773224,0.290623615951529,9859,six3648,0.00315619637168252,0.719734660033168,822525,9779646,-78.1010485603914,-1.99103656735439
8600,1435,8704,1,0,881.1830444,21.9037743,0,0,0,0,0,0,0,8766.0001068,817209,0,14983,six3772,0.0170954991485272,0.719734660033168,856842,9778719,-77.7928923777611,-1.998840016788
13055,2375,5866,1,0,1115.862915,18.6516476,0,0,0,0,0,0,0,7792,851618,0.145311807975764,15794,six3948,0.0119760898474006,0.719734660033168,861480,9776864,-77.7512255055207,-2.01551267366639
14418,829,4244,1,0,702.0286865,9.9535561,0,974,974,0,0,0,0,14610.0001221,840093,0.242186346626274,15296,six3950,0.0181000731468109,0.719734660033168,863335,9776864,-77.734572314272,-2.01547913867339
11811,2482,6265,1,1,1249.3751221,14.2349253,0,0,0,0,0,0,0,0,817209,0.048437269325255,13787,six4123,0.0627064111136307,0.719734660033168,860552,9775009,-77.7595189052642,-2.03228456821634
12775,3736,3380,1,1,619.9984741,0.2517227,0,14610,974,8766,3896,0,974,10713.9996643,855350,0,10574,six4413,0.155492468424427,0.719734660033168,864262,9772226,-77.7261611981468,-2.0573488822388
14015,2932,2925,1,1,622.2241821,8.0633917,0,0,0,0,0,0,0,4870.0000534,847722,0.09687453865051,9321,six4518,0.190839772542008,0.719734660033168,866117,9771299,-77.7094907753377,-2.0656915597253
10734,1145,4706,1,1,711.9390869,10.3560505,0,0,0,0,0,0,0,6817.9999695,847558,0.145311807975764,8295,six4723,0.136226345971642,0.719734660033168,863335,9769444,-77.7344364223075,-2.08249820669156
13388,1315,2221,1,1,604.3622437,6.9726434,0,0,0,0,0,0,0,11688,843015,0.242186346626274,7477,six4726,0.141610010729813,0.719734660033168,866117,9769444,-77.7094561228363,-2.0824458994044
13920,150,690,1,1,620,0,0,1948,974,974,0,0,0,13635.9996338,850644,0.339060885276784,5564,six4952,0.0991723604676593,0.719734660033168,867045,9767589,-77.7010944753339,-2.09918256986781
5538,1368,1899,1,1,755.3043213,29.3784046,0,0,0,0,0,0,0,2922,860220,0,7648,six5058,0.431921951228485,0.719734660033168,858697,9766661,-77.7760201981198,-2.10771767936897
8272,1884,2666,1,1,781.1664429,27.7237415,0,0,0,0,0,0,0,5844.0001068,834413,0.145311807975764,7243,six5061,0.277997370213097,0.719734660033168,861480,9766661,-77.7510384602968,-2.10766540978328
7545,960,240,1,1,859.421936,28.0933495,0,36038,0,0,10714,0,25324,1948,850644,0.048437269325255,6752,six5440,0.350407948178998,0.719734660033168,860552,9763879,-77.7593133045026,-2.13281562872479
8445,4143,6367,1,1,1484.8254395,28.2037506,0,0,0,0,0,0,0,1947.9999847,817209,0.387498154602038,9181,six6251,0.0495169143626141,0.719734660033168,857770,9758314,-77.7841899377637,-2.18313510465481
12889,4700,7669,1,1,860.6225586,5.5874033,0,0,0,0,0,0,0,3896,842041,0,8550,six6689,0.0645062488243633,0.719734660033168,861480,9755532,-77.7508248535045,-2.20819552262706
13515,3863,6783,1,1,673.68573,19.7754478,0,1948,0,0,0,0,1948,10714,860220,0,7978,six6690,0.142639742961978,0.719734660033168,862407,9755532,-77.7424972007232,-2.20817717408333
169,174,2438,1,0,1086.0966797,5.3667331,0,8766,5844,1948,974,0,0,18506.0008545,813313,0.823433578529332,2623,six6799,0.00484971391352452,0.719734660033168,828090,9754604,-78.0506485462318,-2.21720480154909
12847,5916,8766,1,1,727.0795288,19.3450146,0,0,0,0,0,0,0,974,851618,0,9859,six6834,0.161594341291953,2.1592039800995,860552,9754604,-77.7591343713091,-2.21659139627458
14201,4201,6971,1,1,591.9162598,32.5622749,0,9740,0,974,0,0,8766,6818.0000534,831491,0,8749,six6836,0.251047895078455,1.43946932006634,862407,9754604,-77.7424789033147,-2.21655460677563
25589,4591,3944,1,0,567.1700439,9.5634718,0,2922,2922,0,0,0,0,0,851618,0.532809962577803,11877,six6851,0.0163852777980611,0.719734660033168,876319,9754604,-77.6175718468564,-2.21627270151538
13392,6145,8949,1,1,767.4073486,29.3333473,0,0,0,0,0,0,0,974,860220,0,10574,six6982,0.212377300655003,0.719734660033168,860552,9753677,-77.7591160979495,-2.22496896704397
1410,480,3157,1,0,1132.6325684,15.8696175,0,3896,0,0,0,0,3896,11688.0001068,816235,0.532809962577803,3344,six7252,0.00768425378367806,0.719734660033168,828090,9751822,-78.0505984501505,-2.24234447238562
14600,6651,9319,1,1,838.1796875,6.6501212,0,0,0,0,0,0,0,974,851618,0,12092,six7287,0.0835533890277873,0.719734660033168,860552,9751822,-77.7590793439108,-2.24172410526384
16639,7750,9866,1,1,600,-0.0011906,0,0,0,0,0,0,0,0,851618,0,14517,six7755,0.120356210776173,2.1592039800995,860552,9749039,-77.7590236945247,-2.26685680423412
21936,2817,3689,1,0,549.4432373,18.7419624,0,0,0,0,0,0,0,3896.0001068,851618,0.871870847854587,13912,six7922,0.0292434378747031,0.719734660033168,867045,9748112,-77.7007097704616,-2.27510135185615
5065,4443,10134,1,0,1532.75,21.1154823,0,0,0,0,0,0,0,0,825811,0.532809962577803,9274,six8381,0.00304763525709331,0.719734660033168,833655,9745329,-78.0004969581762,-2.30089877495853
20694,5654,8784,1,1,562.4619751,19.0432358,0,0,0,0,0,0,0,0,860220,0.387498154602038,17326,six8412,0.230067874634878,0.719734660033168,862407,9745329,-77.7422921087417,-2.30032887238846
24417,3218,4551,1,0,569.3774414,11.9797859,0,0,0,0,0,0,0,974,848696,0.629684501228313,17622,six8590,0.0252792105620319,0.719734660033168,867045,9744402,-77.7006329761346,-2.30860963570333
21674,3614,10132,1,1,503.195343,2.2115247,0,0,0,0,0,0,0,0,851618,0.387498154602038,19366,six8759,0.124333893224402,0.719734660033168,861480,9743474,-77.7505821882175,-2.31710296633103
22718,4420,8367,1,1,719.2153931,3.272243,0,0,0,0,0,0,0,0,860220,0.435935423927293,18916,six8761,0.0959348727930698,0.719734660033168,863335,9743474,-77.7339257135905,-2.31706440843159
3412,2307,6580,1,0,1484.208252,17.4007416,0,0,0,0,0,0,0,1948,817209,0.387498154602038,4994,six8897,0.0032102335478867,0.719734660033168,829018,9742547,-78.0420966688823,-2.32612575408335
22468,2741,10429,1,1,503.7926636,3.5988717,0,0,0,0,0,0,0,0,860220,0.484372693252548,20256,six8932,0.124421737766835,0.719734660033168,861480,9742547,-77.7505630365815,-2.32548045405722
24246,2837,8978,0,1,705.0565796,16.7158623,0,0,0,0,0,0,0,0,843015,0.484372693252548,20739,six9106,0.0674448720126098,1.43946932006634,863335,9741619,-77.7338871451654,-2.333819103621
28363,806,2929,0,1,443.5680542,9.3497763,0,18506,13636,0,3896,0,974,15583.9998779,843015,0.726559039878822,18916,six9113,0.0761816794588766,0.719734660033168,869827,9741619,-77.675591002153,-2.33368161727638
9005,5827,12545,1,1,2024.3167725,25.1481953,0,0,0,0,0,0,0,0,817209,0.581247231903058,12477,six10098,0.00704894514433912,0.719734660033168,833655,9736054,-78.0003185132305,-2.38469370370859
28910,8045,8591,0,1,963.8449707,14.623168,0,0,0,0,0,0,0,1947.9999847,825811,0.09687453865051,33607,six12205,0.0898318487272795,0.719734660033168,854060,9724925,-77.8168227317035,-2.48481578832377
30691,7461,8421,0,1,599.9989014,0.0051476,0,0,0,0,0,0,0,2921.9999085,843015,0.290623615951529,34466,six12567,0.115781768368687,0.719734660033168,855915,9723070,-77.8001226183152,-2.50153103661281
26970,4717,5303,0,1,1032.9440918,4.7426033,0,0,0,0,0,0,0,0,851618,0.242186346626274,30705,six12744,0.0725861709981378,1.43946932006634,852205,9722142,-77.833422356758,-2.50999053443631
30702,6436,6847,0,1,541.772644,24.9690018,0,0,0,0,0,0,0,973.9999924,851618,0.145311807975764,33760,six12929,0.336989206889806,2.87893864013267,855915,9721215,-77.8000818295933,-2.5182867870632
15941,3630,4980,1,1,1045.5373535,31.5331573,0,0,0,0,0,0,0,1948,834413,0,20064,six13098,0.266710806020475,0.719734660033168,841075,9720287,-77.9333498680555,-2.5269881904133
28886,4923,5098,0,1,914.7055054,12.9212866,0,0,0,0,0,0,0,974,860220,0.290623615951529,31697,six13112,0.124724421430071,0.719734660033168,854060,9720287,-77.8167214584425,-2.52670585126334
29814,5236,5572,0,1,927.1416626,6.6708279,0,0,0,0,0,0,0,974,833439,0.242186346626274,32567,six13113,0.084898043999395,0.719734660033168,854987,9720287,-77.8083913615591,-2.52668528260812
